target,loss,explainer,threshold,acc_test,n_molecule_scores,n_pairs,archived_acc_test,absolute_difference,source_presence
2G19-4HG,MSE,gradinput,85,0.46875,8.0,4.0,0.4479166666666666,0.020833333333333426,both
2G19-4HG,MSE,gradinput,90,,0.0,0.0,,,both
2G19-4HG,MSE,gradinput,95,,0.0,0.0,,,both
2G19-4HG,MSE,ig,50,0.5976183686290067,94.0,47.0,0.6177955909338886,0.020177222304881837,both
2G19-4HG,MSE,ig,55,0.5989234530901196,90.0,45.0,0.6239304214304212,0.025006968340301583,both
2G19-4HG,MSE,ig,60,0.6012993693549249,54.0,27.0,0.6723137459248572,0.07101437656993226,both
2G19-4HG,MSE,ig,65,0.585188492063492,40.0,20.0,0.6885515873015875,0.1033630952380955,both
2G19-4HG,MSE,ig,70,0.5822478991596638,34.0,17.0,0.7038515406162466,0.12160364145658276,both
2G19-4HG,MSE,ig,75,0.5866666666666667,30.0,15.0,0.7238888888888889,0.13722222222222225,both
2G19-4HG,MSE,ig,80,0.5800000000000001,20.0,10.0,0.6691666666666667,0.08916666666666662,both
2G19-4HG,MSE,ig,85,0.53125,8.0,4.0,0.59375,0.0625,both
2G19-4HG,MSE,ig,90,,0.0,0.0,,,both
2G19-4HG,MSE,ig,95,,0.0,0.0,,,both
2G19-4HG,MSE,shap,50,0.5137026980112087,94.0,47.0,0.4957108789555597,0.017991819055649005,both
2G19-4HG,MSE,shap,55,0.509443981943982,90.0,45.0,0.4966137257803924,0.01283025616358957,both
2G19-4HG,MSE,shap,60,0.48768772379883496,54.0,27.0,0.497116001282668,0.009428277483833014,both
2G19-4HG,MSE,shap,65,0.4674503968253969,40.0,20.0,0.5214285714285716,0.05397817460317467,both
2G19-4HG,MSE,shap,70,0.4596638655462185,34.0,17.0,0.5203081232492998,0.06064425770308124,both
2G19-4HG,MSE,shap,75,0.4566666666666667,30.0,15.0,0.5527777777777777,0.09611111111111098,both
2G19-4HG,MSE,shap,80,0.43499999999999994,20.0,10.0,0.5374999999999999,0.10249999999999992,both
2G19-4HG,MSE,shap,85,0.5729166666666667,8.0,4.0,0.7812500000000001,0.20833333333333337,both
2G19-4HG,MSE,shap,90,,0.0,0.0,,,both
2G19-4HG,MSE,shap,95,,0.0,0.0,,,both
2G1R-3IG,MSE,cam,50,0.5049239537494571,149.0,76.0,0.546556255565593,0.041632301816135864,both
2G1R-3IG,MSE,cam,55,0.5049909463174769,147.0,75.0,0.5468939035265563,0.04190295720907944,both
2G1R-3IG,MSE,cam,60,0.5051305532074762,143.0,73.0,0.5461077190098167,0.040977165802340454,both
2G1R-3IG,MSE,cam,65,0.5052781950263965,139.0,71.0,0.5470348795888362,0.04175668456243975,both
2G1R-3IG,MSE,cam,70,0.5050133284866108,131.0,67.0,0.5457968452243263,0.04078351673771541,both
2G1R-3IG,MSE,cam,75,0.504774986917844,91.0,47.0,0.5584903192046051,0.053715332286761175,both
2G1R-3IG,MSE,cam,80,0.5022831050228311,73.0,38.0,0.5692433137638617,0.06696020874103059,both
2G1R-3IG,MSE,cam,85,0.4829931972789115,49.0,25.0,0.5710884353741498,0.08809523809523828,both
2G1R-3IG,MSE,cam,90,0.42857142857142855,7.0,4.0,0.4285714285714285,5.551115123125783e-17,both
2G1R-3IG,MSE,cam,95,0.0,1.0,1.0,0.0,0.0,both
2G1R-3IG,MSE,diff,50,0.5425454928861452,149.0,76.0,0.5402320480398994,0.002313444846245738,both
2G1R-3IG,MSE,diff,55,0.5419412612010704,147.0,75.0,0.536638636093681,0.005302625107389436,both
2G1R-3IG,MSE,diff,60,0.5412864467677302,143.0,73.0,0.533443151984904,0.007843294782826193,both
2G1R-3IG,MSE,diff,65,0.5427499558794522,139.0,71.0,0.5303214171919206,0.012428538687531576,both
2G1R-3IG,MSE,diff,70,0.5439727151559212,131.0,67.0,0.5279559499025146,0.016016765253406562,both
2G1R-3IG,MSE,diff,75,0.5626242804814232,91.0,47.0,0.5389455782312924,0.0236787022501308,both
2G1R-3IG,MSE,diff,80,0.5743966079582519,73.0,38.0,0.5448793215916502,0.02951728636660167,both
2G1R-3IG,MSE,diff,85,0.5853741496598638,49.0,25.0,0.5520408163265306,0.033333333333333215,both
2G1R-3IG,MSE,diff,90,0.6428571428571429,7.0,4.0,0.4523809523809524,0.19047619047619052,both
2G1R-3IG,MSE,diff,95,1.0,1.0,1.0,0.0,1.0,both
2G1R-3IG,MSE,gradcam,50,0.5189847430072115,149.0,76.0,0.5452554098213318,0.02627066681412027,both
2G1R-3IG,MSE,gradcam,55,0.5174684159378035,147.0,75.0,0.5464204177210432,0.028952001783239756,both
2G1R-3IG,MSE,gradcam,60,0.5158591408591406,143.0,73.0,0.5439095423978187,0.028050401538678105,both
2G1R-3IG,MSE,gradcam,65,0.5139174374785883,139.0,71.0,0.5438498152526929,0.029932377774104624,both
2G1R-3IG,MSE,gradcam,70,0.5147673573246092,131.0,67.0,0.5553966601676524,0.040629302843043225,both
2G1R-3IG,MSE,gradcam,75,0.5212585034013606,91.0,47.0,0.6027603349031921,0.08150183150183155,both
2G1R-3IG,MSE,gradcam,80,0.5228310502283106,73.0,38.0,0.6395955642530987,0.11676451402478816,both
2G1R-3IG,MSE,gradcam,85,0.5136054421768707,49.0,25.0,0.6193877551020408,0.10578231292517015,both
2G1R-3IG,MSE,gradcam,90,0.5,7.0,4.0,0.5238095238095238,0.023809523809523836,both
2G1R-3IG,MSE,gradcam,95,0.0,1.0,1.0,0.0,0.0,both
2G1R-3IG,MSE,gradinput,50,0.4958172358511451,149.0,76.0,0.5181159296471273,0.02229869379598215,both
2G1R-3IG,MSE,gradinput,55,0.49719692697989265,147.0,75.0,0.5197990043649358,0.022602077385043107,both
2G1R-3IG,MSE,gradinput,60,0.49515557001159627,143.0,73.0,0.5175924251716105,0.022436855160014257,both
2G1R-3IG,MSE,gradinput,65,0.4939548261490707,139.0,71.0,0.5179744116794475,0.024019585530376752,both
2G1R-3IG,MSE,gradinput,70,0.5012802507077317,131.0,67.0,0.5286350418029807,0.027354791095248965,both
2G1R-3IG,MSE,gradinput,75,0.5349686028257457,91.0,47.0,0.5679094714809,0.03294086865515433,both
2G1R-3IG,MSE,gradinput,80,0.5516634050880627,73.0,38.0,0.5961513372472278,0.04448793215916513,both
2G1R-3IG,MSE,gradinput,85,0.5431972789115644,49.0,25.0,0.5857142857142857,0.0425170068027213,both
2G1R-3IG,MSE,gradinput,90,0.5,7.0,4.0,0.4523809523809524,0.047619047619047616,both
2G1R-3IG,MSE,gradinput,95,0.0,1.0,1.0,0.0,0.0,both
2G1R-3IG,MSE,ig,50,0.5559958997564527,149.0,76.0,0.5169304832511825,0.03906541650527018,both
2G1R-3IG,MSE,ig,55,0.5543915848758839,147.0,75.0,0.5139073546589182,0.04048423021696568,both
2G1R-3IG,MSE,ig,60,0.552686429846035,143.0,73.0,0.5111249815589591,0.041561448287075864,both
2G1R-3IG,MSE,ig,65,0.545570836038462,139.0,71.0,0.5117339694677822,0.03383686657067986,both
2G1R-3IG,MSE,ig,70,0.5403999096747187,131.0,67.0,0.5099949880484231,0.0304049216262956,both
2G1R-3IG,MSE,ig,75,0.5600340136054419,91.0,47.0,0.5228021978021978,0.037231815803244084,both
2G1R-3IG,MSE,ig,80,0.5745923026744941,73.0,38.0,0.5281800391389432,0.046412263535550946,both
2G1R-3IG,MSE,ig,85,0.5819727891156464,49.0,25.0,0.5329931972789115,0.04897959183673495,both
2G1R-3IG,MSE,ig,90,0.6666666666666666,7.0,4.0,0.4047619047619047,0.2619047619047619,both
2G1R-3IG,MSE,ig,95,1.0,1.0,1.0,0.0,1.0,both
2G1R-3IG,MSE,shap,50,0.500945266104094,149.0,76.0,0.4774798320668351,0.02346543403725887,both
2G1R-3IG,MSE,shap,55,0.5009158739413998,147.0,75.0,0.477511458632328,0.02340441530907178,both
2G1R-3IG,MSE,shap,60,0.4971058547467431,143.0,73.0,0.4764801791745436,0.02062567557219952,both
2G1R-3IG,MSE,shap,65,0.49745919548077794,139.0,71.0,0.480045334361881,0.017413861118896923,both
2G1R-3IG,MSE,shap,70,0.49648805393080203,131.0,67.0,0.4828684885936795,0.013619565337122552,both
2G1R-3IG,MSE,shap,75,0.49678178963893255,91.0,47.0,0.4944270015698586,0.0023547880690739653,both
2G1R-3IG,MSE,shap,80,0.5231245923026747,73.0,38.0,0.4895955642530984,0.033529028049576304,both
2G1R-3IG,MSE,shap,85,0.536734693877551,49.0,25.0,0.458843537414966,0.07789115646258504,both
2G1R-3IG,MSE,shap,90,0.7380952380952381,7.0,4.0,0.4523809523809524,0.28571428571428575,both
2G1R-3IG,MSE,shap,95,1.0,1.0,1.0,0.0,1.0,both
2GM1-2AZ,MSE,cam,50,0.5050430189965074,559.0,281.0,0.7490338472896614,0.243990828293154,both
2GM1-2AZ,MSE,cam,55,0.5050430189965074,559.0,281.0,0.7490338472896614,0.243990828293154,both
2GM1-2AZ,MSE,cam,60,0.5050430189965074,559.0,281.0,0.7490338472896614,0.243990828293154,both
2GM1-2AZ,MSE,cam,65,0.5050430189965074,559.0,281.0,0.7490338472896614,0.243990828293154,both
2GM1-2AZ,MSE,cam,70,0.5050430189965074,559.0,281.0,0.7490338472896614,0.243990828293154,both
2GM1-2AZ,MSE,cam,75,0.5050611267846457,557.0,280.0,0.7488508449459979,0.2437897181613522,both
2GM1-2AZ,MSE,cam,80,0.5052692478860703,535.0,269.0,0.7510013351134848,0.24573208722741446,both
2GM1-2AZ,MSE,cam,85,0.5053789731051345,409.0,206.0,0.7533822330888346,0.2480032599837001,both
2GM1-2AZ,MSE,cam,90,0.5029585798816568,169.0,86.0,0.7278106508875741,0.2248520710059173,both
2GM1-2AZ,MSE,cam,95,0.5384615384615384,13.0,7.0,0.6153846153846154,0.07692307692307698,both
2GM1-2AZ,MSE,diff,50,0.7080067864951578,559.0,281.0,0.7424716756112101,0.03446488911605228,both
2GM1-2AZ,MSE,diff,55,0.7080067864951578,559.0,281.0,0.7424716756112101,0.03446488911605228,both
2GM1-2AZ,MSE,diff,60,0.7080067864951578,559.0,281.0,0.7424716756112101,0.03446488911605228,both
2GM1-2AZ,MSE,diff,65,0.7080067864951578,559.0,281.0,0.7424716756112101,0.03446488911605228,both
2GM1-2AZ,MSE,diff,70,0.7080067864951578,559.0,281.0,0.7424716756112101,0.03446488911605228,both
2GM1-2AZ,MSE,diff,75,0.7076764697500776,557.0,280.0,0.7424446439257926,0.03476817417571498,both
2GM1-2AZ,MSE,diff,80,0.7055562972852684,535.0,269.0,0.7430129060970178,0.03745660881174939,both
2GM1-2AZ,MSE,diff,85,0.7174001629991852,409.0,206.0,0.7501222493887529,0.03272208638956775,both
2GM1-2AZ,MSE,diff,90,0.7179487179487181,169.0,86.0,0.7514792899408284,0.03353057199211029,both
2GM1-2AZ,MSE,diff,95,0.8461538461538461,13.0,7.0,1.0,0.15384615384615385,both
2GM1-2AZ,MSE,gradcam,50,0.7158552687622457,559.0,281.0,0.6214846522986052,0.09437061646364053,both
2GM1-2AZ,MSE,gradcam,55,0.7158552687622457,559.0,281.0,0.6214846522986052,0.09437061646364053,both
2GM1-2AZ,MSE,gradcam,60,0.7158552687622457,559.0,281.0,0.6214846522986052,0.09437061646364053,both
2GM1-2AZ,MSE,gradcam,65,0.7158552687622457,559.0,281.0,0.6214846522986052,0.09437061646364053,both
2GM1-2AZ,MSE,gradcam,70,0.7158552687622457,559.0,281.0,0.6214846522986052,0.09437061646364053,both
2GM1-2AZ,MSE,gradcam,75,0.7155531332820384,557.0,280.0,0.6219208628993184,0.09363227038272004,both
2GM1-2AZ,MSE,gradcam,80,0.7172140631953716,535.0,269.0,0.6257276368491316,0.09148642634624005,both
2GM1-2AZ,MSE,gradcam,85,0.7168704156479222,409.0,206.0,0.6398125509372458,0.07705786471067644,both
2GM1-2AZ,MSE,gradcam,90,0.715976331360947,169.0,86.0,0.6646942800788954,0.051282051282051544,both
2GM1-2AZ,MSE,gradcam,95,0.8461538461538461,13.0,7.0,0.6153846153846154,0.23076923076923073,both
2GM1-2AZ,MSE,gradinput,50,0.6997259846097054,559.0,281.0,0.6817609393190794,0.017965045290625925,both
2GM1-2AZ,MSE,gradinput,55,0.6997259846097054,559.0,281.0,0.6817609393190794,0.017965045290625925,both
2GM1-2AZ,MSE,gradinput,60,0.6997259846097054,559.0,281.0,0.6817609393190794,0.017965045290625925,both
2GM1-2AZ,MSE,gradinput,65,0.6997259846097054,559.0,281.0,0.6817609393190794,0.017965045290625925,both
2GM1-2AZ,MSE,gradinput,70,0.6997259846097054,559.0,281.0,0.6817609393190794,0.017965045290625925,both
2GM1-2AZ,MSE,gradinput,75,0.6988273346442107,557.0,280.0,0.6820545154028105,0.016772819241400172,both
2GM1-2AZ,MSE,gradinput,80,0.6998909657320869,535.0,269.0,0.6859279038718296,0.013963061860257309,both
2GM1-2AZ,MSE,gradinput,85,0.6988182559087199,409.0,206.0,0.7009779951100248,0.0021597392013048555,both
2GM1-2AZ,MSE,gradinput,90,0.6873767258382644,169.0,86.0,0.7317554240631164,0.044378698224852076,both
2GM1-2AZ,MSE,gradinput,95,0.7692307692307693,13.0,7.0,0.8461538461538461,0.07692307692307687,both
2GM1-2AZ,MSE,ig,50,0.7072472101541861,559.0,281.0,0.7020196212056671,0.005227588948519046,both
2GM1-2AZ,MSE,ig,55,0.7072472101541861,559.0,281.0,0.7020196212056671,0.005227588948519046,both
2GM1-2AZ,MSE,ig,60,0.7072472101541861,559.0,281.0,0.7020196212056671,0.005227588948519046,both
2GM1-2AZ,MSE,ig,65,0.7072472101541861,559.0,281.0,0.7020196212056671,0.005227588948519046,both
2GM1-2AZ,MSE,ig,70,0.7072472101541861,559.0,281.0,0.7020196212056671,0.005227588948519046,both
2GM1-2AZ,MSE,ig,75,0.707273232452765,557.0,280.0,0.7016678065600859,0.0056054258926790945,both
2GM1-2AZ,MSE,ig,80,0.7071117044948814,535.0,269.0,0.7006186025812184,0.006493101913662924,both
2GM1-2AZ,MSE,ig,85,0.7270578647106765,409.0,206.0,0.7143031784841076,0.012754686226568834,both
2GM1-2AZ,MSE,ig,90,0.7435897435897438,169.0,86.0,0.7149901380670614,0.02859960552268248,both
2GM1-2AZ,MSE,ig,95,0.8461538461538461,13.0,7.0,0.8461538461538461,0.0,both
2GM1-2AZ,MSE,shap,50,0.5324324899906296,559.0,281.0,0.4990665019734789,0.03336598801715074,both
2GM1-2AZ,MSE,shap,55,0.5324324899906296,559.0,281.0,0.4990665019734789,0.03336598801715074,both
2GM1-2AZ,MSE,shap,60,0.5324324899906296,559.0,281.0,0.4990665019734789,0.03336598801715074,both
2GM1-2AZ,MSE,shap,65,0.5324324899906296,559.0,281.0,0.4990665019734789,0.03336598801715074,both
2GM1-2AZ,MSE,shap,70,0.5324324899906296,559.0,281.0,0.4990665019734789,0.03336598801715074,both
2GM1-2AZ,MSE,shap,75,0.5320103445327863,557.0,280.0,0.4988836168818217,0.03312672765096458,both
2GM1-2AZ,MSE,shap,80,0.5323075211392968,535.0,269.0,0.4981797952825992,0.0341277258566976,both
2GM1-2AZ,MSE,shap,85,0.5290138549307253,409.0,206.0,0.5051752241238795,0.023838630806845784,both
2GM1-2AZ,MSE,shap,90,0.5601577909270218,169.0,86.0,0.4644970414201183,0.09566074950690351,both
2GM1-2AZ,MSE,shap,95,0.6153846153846154,13.0,7.0,0.5384615384615384,0.07692307692307698,both
2H8H-H8H,MSE,cam,50,0.510752688172043,186.0,96.0,0.5353941309586472,0.024641442786604184,both
2H8H-H8H,MSE,cam,55,0.510752688172043,186.0,96.0,0.5353941309586472,0.024641442786604184,both
2H8H-H8H,MSE,cam,60,0.510752688172043,186.0,96.0,0.5353941309586472,0.024641442786604184,both
2H8H-H8H,MSE,cam,65,0.5111111111111111,180.0,93.0,0.536146584896585,0.025035473785473883,both
2H8H-H8H,MSE,cam,70,0.5125,160.0,83.0,0.5394717261904762,0.026971726190476275,both
2H8H-H8H,MSE,cam,75,0.5166666666666667,120.0,63.0,0.552420634920635,0.03575396825396826,both
2H8H-H8H,MSE,cam,80,0.5256410256410257,78.0,42.0,0.5717948717948719,0.04615384615384621,both
2H8H-H8H,MSE,cam,85,0.55,40.0,23.0,0.61625,0.06624999999999992,both
2H8H-H8H,MSE,cam,90,0.5789473684210527,19.0,12.0,0.6842105263157895,0.10526315789473684,both
2H8H-H8H,MSE,cam,95,0.0,1.0,1.0,1.0,1.0,both
2H8H-H8H,MSE,diff,50,0.5651685530717786,186.0,96.0,0.5624965983836951,0.0026719546880834555,both
2H8H-H8H,MSE,diff,55,0.5651685530717786,186.0,96.0,0.5624965983836951,0.0026719546880834555,both
2H8H-H8H,MSE,diff,60,0.5651685530717786,186.0,96.0,0.5624965983836951,0.0026719546880834555,both
2H8H-H8H,MSE,diff,65,0.5664963123296454,180.0,93.0,0.5644282106782107,0.002068101651434673,both
2H8H-H8H,MSE,diff,70,0.5740854978354973,160.0,83.0,0.5686086309523808,0.005476866883116549,both
2H8H-H8H,MSE,diff,75,0.5761574074074074,120.0,63.0,0.5607936507936507,0.015363756613756663,both
2H8H-H8H,MSE,diff,80,0.5753052503052505,78.0,42.0,0.530952380952381,0.04435286935286953,both
2H8H-H8H,MSE,diff,85,0.5412499999999999,40.0,23.0,0.5433333333333332,0.002083333333333326,both
2H8H-H8H,MSE,diff,90,0.6491228070175439,19.0,12.0,0.5877192982456141,0.06140350877192979,both
2H8H-H8H,MSE,diff,95,1.0,1.0,1.0,1.0,0.0,both
2H8H-H8H,MSE,gradcam,50,0.5360954606922351,186.0,96.0,0.5162477307638601,0.019847729928375024,both
2H8H-H8H,MSE,gradcam,55,0.5360954606922351,186.0,96.0,0.5162477307638601,0.019847729928375024,both
2H8H-H8H,MSE,gradcam,60,0.5360954606922351,186.0,96.0,0.5162477307638601,0.019847729928375024,both
2H8H-H8H,MSE,gradcam,65,0.53766494308161,180.0,93.0,0.5175829725829729,0.020081970498637025,both
2H8H-H8H,MSE,gradcam,70,0.543645156926407,160.0,83.0,0.5231362734487737,0.020508883477633355,both
2H8H-H8H,MSE,gradcam,75,0.5554431216931216,120.0,63.0,0.5391732804232803,0.016269841269841323,both
2H8H-H8H,MSE,gradcam,80,0.5832417582417582,78.0,42.0,0.575,0.008241758241758212,both
2H8H-H8H,MSE,gradcam,85,0.6108333333333333,40.0,23.0,0.5983333333333334,0.012499999999999956,both
2H8H-H8H,MSE,gradcam,90,0.7192982456140351,19.0,12.0,0.7192982456140351,0.0,both
2H8H-H8H,MSE,gradcam,95,1.0,1.0,1.0,1.0,0.0,both
2H8H-H8H,MSE,gradinput,50,0.5312592723883048,186.0,96.0,0.4604911068620747,0.07076816552623016,both
2H8H-H8H,MSE,gradinput,55,0.5312592723883048,186.0,96.0,0.4604911068620747,0.07076816552623016,both
2H8H-H8H,MSE,gradinput,60,0.5312592723883048,186.0,96.0,0.4604911068620747,0.07076816552623016,both
2H8H-H8H,MSE,gradinput,65,0.5317283950617285,180.0,93.0,0.4606581689915024,0.07107022607022612,both
2H8H-H8H,MSE,gradinput,70,0.5281344696969695,160.0,83.0,0.4606236471861472,0.06751082251082235,both
2H8H-H8H,MSE,gradinput,75,0.5108928571428571,120.0,63.0,0.4680621693121694,0.042830687830687775,both
2H8H-H8H,MSE,gradinput,80,0.5059523809523809,78.0,42.0,0.4956349206349206,0.010317460317460336,both
2H8H-H8H,MSE,gradinput,85,0.5104166666666665,40.0,23.0,0.5004166666666665,0.010000000000000009,both
2H8H-H8H,MSE,gradinput,90,0.6491228070175438,19.0,12.0,0.6052631578947368,0.04385964912280693,both
2H8H-H8H,MSE,gradinput,95,1.0,1.0,1.0,1.0,0.0,both
2H8H-H8H,MSE,ig,50,0.578544454350906,186.0,96.0,0.5524072552298356,0.026137199121070376,both
2H8H-H8H,MSE,ig,55,0.578544454350906,186.0,96.0,0.5524072552298356,0.026137199121070376,both
2H8H-H8H,MSE,ig,60,0.578544454350906,186.0,96.0,0.5524072552298356,0.026137199121070376,both
2H8H-H8H,MSE,ig,65,0.5828104457271125,180.0,93.0,0.5540468173801503,0.028763628346962222,both
2H8H-H8H,MSE,ig,70,0.5932501352813851,160.0,83.0,0.5606953463203458,0.03255478896103936,both
2H8H-H8H,MSE,ig,75,0.5928604497354496,120.0,63.0,0.5575297619047619,0.03533068783068771,both
2H8H-H8H,MSE,ig,80,0.6003663003663005,78.0,42.0,0.5836080586080588,0.0167582417582417,both
2H8H-H8H,MSE,ig,85,0.6179166666666667,40.0,23.0,0.62625,0.008333333333333304,both
2H8H-H8H,MSE,ig,90,0.7456140350877193,19.0,12.0,0.7192982456140351,0.02631578947368418,both
2H8H-H8H,MSE,ig,95,1.0,1.0,1.0,1.0,0.0,both
2H8H-H8H,MSE,shap,50,0.5224350171930817,186.0,96.0,0.5132457745360969,0.009189242656984842,both
2H8H-H8H,MSE,shap,55,0.5224350171930817,186.0,96.0,0.5132457745360969,0.009189242656984842,both
2H8H-H8H,MSE,shap,60,0.5224350171930817,186.0,96.0,0.5132457745360969,0.009189242656984842,both
2H8H-H8H,MSE,shap,65,0.5206014510181178,180.0,93.0,0.5148955828122493,0.005705868205868492,both
2H8H-H8H,MSE,shap,70,0.5239815566378068,160.0,83.0,0.511681773088023,0.012299783549783783,both
2H8H-H8H,MSE,shap,75,0.5468121693121692,120.0,63.0,0.51801917989418,0.028792989417989245,both
2H8H-H8H,MSE,shap,80,0.5514041514041512,78.0,42.0,0.5201770451770453,0.031227106227105894,both
2H8H-H8H,MSE,shap,85,0.5258333333333333,40.0,23.0,0.57875,0.05291666666666672,both
2H8H-H8H,MSE,shap,90,0.5438596491228069,19.0,12.0,0.6754385964912281,0.13157894736842113,both
2H8H-H8H,MSE,shap,95,1.0,1.0,1.0,1.0,0.0,both
2HXL-422,MSE,cam,50,0.5377232142857142,64.0,32.0,0.5480395472582973,0.010316332972583053,both
2HXL-422,MSE,cam,55,0.5377232142857142,64.0,32.0,0.5480395472582973,0.010316332972583053,both
2HXL-422,MSE,cam,60,0.5377232142857142,64.0,32.0,0.5480395472582973,0.010316332972583053,both
2HXL-422,MSE,cam,65,0.5377232142857142,64.0,32.0,0.5480395472582973,0.010316332972583053,both
2HXL-422,MSE,cam,70,0.5402380952380952,60.0,30.0,0.5542724867724867,0.014034391534391566,both
2HXL-422,MSE,cam,75,0.5489130434782609,46.0,23.0,0.5720496894409938,0.023136645962732905,both
2HXL-422,MSE,cam,80,0.5265151515151515,22.0,11.0,0.5840909090909091,0.05757575757575761,both
2HXL-422,MSE,cam,85,,0.0,0.0,,,both
2HXL-422,MSE,cam,90,,0.0,0.0,,,both
2HXL-422,MSE,cam,95,,0.0,0.0,,,both
2HXL-422,MSE,diff,50,0.677967171717172,64.0,32.0,0.6921920093795093,0.014224837662337286,both
2HXL-422,MSE,diff,55,0.677967171717172,64.0,32.0,0.6921920093795093,0.014224837662337286,both
2HXL-422,MSE,diff,60,0.677967171717172,64.0,32.0,0.6921920093795093,0.014224837662337286,both
2HXL-422,MSE,diff,65,0.677967171717172,64.0,32.0,0.6921920093795093,0.014224837662337286,both
2HXL-422,MSE,diff,70,0.6900000000000003,60.0,30.0,0.6984391534391535,0.008439153439153246,both
2HXL-422,MSE,diff,75,0.7202639751552795,46.0,23.0,0.7141045548654246,0.006159420289854944,both
2HXL-422,MSE,diff,80,0.7113636363636363,22.0,11.0,0.6833333333333332,0.028030303030303072,both
2HXL-422,MSE,diff,85,,0.0,0.0,,,both
2HXL-422,MSE,diff,90,,0.0,0.0,,,both
2HXL-422,MSE,diff,95,,0.0,0.0,,,both
2HXL-422,MSE,gradcam,50,0.6689512310606063,64.0,32.0,0.6961410984848484,0.02718986742424212,both
2HXL-422,MSE,gradcam,55,0.6689512310606063,64.0,32.0,0.6961410984848484,0.02718986742424212,both
2HXL-422,MSE,gradcam,60,0.6689512310606063,64.0,32.0,0.6961410984848484,0.02718986742424212,both
2HXL-422,MSE,gradcam,65,0.6689512310606063,64.0,32.0,0.6961410984848484,0.02718986742424212,both
2HXL-422,MSE,gradcam,70,0.6689351851851855,60.0,30.0,0.6986111111111111,0.029675925925925606,both
2HXL-422,MSE,gradcam,75,0.722256728778468,46.0,23.0,0.7123706004140786,0.009886128364389402,both
2HXL-422,MSE,gradcam,80,0.6946969696969697,22.0,11.0,0.6696969696969696,0.025000000000000133,both
2HXL-422,MSE,gradcam,85,,0.0,0.0,,,both
2HXL-422,MSE,gradcam,90,,0.0,0.0,,,both
2HXL-422,MSE,gradcam,95,,0.0,0.0,,,both
2HXL-422,MSE,gradinput,50,0.586711985930736,64.0,32.0,0.6308559929653679,0.04414400703463184,both
2HXL-422,MSE,gradinput,55,0.586711985930736,64.0,32.0,0.6308559929653679,0.04414400703463184,both
2HXL-422,MSE,gradinput,60,0.586711985930736,64.0,32.0,0.6308559929653679,0.04414400703463184,both
2HXL-422,MSE,gradinput,65,0.586711985930736,64.0,32.0,0.6308559929653679,0.04414400703463184,both
2HXL-422,MSE,gradinput,70,0.5866005291005292,60.0,30.0,0.6301521164021163,0.04355158730158715,both
2HXL-422,MSE,gradinput,75,0.6043995859213249,46.0,23.0,0.6473343685300206,0.042934782608695654,both
2HXL-422,MSE,gradinput,80,0.5840909090909091,22.0,11.0,0.6681818181818182,0.0840909090909091,both
2HXL-422,MSE,gradinput,85,,0.0,0.0,,,both
2HXL-422,MSE,gradinput,90,,0.0,0.0,,,both
2HXL-422,MSE,gradinput,95,,0.0,0.0,,,both
2HXL-422,MSE,ig,50,0.7234341179653682,64.0,32.0,0.7571445481601732,0.03371043019480502,both
2HXL-422,MSE,ig,55,0.7234341179653682,64.0,32.0,0.7571445481601732,0.03371043019480502,both
2HXL-422,MSE,ig,60,0.7234341179653682,64.0,32.0,0.7571445481601732,0.03371043019480502,both
2HXL-422,MSE,ig,65,0.7234341179653682,64.0,32.0,0.7571445481601732,0.03371043019480502,both
2HXL-422,MSE,ig,70,0.7214947089947092,60.0,30.0,0.7549272486772486,0.03343253968253934,both
2HXL-422,MSE,ig,75,0.7474120082815737,46.0,23.0,0.781521739130435,0.034109730848861264,both
2HXL-422,MSE,ig,80,0.731060606060606,22.0,11.0,0.7666666666666667,0.03560606060606075,both
2HXL-422,MSE,ig,85,,0.0,0.0,,,both
2HXL-422,MSE,ig,90,,0.0,0.0,,,both
2HXL-422,MSE,ig,95,,0.0,0.0,,,both
2HXL-422,MSE,shap,50,0.599833152958153,64.0,32.0,0.4684179969336217,0.1314151560245313,both
2HXL-422,MSE,shap,55,0.599833152958153,64.0,32.0,0.4684179969336217,0.1314151560245313,both
2HXL-422,MSE,shap,60,0.599833152958153,64.0,32.0,0.4684179969336217,0.1314151560245313,both
2HXL-422,MSE,shap,65,0.599833152958153,64.0,32.0,0.4684179969336217,0.1314151560245313,both
2HXL-422,MSE,shap,70,0.5994179894179895,60.0,30.0,0.4605886243386241,0.13882936507936544,both
2HXL-422,MSE,shap,75,0.5907608695652175,46.0,23.0,0.4517598343685299,0.13900103519668755,both
2HXL-422,MSE,shap,80,0.5515151515151515,22.0,11.0,0.4765151515151515,0.07500000000000001,both
2HXL-422,MSE,shap,85,,0.0,0.0,,,both
2HXL-422,MSE,shap,90,,0.0,0.0,,,both
2HXL-422,MSE,shap,95,,0.0,0.0,,,both
2HYY-STI,MSE,cam,50,0.5042345191040846,575.0,293.0,0.5173225884209869,0.013088069316902318,both
2HYY-STI,MSE,cam,55,0.5019228088418689,383.0,197.0,0.5257509353135984,0.023828126471729494,both
2HYY-STI,MSE,cam,60,0.5026975669832814,273.0,142.0,0.5318336425479284,0.029136075564647035,both
2HYY-STI,MSE,cam,65,0.5031073239934,237.0,124.0,0.5351287132932705,0.03202138929987053,both
