target,loss,explainer,threshold,acc_test,n_molecule_scores,n_pairs
3PI5-3P5,MSE,gradcam,55,0.5020335576732634,300,156
3PI5-3P5,MSE,gradcam,60,0.5036512196723464,284,148
3PI5-3P5,MSE,gradcam,65,0.5080915056105895,262,137
3PI5-3P5,MSE,gradcam,70,0.5207070707070705,202,107
3PI5-3P5,MSE,gradcam,75,0.5351813231375276,137,73
3PI5-3P5,MSE,gradcam,80,0.5360353130016052,89,48
3PI5-3P5,MSE,gradcam,85,0.5529411764705883,34,19
3PI5-3P5,MSE,gradcam,90,0.5,4,2
3PI5-3P5,MSE,gradcam,95,,0,0
3PI5-3P5,MSE,gradinput,50,0.5774452381553772,304,158
3PI5-3P5,MSE,gradinput,55,0.5781445079974489,300,156
3PI5-3P5,MSE,gradinput,60,0.5764166877723215,284,148
3PI5-3P5,MSE,gradinput,65,0.5756764757718957,262,137
3PI5-3P5,MSE,gradinput,70,0.5693088951752319,202,107
3PI5-3P5,MSE,gradinput,75,0.5567778936392077,137,73
3PI5-3P5,MSE,gradinput,80,0.5474317817014447,89,48
3PI5-3P5,MSE,gradinput,85,0.5107843137254902,34,19
3PI5-3P5,MSE,gradinput,90,0.5,4,2
3PI5-3P5,MSE,gradinput,95,,0,0
3PI5-3P5,MSE,ig,50,0.6566211775625482,304,158
3PI5-3P5,MSE,ig,55,0.6609872377078267,300,156
3PI5-3P5,MSE,ig,60,0.666659514194726,284,148
3PI5-3P5,MSE,ig,65,0.671515719225643,262,137
3PI5-3P5,MSE,ig,70,0.6863007729344357,202,107
3PI5-3P5,MSE,ig,75,0.6934335534700499,137,73
3PI5-3P5,MSE,ig,80,0.6957731407169611,89,48
3PI5-3P5,MSE,ig,85,0.7024509803921569,34,19
3PI5-3P5,MSE,ig,90,0.7916666666666666,4,2
3PI5-3P5,MSE,ig,95,,0,0
3PI5-3P5,MSE,shap,50,0.5434608302666545,304,158
3PI5-3P5,MSE,shap,55,0.5422995672628023,300,156
3PI5-3P5,MSE,shap,60,0.5397389679960101,284,148
3PI5-3P5,MSE,shap,65,0.5417572991046271,262,137
3PI5-3P5,MSE,shap,70,0.5328031017387455,202,107
3PI5-3P5,MSE,shap,75,0.5255503417912178,137,73
3PI5-3P5,MSE,shap,80,0.5152487961476724,89,48
3PI5-3P5,MSE,shap,85,0.5681372549019608,34,19
3PI5-3P5,MSE,shap,90,0.75,4,2
3PI5-3P5,MSE,shap,95,,0,0
3POZ-03P,MSE,cam,50,0.522289156626506,83,44
3POZ-03P,MSE,cam,55,0.522289156626506,83,44
3POZ-03P,MSE,cam,60,0.522289156626506,83,44
3POZ-03P,MSE,cam,65,0.522289156626506,83,44
3POZ-03P,MSE,cam,70,0.5246153846153845,65,35
3POZ-03P,MSE,cam,75,0.4928571428571429,35,20
3POZ-03P,MSE,cam,80,0.49074074074074076,27,16
3POZ-03P,MSE,cam,85,0.4782608695652174,23,14
3POZ-03P,MSE,cam,90,0.47368421052631576,19,12
3POZ-03P,MSE,cam,95,0.5,8,6
3POZ-03P,MSE,diff,50,0.5392902278444447,83,44
3POZ-03P,MSE,diff,55,0.5392902278444447,83,44
3POZ-03P,MSE,diff,60,0.5392902278444447,83,44
3POZ-03P,MSE,diff,65,0.5392902278444447,83,44
3POZ-03P,MSE,diff,70,0.5503396603396603,65,35
3POZ-03P,MSE,diff,75,0.6700680272108843,35,20
3POZ-03P,MSE,diff,80,0.6203703703703703,27,16
3POZ-03P,MSE,diff,85,0.6884057971014493,23,14
3POZ-03P,MSE,diff,90,0.7368421052631579,19,12
3POZ-03P,MSE,diff,95,0.625,8,6
3POZ-03P,MSE,gradcam,50,0.5204101788439138,83,44
3POZ-03P,MSE,gradcam,55,0.5204101788439138,83,44
3POZ-03P,MSE,gradcam,60,0.5204101788439138,83,44
3POZ-03P,MSE,gradcam,65,0.5204101788439138,83,44
3POZ-03P,MSE,gradcam,70,0.5071273171273171,65,35
3POZ-03P,MSE,gradcam,75,0.4999319727891156,35,20
3POZ-03P,MSE,gradcam,80,0.5290123456790123,27,16
3POZ-03P,MSE,gradcam,85,0.508695652173913,23,14
3POZ-03P,MSE,gradcam,90,0.5,19,12
3POZ-03P,MSE,gradcam,95,0.625,8,6
3POZ-03P,MSE,gradinput,50,0.5497998654625158,83,44
3POZ-03P,MSE,gradinput,55,0.5497998654625158,83,44
3POZ-03P,MSE,gradinput,60,0.5497998654625158,83,44
3POZ-03P,MSE,gradinput,65,0.5497998654625158,83,44
3POZ-03P,MSE,gradinput,70,0.5303840603840605,65,35
3POZ-03P,MSE,gradinput,75,0.5191836734693877,35,20
3POZ-03P,MSE,gradinput,80,0.47592592592592586,27,16
3POZ-03P,MSE,gradinput,85,0.453623188405797,23,14
3POZ-03P,MSE,gradinput,90,0.41228070175438597,19,12
3POZ-03P,MSE,gradinput,95,0.5,8,6
3POZ-03P,MSE,ig,50,0.6403719439864017,83,44
3POZ-03P,MSE,ig,55,0.6403719439864017,83,44
3POZ-03P,MSE,ig,60,0.6403719439864017,83,44
3POZ-03P,MSE,ig,65,0.6403719439864017,83,44
3POZ-03P,MSE,ig,70,0.6442202242202242,65,35
3POZ-03P,MSE,ig,75,0.6773469387755103,35,20
3POZ-03P,MSE,ig,80,0.6425925925925926,27,16
3POZ-03P,MSE,ig,85,0.6565217391304348,23,14
3POZ-03P,MSE,ig,90,0.631578947368421,19,12
3POZ-03P,MSE,ig,95,0.5,8,6
3POZ-03P,MSE,shap,50,0.5394559924680405,83,44
3POZ-03P,MSE,shap,55,0.5394559924680405,83,44
3POZ-03P,MSE,shap,60,0.5394559924680405,83,44
3POZ-03P,MSE,shap,65,0.5394559924680405,83,44
3POZ-03P,MSE,shap,70,0.5485225885225883,65,35
3POZ-03P,MSE,shap,75,0.5921768707482994,35,20
3POZ-03P,MSE,shap,80,0.6172839506172839,27,16
3POZ-03P,MSE,shap,85,0.6304347826086956,23,14
3POZ-03P,MSE,shap,90,0.6228070175438596,19,12
3POZ-03P,MSE,shap,95,0.5,8,6
3Q32-J2I,MSE,cam,50,0.5913793103448275,29,15
3Q32-J2I,MSE,cam,55,0.5913793103448275,29,15
3Q32-J2I,MSE,cam,60,0.5913793103448275,29,15
3Q32-J2I,MSE,cam,65,0.5913793103448275,29,15
3Q32-J2I,MSE,cam,70,0.596,25,13
3Q32-J2I,MSE,cam,75,0.6846153846153845,13,7
3Q32-J2I,MSE,cam,80,0.7181818181818181,11,6
3Q32-J2I,MSE,cam,85,0.7111111111111111,9,5
3Q32-J2I,MSE,cam,90,0.5,2,1
3Q32-J2I,MSE,cam,95,,0,0
3Q32-J2I,MSE,diff,50,0.692528735632184,29,15
3Q32-J2I,MSE,diff,55,0.692528735632184,29,15
3Q32-J2I,MSE,diff,60,0.692528735632184,29,15
3Q32-J2I,MSE,diff,65,0.692528735632184,29,15
3Q32-J2I,MSE,diff,70,0.7000000000000002,25,13
3Q32-J2I,MSE,diff,75,0.8846153846153845,13,7
3Q32-J2I,MSE,diff,80,0.9545454545454544,11,6
3Q32-J2I,MSE,diff,85,0.9629629629629629,9,5
3Q32-J2I,MSE,diff,90,0.8333333333333333,2,1
3Q32-J2I,MSE,diff,95,,0,0
3Q32-J2I,MSE,gradcam,50,0.5168308702791461,29,15
3Q32-J2I,MSE,gradcam,55,0.5168308702791461,29,15
3Q32-J2I,MSE,gradcam,60,0.5168308702791461,29,15
3Q32-J2I,MSE,gradcam,65,0.5168308702791461,29,15
3Q32-J2I,MSE,gradcam,70,0.5128571428571429,25,13
3Q32-J2I,MSE,gradcam,75,0.4835164835164835,13,7
3Q32-J2I,MSE,gradcam,80,0.45454545454545453,11,6
3Q32-J2I,MSE,gradcam,85,0.4444444444444444,9,5
3Q32-J2I,MSE,gradcam,90,0.5,2,1
3Q32-J2I,MSE,gradcam,95,,0,0
3Q32-J2I,MSE,gradinput,50,0.6851943076081008,29,15
3Q32-J2I,MSE,gradinput,55,0.6851943076081008,29,15
3Q32-J2I,MSE,gradinput,60,0.6851943076081008,29,15
3Q32-J2I,MSE,gradinput,65,0.6851943076081008,29,15
3Q32-J2I,MSE,gradinput,70,0.7026031746031747,25,13
3Q32-J2I,MSE,gradinput,75,0.8157509157509157,13,7
3Q32-J2I,MSE,gradinput,80,0.8212121212121212,11,6
3Q32-J2I,MSE,gradinput,85,0.8740740740740741,9,5
3Q32-J2I,MSE,gradinput,90,0.8333333333333333,2,1
3Q32-J2I,MSE,gradinput,95,,0,0
3Q32-J2I,MSE,ig,50,0.6511631089217298,29,15
3Q32-J2I,MSE,ig,55,0.6511631089217298,29,15
3Q32-J2I,MSE,ig,60,0.6511631089217298,29,15
3Q32-J2I,MSE,ig,65,0.6511631089217298,29,15
3Q32-J2I,MSE,ig,70,0.658015873015873,25,13
3Q32-J2I,MSE,ig,75,0.8351648351648351,13,7
3Q32-J2I,MSE,ig,80,0.909090909090909,11,6
3Q32-J2I,MSE,ig,85,0.9629629629629629,9,5
3Q32-J2I,MSE,ig,90,0.8333333333333333,2,1
3Q32-J2I,MSE,ig,95,,0,0
3Q32-J2I,MSE,shap,50,0.532512315270936,29,15
3Q32-J2I,MSE,shap,55,0.532512315270936,29,15
3Q32-J2I,MSE,shap,60,0.532512315270936,29,15
3Q32-J2I,MSE,shap,65,0.532512315270936,29,15
3Q32-J2I,MSE,shap,70,0.5417142857142858,25,13
3Q32-J2I,MSE,shap,75,0.5802197802197802,13,7
3Q32-J2I,MSE,shap,80,0.5818181818181818,11,6
3Q32-J2I,MSE,shap,85,0.5444444444444445,9,5
3Q32-J2I,MSE,shap,90,0.5,2,1
3Q32-J2I,MSE,shap,95,,0,0
3Q3K-D90,MSE,cam,50,0.508581049260389,266,137
3Q3K-D90,MSE,cam,55,0.5051379417151478,200,104
3Q3K-D90,MSE,cam,60,0.49845610119047623,128,68
3Q3K-D90,MSE,cam,65,0.4982355442176871,112,60
3Q3K-D90,MSE,cam,70,0.4979414682539683,96,52
3Q3K-D90,MSE,cam,75,0.4979414682539683,96,52
3Q3K-D90,MSE,cam,80,0.48442176870748294,70,39
3Q3K-D90,MSE,cam,85,0.45789473684210524,38,23
3Q3K-D90,MSE,cam,90,0.29166666666666663,16,12
3Q3K-D90,MSE,cam,95,0.125,8,7
3Q3K-D90,MSE,diff,50,0.6264368155975563,266,137
3Q3K-D90,MSE,diff,55,0.6342257370897076,200,104
3Q3K-D90,MSE,diff,60,0.6510793243215117,128,68
3Q3K-D90,MSE,diff,65,0.6707537749948466,112,60
3Q3K-D90,MSE,diff,70,0.7010540674603175,96,52
3Q3K-D90,MSE,diff,75,0.7010540674603175,96,52
3Q3K-D90,MSE,diff,80,0.7362925170068029,70,39
3Q3K-D90,MSE,diff,85,0.7013157894736841,38,23
3Q3K-D90,MSE,diff,90,0.6875,16,12
3Q3K-D90,MSE,diff,95,0.75,8,7
3Q3K-D90,MSE,gradcam,50,0.5545131649796846,266,137
3Q3K-D90,MSE,gradcam,55,0.541955784819755,200,104
3Q3K-D90,MSE,gradcam,60,0.5087719788891665,128,68
3Q3K-D90,MSE,gradcam,65,0.5102462765409195,112,60
3Q3K-D90,MSE,gradcam,70,0.5172123015873017,96,52
3Q3K-D90,MSE,gradcam,75,0.5172123015873017,96,52
3Q3K-D90,MSE,gradcam,80,0.5084013605442177,70,39
3Q3K-D90,MSE,gradcam,85,0.4214912280701754,38,23
3Q3K-D90,MSE,gradcam,90,0.22916666666666666,16,12
3Q3K-D90,MSE,gradcam,95,0.125,8,7
3Q3K-D90,MSE,gradinput,50,0.5298167319798405,266,137
3Q3K-D90,MSE,gradinput,55,0.5214095202183436,200,104
3Q3K-D90,MSE,gradinput,60,0.5097073065823068,128,68
3Q3K-D90,MSE,gradinput,65,0.5214936353329211,112,60
3Q3K-D90,MSE,gradinput,70,0.5364211309523811,96,52
3Q3K-D90,MSE,gradinput,75,0.5364211309523811,96,52
3Q3K-D90,MSE,gradinput,80,0.5559183673469389,70,39
3Q3K-D90,MSE,gradinput,85,0.48947368421052634,38,23
3Q3K-D90,MSE,gradinput,90,0.35416666666666663,16,12
3Q3K-D90,MSE,gradinput,95,0.25,8,7
3Q3K-D90,MSE,ig,50,0.6061169035765455,266,137
3Q3K-D90,MSE,ig,55,0.6188993681971622,200,104
3Q3K-D90,MSE,ig,60,0.62798122016872,128,68
3Q3K-D90,MSE,ig,65,0.6405122655122651,112,60
3Q3K-D90,MSE,ig,70,0.6551215277777775,96,52
3Q3K-D90,MSE,ig,75,0.6551215277777775,96,52
3Q3K-D90,MSE,ig,80,0.6786054421768706,70,39
3Q3K-D90,MSE,ig,85,0.6065789473684212,38,23
3Q3K-D90,MSE,ig,90,0.4479166666666667,16,12
3Q3K-D90,MSE,ig,95,0.375,8,7
3Q3K-D90,MSE,shap,50,0.5397956041051781,266,137
3Q3K-D90,MSE,shap,55,0.5395157375304435,200,104
3Q3K-D90,MSE,shap,60,0.544160895528083,128,68
3Q3K-D90,MSE,shap,65,0.549002460832818,112,60
3Q3K-D90,MSE,shap,70,0.5567460317460317,96,52
3Q3K-D90,MSE,shap,75,0.5567460317460317,96,52
3Q3K-D90,MSE,shap,80,0.5622108843537416,70,39
3Q3K-D90,MSE,shap,85,0.5785087719298246,38,23
3Q3K-D90,MSE,shap,90,0.5625,16,12
3Q3K-D90,MSE,shap,95,0.625,8,7
3Q3T-RX0,MSE,cam,50,0.5,38,19
3Q3T-RX0,MSE,cam,55,0.5,38,19
3Q3T-RX0,MSE,cam,60,0.5,38,19
3Q3T-RX0,MSE,cam,65,0.5,34,17
3Q3T-RX0,MSE,cam,70,0.5,32,16
3Q3T-RX0,MSE,cam,75,0.5,30,15
3Q3T-RX0,MSE,cam,80,0.5,24,12
3Q3T-RX0,MSE,cam,85,0.5,10,5
3Q3T-RX0,MSE,cam,90,0.5,8,4
3Q3T-RX0,MSE,cam,95,0.5,2,1
3Q3T-RX0,MSE,diff,50,0.6972369005263742,38,19
3Q3T-RX0,MSE,diff,55,0.6972369005263742,38,19
3Q3T-RX0,MSE,diff,60,0.6972369005263742,38,19
3Q3T-RX0,MSE,diff,65,0.7007697367991486,34,17
3Q3T-RX0,MSE,diff,70,0.7026098033910534,32,16
3Q3T-RX0,MSE,diff,75,0.7120767195767196,30,15
3Q3T-RX0,MSE,diff,80,0.7205357142857141,24,12
3Q3T-RX0,MSE,diff,85,0.64,10,5
3Q3T-RX0,MSE,diff,90,0.625,8,4
3Q3T-RX0,MSE,diff,95,1.0,2,1
3Q3T-RX0,MSE,gradcam,50,0.4821872571872572,38,19
3Q3T-RX0,MSE,gradcam,55,0.4821872571872572,38,19
3Q3T-RX0,MSE,gradcam,60,0.4821872571872572,38,19
3Q3T-RX0,MSE,gradcam,65,0.4755079887432828,34,17
3Q3T-RX0,MSE,gradcam,70,0.4722289862914863,32,16
3Q3T-RX0,MSE,gradcam,75,0.46701058201058204,30,15
3Q3T-RX0,MSE,gradcam,80,0.4366071428571428,24,12
3Q3T-RX0,MSE,gradcam,85,0.40499999999999997,10,5
3Q3T-RX0,MSE,gradcam,90,0.375,8,4
3Q3T-RX0,MSE,gradcam,95,0.5,2,1
3Q3T-RX0,MSE,gradinput,50,0.43095734674682046,38,19
3Q3T-RX0,MSE,gradinput,55,0.43095734674682046,38,19
3Q3T-RX0,MSE,gradinput,60,0.43095734674682046,38,19
3Q3T-RX0,MSE,gradinput,65,0.4232166526284173,34,17
3Q3T-RX0,MSE,gradinput,70,0.42016594516594513,32,16
3Q3T-RX0,MSE,gradinput,75,0.4161904761904761,30,15
3Q3T-RX0,MSE,gradinput,80,0.37787698412698406,24,12
3Q3T-RX0,MSE,gradinput,85,0.32,10,5
3Q3T-RX0,MSE,gradinput,90,0.3125,8,4
3Q3T-RX0,MSE,gradinput,95,0.5,2,1
3Q3T-RX0,MSE,ig,50,0.5418785892470104,38,19
3Q3T-RX0,MSE,ig,55,0.5418785892470104,38,19
3Q3T-RX0,MSE,ig,60,0.5418785892470104,38,19
3Q3T-RX0,MSE,ig,65,0.5406939465762995,34,17
3Q3T-RX0,MSE,ig,70,0.5393037518037518,32,16
3Q3T-RX0,MSE,ig,75,0.5341798941798942,30,15
3Q3T-RX0,MSE,ig,80,0.5068452380952381,24,12
3Q3T-RX0,MSE,ig,85,0.37,10,5
3Q3T-RX0,MSE,ig,90,0.3125,8,4
3Q3T-RX0,MSE,ig,95,0.5,2,1
3Q3T-RX0,MSE,shap,50,0.49965290557395836,38,19
3Q3T-RX0,MSE,shap,55,0.49965290557395836,38,19
3Q3T-RX0,MSE,shap,60,0.49965290557395836,38,19
3Q3T-RX0,MSE,shap,65,0.49426447735271273,34,17
3Q3T-RX0,MSE,shap,70,0.4759864267676768,32,16
3Q3T-RX0,MSE,shap,75,0.47101851851851856,30,15
3Q3T-RX0,MSE,shap,80,0.4210317460317461,24,12
3Q3T-RX0,MSE,shap,85,0.24500000000000002,10,5
3Q3T-RX0,MSE,shap,90,0.1875,8,4
3Q3T-RX0,MSE,shap,95,0.0,2,1
3Q8W-AZV,MSE,cam,50,0.510299145299145,105,57
3Q8W-AZV,MSE,cam,55,0.5114845031511696,99,54
3Q8W-AZV,MSE,cam,60,0.5114845031511696,99,54
3Q8W-AZV,MSE,cam,65,0.5114845031511696,99,54
3Q8W-AZV,MSE,cam,70,0.5076762246117082,93,51
3Q8W-AZV,MSE,cam,75,0.4915101721439747,71,40
3Q8W-AZV,MSE,cam,80,0.3550724637681159,23,16
3Q8W-AZV,MSE,cam,85,0.3157894736842105,19,14
3Q8W-AZV,MSE,cam,90,0.26666666666666666,15,12
3Q8W-AZV,MSE,cam,95,0.0,1,2
3Q8W-AZV,MSE,diff,50,0.5459713566856422,105,57
3Q8W-AZV,MSE,diff,55,0.548757499515075,99,54
3Q8W-AZV,MSE,diff,60,0.548757499515075,99,54
3Q8W-AZV,MSE,diff,65,0.548757499515075,99,54
3Q8W-AZV,MSE,diff,70,0.5496698940247324,93,51
3Q8W-AZV,MSE,diff,75,0.5568019226469929,71,40
3Q8W-AZV,MSE,diff,80,0.6240165631469978,23,16
3Q8W-AZV,MSE,diff,85,0.6491228070175438,19,14
3Q8W-AZV,MSE,diff,90,0.6888888888888888,15,12
3Q8W-AZV,MSE,diff,95,1.0,1,2
3Q8W-AZV,MSE,gradcam,50,0.5259475180903752,105,57
3Q8W-AZV,MSE,gradcam,55,0.5263977604886696,99,54
3Q8W-AZV,MSE,gradcam,60,0.5263977604886696,99,54
3Q8W-AZV,MSE,gradcam,65,0.5263977604886696,99,54
3Q8W-AZV,MSE,gradcam,70,0.5220627938369874,93,51
3Q8W-AZV,MSE,gradcam,75,0.5229879275653924,71,40
3Q8W-AZV,MSE,gradcam,80,0.39886128364389234,23,16
3Q8W-AZV,MSE,gradcam,85,0.39035087719298245,19,14
3Q8W-AZV,MSE,gradcam,90,0.31111111111111106,15,12
3Q8W-AZV,MSE,gradcam,95,1.0,1,2
3Q8W-AZV,MSE,gradinput,50,0.4764236028521743,105,57
3Q8W-AZV,MSE,gradinput,55,0.48116756980393344,99,54
3Q8W-AZV,MSE,gradinput,60,0.48116756980393344,99,54
3Q8W-AZV,MSE,gradinput,65,0.48116756980393344,99,54
3Q8W-AZV,MSE,gradinput,70,0.4758169250104733,93,51
3Q8W-AZV,MSE,gradinput,75,0.479057679409792,71,40
3Q8W-AZV,MSE,gradinput,80,0.48426501035196684,23,16
3Q8W-AZV,MSE,gradinput,85,0.4912280701754386,19,14
3Q8W-AZV,MSE,gradinput,90,0.3888888888888889,15,12
3Q8W-AZV,MSE,gradinput,95,1.0,1,2
3Q8W-AZV,MSE,ig,50,0.5448883656026513,105,57
3Q8W-AZV,MSE,ig,55,0.5464865381532049,99,54
3Q8W-AZV,MSE,ig,60,0.5464865381532049,99,54
3Q8W-AZV,MSE,ig,65,0.5464865381532049,99,54
3Q8W-AZV,MSE,ig,70,0.5476659839563067,93,51
3Q8W-AZV,MSE,ig,75,0.5678347864967583,71,40
3Q8W-AZV,MSE,ig,80,0.6254658385093168,23,16
3Q8W-AZV,MSE,ig,85,0.6842105263157895,19,14
3Q8W-AZV,MSE,ig,90,0.7333333333333333,15,12
3Q8W-AZV,MSE,ig,95,1.0,1,2
3Q8W-AZV,MSE,shap,50,0.49886357029214157,105,57
3Q8W-AZV,MSE,shap,55,0.4976723613087248,99,54
3Q8W-AZV,MSE,shap,60,0.4976723613087248,99,54
3Q8W-AZV,MSE,shap,65,0.4976723613087248,99,54
3Q8W-AZV,MSE,shap,70,0.492393985942373,93,51
3Q8W-AZV,MSE,shap,75,0.4950201207243461,71,40
3Q8W-AZV,MSE,shap,80,0.5118012422360249,23,16
3Q8W-AZV,MSE,shap,85,0.5438596491228069,19,14
3Q8W-AZV,MSE,shap,90,0.5555555555555555,15,12
3Q8W-AZV,MSE,shap,95,0.0,1,2
3Q92-XNB,MSE,cam,50,0.5062998405103668,209,113
3Q92-XNB,MSE,cam,55,0.5062998405103668,209,113
3Q92-XNB,MSE,cam,60,0.5064227642276422,205,111
3Q92-XNB,MSE,cam,65,0.5071948998178506,183,100
3Q92-XNB,MSE,cam,70,0.5077909270216963,169,93
3Q92-XNB,MSE,cam,75,0.5141927083333333,128,72
3Q92-XNB,MSE,cam,80,0.5204620462046204,101,58
3Q92-XNB,MSE,cam,85,0.5227777777777777,60,36
3Q92-XNB,MSE,cam,90,0.536231884057971,46,28
3Q92-XNB,MSE,cam,95,0.6,5,6
3Q92-XNB,MSE,diff,50,0.6328710497370783,209,113
3Q92-XNB,MSE,diff,55,0.6328710497370783,209,113
3Q92-XNB,MSE,diff,60,0.6339305545403107,205,111
3Q92-XNB,MSE,diff,65,0.6381947894242977,183,100
3Q92-XNB,MSE,diff,70,0.6399666572743499,169,93
3Q92-XNB,MSE,diff,75,0.6362537202380952,128,72
3Q92-XNB,MSE,diff,80,0.6211692597831208,101,58
3Q92-XNB,MSE,diff,85,0.6180555555555555,60,36
3Q92-XNB,MSE,diff,90,0.5905797101449276,46,28
3Q92-XNB,MSE,diff,95,0.8,5,6
3Q92-XNB,MSE,gradcam,50,0.5024682786644511,209,113
3Q92-XNB,MSE,gradcam,55,0.5024682786644511,209,113
3Q92-XNB,MSE,gradcam,60,0.5025474119376561,205,111
3Q92-XNB,MSE,gradcam,65,0.49564241162601846,183,100
3Q92-XNB,MSE,gradcam,70,0.4898774302620458,169,93
3Q92-XNB,MSE,gradcam,75,0.4474423363095239,128,72
3Q92-XNB,MSE,gradcam,80,0.4330740216878829,101,58
3Q92-XNB,MSE,gradcam,85,0.47833333333333333,60,36
3Q92-XNB,MSE,gradcam,90,0.5000000000000001,46,28
3Q92-XNB,MSE,gradcam,95,0.8,5,6
3Q92-XNB,MSE,gradinput,50,0.4857553929324267,209,113
3Q92-XNB,MSE,gradinput,55,0.4857553929324267,209,113
3Q92-XNB,MSE,gradinput,60,0.4864220873976974,205,111
3Q92-XNB,MSE,gradinput,65,0.48826595383972454,183,100
3Q92-XNB,MSE,gradinput,70,0.4931999624307319,169,93
3Q92-XNB,MSE,gradinput,75,0.4862909226190477,128,72
3Q92-XNB,MSE,gradinput,80,0.47161716171617146,101,58
3Q92-XNB,MSE,gradinput,85,0.46416666666666667,60,36
3Q92-XNB,MSE,gradinput,90,0.44927536231884063,46,28
3Q92-XNB,MSE,gradinput,95,0.6,5,6
3Q92-XNB,MSE,ig,50,0.48867595721662693,209,113
3Q92-XNB,MSE,ig,55,0.48867595721662693,209,113
3Q92-XNB,MSE,ig,60,0.4890744350500447,205,111
3Q92-XNB,MSE,ig,65,0.49611316127709576,183,100
3Q92-XNB,MSE,ig,70,0.49942002442002464,169,93
3Q92-XNB,MSE,ig,75,0.4956101190476192,128,72
3Q92-XNB,MSE,ig,80,0.48425271098538425,101,58
3Q92-XNB,MSE,ig,85,0.523611111111111,60,36
3Q92-XNB,MSE,ig,90,0.49637681159420294,46,28
3Q92-XNB,MSE,ig,95,0.6,5,6
3Q92-XNB,MSE,shap,50,0.5198336485417826,209,113
3Q92-XNB,MSE,shap,55,0.5198336485417826,209,113
3Q92-XNB,MSE,shap,60,0.5212736856639297,205,111
3Q92-XNB,MSE,shap,65,0.525303385139451,183,100
3Q92-XNB,MSE,shap,70,0.5295036160420777,169,93
3Q92-XNB,MSE,shap,75,0.5257161458333334,128,72
3Q92-XNB,MSE,shap,80,0.5057755775577556,101,58
3Q92-XNB,MSE,shap,85,0.48916666666666675,60,36
3Q92-XNB,MSE,shap,90,0.492753623188406,46,28
3Q92-XNB,MSE,shap,95,0.8,5,6
3QAQ-QAQ,MSE,cam,50,0.5315789473684212,38,20
3QAQ-QAQ,MSE,cam,55,0.5315789473684212,38,20
3QAQ-QAQ,MSE,cam,60,0.5333333333333334,36,19
3QAQ-QAQ,MSE,cam,65,0.55,20,11
3QAQ-QAQ,MSE,cam,70,0.5833333333333334,12,7
3QAQ-QAQ,MSE,cam,75,0.6,10,6
3QAQ-QAQ,MSE,cam,80,0.6,10,6
3QAQ-QAQ,MSE,cam,85,0.6,10,6
3QAQ-QAQ,MSE,cam,90,0.75,4,3
3QAQ-QAQ,MSE,cam,95,0.6666666666666666,3,2
3QAQ-QAQ,MSE,diff,50,0.7294448241816663,38,20
3QAQ-QAQ,MSE,diff,55,0.7294448241816663,38,20
3QAQ-QAQ,MSE,diff,60,0.7435145101811769,36,19
3QAQ-QAQ,MSE,diff,65,0.8103174603174603,20,11
3QAQ-QAQ,MSE,diff,70,0.8988095238095237,12,7
3QAQ-QAQ,MSE,diff,75,0.95,10,6
3QAQ-QAQ,MSE,diff,80,0.95,10,6
3QAQ-QAQ,MSE,diff,85,0.95,10,6
3QAQ-QAQ,MSE,diff,90,1.0,4,3
3QAQ-QAQ,MSE,diff,95,1.0,3,2
3QAQ-QAQ,MSE,gradcam,50,0.6633743449532924,38,20
3QAQ-QAQ,MSE,gradcam,55,0.6633743449532924,38,20
3QAQ-QAQ,MSE,gradcam,60,0.6707972582972583,36,19
3QAQ-QAQ,MSE,gradcam,65,0.7220238095238096,20,11
3QAQ-QAQ,MSE,gradcam,70,0.7738095238095237,12,7
3QAQ-QAQ,MSE,gradcam,75,0.8,10,6
3QAQ-QAQ,MSE,gradcam,80,0.8,10,6
3QAQ-QAQ,MSE,gradcam,85,0.8,10,6
3QAQ-QAQ,MSE,gradcam,90,1.0,4,3
3QAQ-QAQ,MSE,gradcam,95,1.0,3,2
3QAQ-QAQ,MSE,gradinput,50,0.7158967494493811,38,20
3QAQ-QAQ,MSE,gradinput,55,0.7158967494493811,38,20
3QAQ-QAQ,MSE,gradinput,60,0.7348354577521244,36,19
3QAQ-QAQ,MSE,gradinput,65,0.776686507936508,20,11
3QAQ-QAQ,MSE,gradinput,70,0.7767857142857143,12,7
3QAQ-QAQ,MSE,gradinput,75,0.775,10,6
3QAQ-QAQ,MSE,gradinput,80,0.775,10,6
3QAQ-QAQ,MSE,gradinput,85,0.775,10,6
3QAQ-QAQ,MSE,gradinput,90,0.75,4,3
3QAQ-QAQ,MSE,gradinput,95,0.6666666666666666,3,2
3QAQ-QAQ,MSE,ig,50,0.6770277967646388,38,20
3QAQ-QAQ,MSE,ig,55,0.6770277967646388,38,20
3QAQ-QAQ,MSE,ig,60,0.6819023569023569,36,19
3QAQ-QAQ,MSE,ig,65,0.7547619047619047,20,11
3QAQ-QAQ,MSE,ig,70,0.8482142857142857,12,7
3QAQ-QAQ,MSE,ig,75,0.875,10,6
3QAQ-QAQ,MSE,ig,80,0.875,10,6
3QAQ-QAQ,MSE,ig,85,0.875,10,6
3QAQ-QAQ,MSE,ig,90,1.0,4,3
3QAQ-QAQ,MSE,ig,95,1.0,3,2
3QAQ-QAQ,MSE,shap,50,0.6148553201184781,38,20
3QAQ-QAQ,MSE,shap,55,0.6148553201184781,38,20
