target,loss,explainer,threshold,acc_test,n_molecule_scores,n_pairs
1XS7-MMI,MSE,gradinput,85,0.5367216117216118,26,15
1XS7-MMI,MSE,gradinput,90,0.7277777777777779,15,9
1XS7-MMI,MSE,gradinput,95,0.8333333333333334,9,6
1XS7-MMI,MSE,ig,50,0.5701634580192456,93,50
1XS7-MMI,MSE,ig,55,0.5701634580192456,93,50
1XS7-MMI,MSE,ig,60,0.5701634580192456,93,50
1XS7-MMI,MSE,ig,65,0.5701634580192456,93,50
1XS7-MMI,MSE,ig,70,0.5786109807194145,83,45
1XS7-MMI,MSE,ig,75,0.5786109807194145,83,45
1XS7-MMI,MSE,ig,80,0.6128028404344193,57,31
1XS7-MMI,MSE,ig,85,0.6610805860805862,26,15
1XS7-MMI,MSE,ig,90,0.6166666666666667,15,9
1XS7-MMI,MSE,ig,95,0.6111111111111112,9,6
1XS7-MMI,MSE,shap,50,0.5296560448125913,93,50
1XS7-MMI,MSE,shap,55,0.5296560448125913,93,50
1XS7-MMI,MSE,shap,60,0.5296560448125913,93,50
1XS7-MMI,MSE,shap,65,0.5296560448125913,93,50
1XS7-MMI,MSE,shap,70,0.5299800935343104,83,45
1XS7-MMI,MSE,shap,75,0.5299800935343104,83,45
1XS7-MMI,MSE,shap,80,0.5267404622667781,57,31
1XS7-MMI,MSE,shap,85,0.48946886446886445,26,15
1XS7-MMI,MSE,shap,90,0.48333333333333334,15,9
1XS7-MMI,MSE,shap,95,0.2777777777777778,9,6
1Y91-CT9,MSE,cam,50,0.5292659417659419,222,112
1Y91-CT9,MSE,cam,55,0.5290335193906623,210,106
1Y91-CT9,MSE,cam,60,0.5245365587695132,176,89
1Y91-CT9,MSE,cam,65,0.5258819815805109,136,69
1Y91-CT9,MSE,cam,70,0.5215277777777778,100,51
1Y91-CT9,MSE,cam,75,0.5,44,23
1Y91-CT9,MSE,cam,80,0.5,16,9
1Y91-CT9,MSE,cam,85,0.5,14,8
1Y91-CT9,MSE,cam,90,0.5,2,2
1Y91-CT9,MSE,cam,95,0.5,2,2
1Y91-CT9,MSE,diff,50,0.5856516481516484,222,112
1Y91-CT9,MSE,diff,55,0.5886385175670894,210,106
1Y91-CT9,MSE,diff,60,0.5896829653931929,176,89
1Y91-CT9,MSE,diff,65,0.601415679908327,136,69
1Y91-CT9,MSE,diff,70,0.6075912698412698,100,51
1Y91-CT9,MSE,diff,75,0.6449945887445888,44,23
1Y91-CT9,MSE,diff,80,0.5791666666666666,16,9
1Y91-CT9,MSE,diff,85,0.5476190476190476,14,8
1Y91-CT9,MSE,diff,90,0.5,2,2
1Y91-CT9,MSE,diff,95,0.5,2,2
1Y91-CT9,MSE,gradcam,50,0.6164530414530416,222,112
1Y91-CT9,MSE,gradcam,55,0.6205636955636956,210,106
1Y91-CT9,MSE,gradcam,60,0.6333590651772469,176,89
1Y91-CT9,MSE,gradcam,65,0.6474524658348184,136,69
1Y91-CT9,MSE,gradcam,70,0.6592817460317462,100,51
1Y91-CT9,MSE,gradcam,75,0.7109848484848486,44,23
1Y91-CT9,MSE,gradcam,80,0.6729166666666666,16,9
1Y91-CT9,MSE,gradcam,85,0.6547619047619048,14,8
1Y91-CT9,MSE,gradcam,90,1.0,2,2
1Y91-CT9,MSE,gradcam,95,1.0,2,2
1Y91-CT9,MSE,gradinput,50,0.6206913581913583,222,112
1Y91-CT9,MSE,gradinput,55,0.617346476275048,210,106
1Y91-CT9,MSE,gradinput,60,0.6288127749775477,176,89
1Y91-CT9,MSE,gradinput,65,0.639864771666242,136,69
1Y91-CT9,MSE,gradinput,70,0.6546230158730155,100,51
1Y91-CT9,MSE,gradinput,75,0.6715909090909092,44,23
1Y91-CT9,MSE,gradinput,80,0.6416666666666666,16,9
1Y91-CT9,MSE,gradinput,85,0.6547619047619048,14,8
1Y91-CT9,MSE,gradinput,90,1.0,2,2
1Y91-CT9,MSE,gradinput,95,1.0,2,2
1Y91-CT9,MSE,ig,50,0.6245245495245495,222,112
1Y91-CT9,MSE,ig,55,0.6275826554397983,210,106
1Y91-CT9,MSE,ig,60,0.6360676570903845,176,89
1Y91-CT9,MSE,ig,65,0.6348055131143364,136,69
1Y91-CT9,MSE,ig,70,0.6432182539682539,100,51
1Y91-CT9,MSE,ig,75,0.6881493506493507,44,23
1Y91-CT9,MSE,ig,80,0.7072916666666667,16,9
1Y91-CT9,MSE,ig,85,0.7083333333333333,14,8
1Y91-CT9,MSE,ig,90,0.5,2,2
1Y91-CT9,MSE,ig,95,0.5,2,2
1Y91-CT9,MSE,shap,50,0.5227988477988478,222,112
1Y91-CT9,MSE,shap,55,0.5224318802890231,210,106
1Y91-CT9,MSE,shap,60,0.5266108102755831,176,89
1Y91-CT9,MSE,shap,65,0.5326720460911637,136,69
1Y91-CT9,MSE,shap,70,0.5325912698412699,100,51
1Y91-CT9,MSE,shap,75,0.4907196969696969,44,23
1Y91-CT9,MSE,shap,80,0.44375,16,9
1Y91-CT9,MSE,shap,85,0.42857142857142855,14,8
1Y91-CT9,MSE,shap,90,0.0,2,2
1Y91-CT9,MSE,shap,95,0.0,2,2
1YHO-TOP,MSE,cam,50,0.5128205128205128,39,20
1YHO-TOP,MSE,cam,55,0.5128205128205128,39,20
1YHO-TOP,MSE,cam,60,0.5151515151515151,33,17
1YHO-TOP,MSE,cam,65,0.5172413793103449,29,15
1YHO-TOP,MSE,cam,70,0.5185185185185185,27,14
1YHO-TOP,MSE,cam,75,0.5217391304347826,23,12
1YHO-TOP,MSE,cam,80,0.5333333333333333,15,8
1YHO-TOP,MSE,cam,85,0.5714285714285714,7,4
1YHO-TOP,MSE,cam,90,1.0,1,1
1YHO-TOP,MSE,cam,95,1.0,1,1
1YHO-TOP,MSE,diff,50,0.8242599992599994,39,20
1YHO-TOP,MSE,diff,55,0.8242599992599994,39,20
1YHO-TOP,MSE,diff,60,0.8496469019196293,33,17
1YHO-TOP,MSE,diff,65,0.8887931034482761,29,15
1YHO-TOP,MSE,diff,70,0.9222222222222224,27,14
1YHO-TOP,MSE,diff,75,0.9231884057971016,23,12
1YHO-TOP,MSE,diff,80,0.9222222222222222,15,8
1YHO-TOP,MSE,diff,85,0.9047619047619048,7,4
1YHO-TOP,MSE,diff,90,1.0,1,1
1YHO-TOP,MSE,diff,95,1.0,1,1
1YHO-TOP,MSE,gradcam,50,0.6293142043142045,39,20
1YHO-TOP,MSE,gradcam,55,0.6293142043142045,39,20
1YHO-TOP,MSE,gradcam,60,0.6384614543705454,33,17
1YHO-TOP,MSE,gradcam,65,0.6347701149425288,29,15
1YHO-TOP,MSE,gradcam,70,0.6493827160493828,27,14
1YHO-TOP,MSE,gradcam,75,0.644927536231884,23,12
1YHO-TOP,MSE,gradcam,80,0.5888888888888889,15,8
1YHO-TOP,MSE,gradcam,85,0.7857142857142857,7,4
1YHO-TOP,MSE,gradcam,90,1.0,1,1
1YHO-TOP,MSE,gradcam,95,1.0,1,1
1YHO-TOP,MSE,gradinput,50,0.710996410996411,39,20
1YHO-TOP,MSE,gradinput,55,0.710996410996411,39,20
1YHO-TOP,MSE,gradinput,60,0.7190170099261008,33,17
1YHO-TOP,MSE,gradinput,65,0.7436781609195402,29,15
1YHO-TOP,MSE,gradinput,70,0.7709876543209876,27,14
1YHO-TOP,MSE,gradinput,75,0.7891304347826086,23,12
1YHO-TOP,MSE,gradinput,80,0.85,15,8
1YHO-TOP,MSE,gradinput,85,0.9047619047619048,7,4
1YHO-TOP,MSE,gradinput,90,1.0,1,1
1YHO-TOP,MSE,gradinput,95,1.0,1,1
1YHO-TOP,MSE,ig,50,0.5237216487216488,39,20
1YHO-TOP,MSE,ig,55,0.5237216487216488,39,20
1YHO-TOP,MSE,ig,60,0.5070193274738729,33,17
1YHO-TOP,MSE,ig,65,0.4974137931034483,29,15
1YHO-TOP,MSE,ig,70,0.5111111111111112,27,14
1YHO-TOP,MSE,ig,75,0.5130434782608696,23,12
1YHO-TOP,MSE,ig,80,0.5333333333333333,15,8
1YHO-TOP,MSE,ig,85,0.5714285714285714,7,4
1YHO-TOP,MSE,ig,90,1.0,1,1
1YHO-TOP,MSE,ig,95,1.0,1,1
1YHO-TOP,MSE,shap,50,0.5981490731490733,39,20
1YHO-TOP,MSE,shap,55,0.5981490731490733,39,20
1YHO-TOP,MSE,shap,60,0.596277712186803,33,17
1YHO-TOP,MSE,shap,65,0.5922413793103447,29,15
1YHO-TOP,MSE,shap,70,0.6037037037037036,27,14
1YHO-TOP,MSE,shap,75,0.6130434782608695,23,12
1YHO-TOP,MSE,shap,80,0.65,15,8
1YHO-TOP,MSE,shap,85,0.6904761904761905,7,4
1YHO-TOP,MSE,shap,90,1.0,1,1
1YHO-TOP,MSE,shap,95,1.0,1,1
1YRS-L47,MSE,cam,50,0.5526315789473685,76,42
1YRS-L47,MSE,cam,55,0.5526315789473685,76,42
1YRS-L47,MSE,cam,60,0.5526315789473685,76,42
1YRS-L47,MSE,cam,65,0.5571428571428572,70,39
1YRS-L47,MSE,cam,70,0.5636363636363636,55,31
1YRS-L47,MSE,cam,75,0.5333333333333333,45,24
1YRS-L47,MSE,cam,80,0.5294117647058824,34,18
1YRS-L47,MSE,cam,85,0.5172413793103449,29,15
1YRS-L47,MSE,cam,90,0.52,25,13
1YRS-L47,MSE,cam,95,0.6,5,3
1YRS-L47,MSE,diff,50,0.3730714095845676,76,42
1YRS-L47,MSE,diff,55,0.3730714095845676,76,42
1YRS-L47,MSE,diff,60,0.3730714095845676,76,42
1YRS-L47,MSE,diff,65,0.3949840239125954,70,39
1YRS-L47,MSE,diff,70,0.476976911976912,55,31
1YRS-L47,MSE,diff,75,0.5340740740740741,45,24
1YRS-L47,MSE,diff,80,0.5794117647058823,34,18
1YRS-L47,MSE,diff,85,0.6206896551724138,29,15
1YRS-L47,MSE,diff,90,0.6,25,13
1YRS-L47,MSE,diff,95,0.6,5,3
1YRS-L47,MSE,gradcam,50,0.4506151742993848,76,42
1YRS-L47,MSE,gradcam,55,0.4506151742993848,76,42
1YRS-L47,MSE,gradcam,60,0.4506151742993848,76,42
1YRS-L47,MSE,gradcam,65,0.46272418058132336,70,39
1YRS-L47,MSE,gradcam,70,0.5137518037518037,55,31
1YRS-L47,MSE,gradcam,75,0.5437037037037037,45,24
1YRS-L47,MSE,gradcam,80,0.5647058823529412,34,18
1YRS-L47,MSE,gradcam,85,0.6206896551724138,29,15
1YRS-L47,MSE,gradcam,90,0.6,25,13
1YRS-L47,MSE,gradcam,95,0.6,5,3
1YRS-L47,MSE,gradinput,50,0.4396910837700312,76,42
1YRS-L47,MSE,gradinput,55,0.4396910837700312,76,42
1YRS-L47,MSE,gradinput,60,0.4396910837700312,76,42
1YRS-L47,MSE,gradinput,65,0.45356936714079577,70,39
1YRS-L47,MSE,gradinput,70,0.5002453102453103,55,31
1YRS-L47,MSE,gradinput,75,0.5377777777777778,45,24
1YRS-L47,MSE,gradinput,80,0.5794117647058823,34,18
1YRS-L47,MSE,gradinput,85,0.6206896551724138,29,15
1YRS-L47,MSE,gradinput,90,0.6,25,13
1YRS-L47,MSE,gradinput,95,0.6,5,3
1YRS-L47,MSE,ig,50,0.3555797638034481,76,42
1YRS-L47,MSE,ig,55,0.3555797638034481,76,42
1YRS-L47,MSE,ig,60,0.3555797638034481,76,42
1YRS-L47,MSE,ig,65,0.3758848690991548,70,39
1YRS-L47,MSE,ig,70,0.45432178932178935,55,31
1YRS-L47,MSE,ig,75,0.5007407407407408,45,24
1YRS-L47,MSE,ig,80,0.5352941176470588,34,18
1YRS-L47,MSE,ig,85,0.5862068965517241,29,15
1YRS-L47,MSE,ig,90,0.56,25,13
1YRS-L47,MSE,ig,95,0.6,5,3
1YRS-L47,MSE,shap,50,0.4841023012075645,76,42
1YRS-L47,MSE,shap,55,0.4841023012075645,76,42
1YRS-L47,MSE,shap,60,0.4841023012075645,76,42
1YRS-L47,MSE,shap,65,0.48869202226345093,70,39
1YRS-L47,MSE,shap,70,0.4933766233766235,55,31
1YRS-L47,MSE,shap,75,0.4392592592592593,45,24
1YRS-L47,MSE,shap,80,0.42745098039215684,34,18
1YRS-L47,MSE,shap,85,0.45977011494252873,29,15
1YRS-L47,MSE,shap,90,0.46,25,13
1YRS-L47,MSE,shap,95,0.4,5,3
1Z6E-IK8,MSE,cam,50,0.5181157194060421,155,79
1Z6E-IK8,MSE,cam,55,0.5196359196359196,143,73
1Z6E-IK8,MSE,cam,60,0.5196359196359196,143,73
1Z6E-IK8,MSE,cam,65,0.5195521102497845,129,66
1Z6E-IK8,MSE,cam,70,0.5227227227227227,111,57
1Z6E-IK8,MSE,cam,75,0.5303882195448459,83,43
1Z6E-IK8,MSE,cam,80,0.5315068493150683,73,38
1Z6E-IK8,MSE,cam,85,0.53224043715847,61,32
1Z6E-IK8,MSE,cam,90,0.5299145299145299,39,21
1Z6E-IK8,MSE,cam,95,0.5454545454545454,11,7
1Z6E-IK8,MSE,diff,50,0.6143945877906729,155,79
1Z6E-IK8,MSE,diff,55,0.6175941009034387,143,73
1Z6E-IK8,MSE,diff,60,0.6175941009034387,143,73
1Z6E-IK8,MSE,diff,65,0.6221755419429839,129,66
1Z6E-IK8,MSE,diff,70,0.6492060242060242,111,57
1Z6E-IK8,MSE,diff,75,0.7389892904953144,83,43
1Z6E-IK8,MSE,diff,80,0.728538812785388,73,38
1Z6E-IK8,MSE,diff,85,0.7270491803278689,61,32
1Z6E-IK8,MSE,diff,90,0.717948717948718,39,21
1Z6E-IK8,MSE,diff,95,0.7272727272727273,11,7
1Z6E-IK8,MSE,gradcam,50,0.5332387482796952,155,79
1Z6E-IK8,MSE,gradcam,55,0.5154732762095988,143,73
1Z6E-IK8,MSE,gradcam,60,0.5154732762095988,143,73
1Z6E-IK8,MSE,gradcam,65,0.5118516711539969,129,66
1Z6E-IK8,MSE,gradcam,70,0.5264218764218764,111,57
1Z6E-IK8,MSE,gradcam,75,0.5671017402945113,83,43
1Z6E-IK8,MSE,gradcam,80,0.5639269406392693,73,38
1Z6E-IK8,MSE,gradcam,85,0.5792349726775957,61,32
1Z6E-IK8,MSE,gradcam,90,0.5854700854700854,39,21
1Z6E-IK8,MSE,gradcam,95,0.8181818181818182,11,7
1Z6E-IK8,MSE,gradinput,50,0.5157421594019017,155,79
1Z6E-IK8,MSE,gradinput,55,0.5095385406677058,143,73
1Z6E-IK8,MSE,gradinput,60,0.5095385406677058,143,73
1Z6E-IK8,MSE,gradinput,65,0.5059604693325626,129,66
1Z6E-IK8,MSE,gradinput,70,0.5172422422422424,111,57
1Z6E-IK8,MSE,gradinput,75,0.5378179384203482,83,43
1Z6E-IK8,MSE,gradinput,80,0.5593607305936074,73,38
1Z6E-IK8,MSE,gradinput,85,0.581967213114754,61,32
1Z6E-IK8,MSE,gradinput,90,0.564102564102564,39,21
1Z6E-IK8,MSE,gradinput,95,0.8181818181818182,11,7
1Z6E-IK8,MSE,ig,50,0.6764759226536415,155,79
1Z6E-IK8,MSE,ig,55,0.6846064625990583,143,73
1Z6E-IK8,MSE,ig,60,0.6846064625990583,143,73
1Z6E-IK8,MSE,ig,65,0.6868909729374845,129,66
1Z6E-IK8,MSE,ig,70,0.6957229957229955,111,57
1Z6E-IK8,MSE,ig,75,0.7018072289156626,83,43
1Z6E-IK8,MSE,ig,80,0.7100456621004566,73,38
1Z6E-IK8,MSE,ig,85,0.7202185792349727,61,32
1Z6E-IK8,MSE,ig,90,0.7393162393162395,39,21
1Z6E-IK8,MSE,ig,95,0.8181818181818182,11,7
1Z6E-IK8,MSE,shap,50,0.5184110007362277,155,79
1Z6E-IK8,MSE,shap,55,0.5212518330885257,143,73
1Z6E-IK8,MSE,shap,60,0.5212518330885257,143,73
1Z6E-IK8,MSE,shap,65,0.5154168398354444,129,66
1Z6E-IK8,MSE,shap,70,0.5286240786240787,111,57
1Z6E-IK8,MSE,shap,75,0.5440763052208837,83,43
1Z6E-IK8,MSE,shap,80,0.5518264840182651,73,38
1Z6E-IK8,MSE,shap,85,0.5603825136612023,61,32
1Z6E-IK8,MSE,shap,90,0.5854700854700854,39,21
1Z6E-IK8,MSE,shap,95,0.7272727272727273,11,7
1Z6J-PY3,MSE,cam,50,0.6342170581579104,718,375
1Z6J-PY3,MSE,cam,55,0.6349346036790608,712,372
1Z6J-PY3,MSE,cam,60,0.6403214111547454,666,349
1Z6J-PY3,MSE,cam,65,0.641804409678242,642,337
1Z6J-PY3,MSE,cam,70,0.6469143859094026,602,317
1Z6J-PY3,MSE,cam,75,0.6523861542119964,534,283
1Z6J-PY3,MSE,cam,80,0.6509726112667283,459,245
1Z6J-PY3,MSE,cam,85,0.6593509350935091,303,164
1Z6J-PY3,MSE,cam,90,0.7182795698924732,155,85
1Z6J-PY3,MSE,cam,95,0.6923076923076923,26,15
1Z6J-PY3,MSE,diff,50,0.6849023418235032,718,375
1Z6J-PY3,MSE,diff,55,0.6848483923347174,712,372
1Z6J-PY3,MSE,diff,60,0.6899562107895447,666,349
1Z6J-PY3,MSE,diff,65,0.6921401850140173,642,337
1Z6J-PY3,MSE,diff,70,0.6965900701365823,602,317
1Z6J-PY3,MSE,diff,75,0.7039912906485938,534,283
1Z6J-PY3,MSE,diff,80,0.7086575370889091,459,245
1Z6J-PY3,MSE,diff,85,0.7272827282728265,303,164
1Z6J-PY3,MSE,diff,90,0.7806451612903226,155,85
1Z6J-PY3,MSE,diff,95,0.7692307692307693,26,15
1Z6J-PY3,MSE,gradcam,50,0.5411700533848881,718,375
1Z6J-PY3,MSE,gradcam,55,0.5404038648124982,712,372
1Z6J-PY3,MSE,gradcam,60,0.5339152839152833,666,349
1Z6J-PY3,MSE,gradcam,65,0.5305905067587304,642,337
1Z6J-PY3,MSE,gradcam,70,0.5334714611707965,602,317
1Z6J-PY3,MSE,gradcam,75,0.5446101599191484,534,283
1Z6J-PY3,MSE,gradcam,80,0.5773161116298366,459,245
1Z6J-PY3,MSE,gradcam,85,0.6360836083608359,303,164
1Z6J-PY3,MSE,gradcam,90,0.6526881720430107,155,85
1Z6J-PY3,MSE,gradcam,95,0.6538461538461539,26,15
1Z6J-PY3,MSE,gradinput,50,0.5420793882995806,718,375
1Z6J-PY3,MSE,gradinput,55,0.5411481360235789,712,372
1Z6J-PY3,MSE,gradinput,60,0.5315605107271768,666,349
1Z6J-PY3,MSE,gradinput,65,0.5289288982045982,642,337
1Z6J-PY3,MSE,gradinput,70,0.5349441256417993,602,317
1Z6J-PY3,MSE,gradinput,75,0.5518503656144097,534,283
1Z6J-PY3,MSE,gradinput,80,0.5837820313310501,459,245
1Z6J-PY3,MSE,gradinput,85,0.6390539053905389,303,164
1Z6J-PY3,MSE,gradinput,90,0.6666666666666666,155,85
1Z6J-PY3,MSE,gradinput,95,0.6923076923076923,26,15
1Z6J-PY3,MSE,ig,50,0.6233780695591408,718,375
1Z6J-PY3,MSE,ig,55,0.6241525759377621,712,372
1Z6J-PY3,MSE,ig,60,0.6319393819393815,666,349
1Z6J-PY3,MSE,ig,65,0.6340718558008271,642,337
1Z6J-PY3,MSE,ig,70,0.6428955549802718,602,317
1Z6J-PY3,MSE,ig,75,0.6593372867249264,534,283
1Z6J-PY3,MSE,ig,80,0.6731792717086829,459,245
1Z6J-PY3,MSE,ig,85,0.6936193619361941,303,164
1Z6J-PY3,MSE,ig,90,0.7473118279569889,155,85
1Z6J-PY3,MSE,ig,95,0.7307692307692307,26,15
1Z6J-PY3,MSE,shap,50,0.5342184298282158,718,375
1Z6J-PY3,MSE,shap,55,0.5341281845495333,712,372
1Z6J-PY3,MSE,shap,60,0.5343433093433099,666,349
1Z6J-PY3,MSE,shap,65,0.532724583308696,642,337
1Z6J-PY3,MSE,shap,70,0.5358658368209867,602,317
1Z6J-PY3,MSE,shap,75,0.5379607336068014,534,283
1Z6J-PY3,MSE,shap,80,0.5317512190061208,459,245
1Z6J-PY3,MSE,shap,85,0.52013201320132,303,164
1Z6J-PY3,MSE,shap,90,0.5086021505376344,155,85
1Z6J-PY3,MSE,shap,95,0.5769230769230769,26,15
1ZD2-NC3,MSE,cam,50,0.546877066903158,620,318
1ZD2-NC3,MSE,cam,55,0.5531028256222811,514,265
1ZD2-NC3,MSE,cam,60,0.5420509692006509,314,164
1ZD2-NC3,MSE,cam,65,0.5373626373626373,247,130
1ZD2-NC3,MSE,cam,70,0.5378863826232249,171,91
1ZD2-NC3,MSE,cam,75,0.530841121495327,107,57
1ZD2-NC3,MSE,cam,80,0.5545977011494254,58,32
1ZD2-NC3,MSE,cam,85,0.5462962962962963,36,20
1ZD2-NC3,MSE,cam,90,0.6153846153846154,13,8
1ZD2-NC3,MSE,cam,95,1.0,1,1
1ZD2-NC3,MSE,diff,50,0.6267206412604891,620,318
1ZD2-NC3,MSE,diff,55,0.631409932479971,514,265
1ZD2-NC3,MSE,diff,60,0.6509488830348704,314,164
1ZD2-NC3,MSE,diff,65,0.6593056066740277,247,130
1ZD2-NC3,MSE,diff,70,0.6909008632692842,171,91
1ZD2-NC3,MSE,diff,75,0.7162883845126836,107,57
1ZD2-NC3,MSE,diff,80,0.7468390804597701,58,32
1ZD2-NC3,MSE,diff,85,0.7986111111111112,36,20
1ZD2-NC3,MSE,diff,90,0.9615384615384616,13,8
1ZD2-NC3,MSE,diff,95,1.0,1,1
1ZD2-NC3,MSE,gradcam,50,0.6653717903433255,620,318
1ZD2-NC3,MSE,gradcam,55,0.6729761429664136,514,265
1ZD2-NC3,MSE,gradcam,60,0.6663704572144068,314,164
1ZD2-NC3,MSE,gradcam,65,0.6867455643771437,247,130
1ZD2-NC3,MSE,gradcam,70,0.7233221943748256,171,91
1ZD2-NC3,MSE,gradcam,75,0.7572763684913216,107,57
1ZD2-NC3,MSE,gradcam,80,0.7839080459770114,58,32
1ZD2-NC3,MSE,gradcam,85,0.8171296296296295,36,20
1ZD2-NC3,MSE,gradcam,90,0.8846153846153846,13,8
1ZD2-NC3,MSE,gradcam,95,1.0,1,1
1ZD2-NC3,MSE,gradinput,50,0.4999173025477584,620,318
1ZD2-NC3,MSE,gradinput,55,0.5012877362585528,514,265
1ZD2-NC3,MSE,gradinput,60,0.49869431700641864,314,164
1ZD2-NC3,MSE,gradinput,65,0.49665524533945604,247,130
1ZD2-NC3,MSE,gradinput,70,0.5138401559454192,171,91
1ZD2-NC3,MSE,gradinput,75,0.47854917668001773,107,57
1ZD2-NC3,MSE,gradinput,80,0.5382183908045978,58,32
1ZD2-NC3,MSE,gradinput,85,0.5439814814814814,36,20
1ZD2-NC3,MSE,gradinput,90,0.6153846153846154,13,8
1ZD2-NC3,MSE,gradinput,95,1.0,1,1
1ZD2-NC3,MSE,ig,50,0.6330881542029545,620,318
1ZD2-NC3,MSE,ig,55,0.6407488479959292,514,265
1ZD2-NC3,MSE,ig,60,0.6449672673398785,314,164
1ZD2-NC3,MSE,ig,65,0.6706188548293807,247,130
1ZD2-NC3,MSE,ig,70,0.7030655342058849,171,91
1ZD2-NC3,MSE,ig,75,0.7268802848242099,107,57
1ZD2-NC3,MSE,ig,80,0.7215517241379309,58,32
1ZD2-NC3,MSE,ig,85,0.7893518518518519,36,20
1ZD2-NC3,MSE,ig,90,0.9230769230769231,13,8
1ZD2-NC3,MSE,ig,95,1.0,1,1
1ZD2-NC3,MSE,shap,50,0.5335923685212111,620,318
1ZD2-NC3,MSE,shap,55,0.531126569064312,514,265
1ZD2-NC3,MSE,shap,60,0.5327509450917093,314,164
1ZD2-NC3,MSE,shap,65,0.5366601235022289,247,130
1ZD2-NC3,MSE,shap,70,0.5320941241993875,171,91
1ZD2-NC3,MSE,shap,75,0.5298175344904317,107,57
1ZD2-NC3,MSE,shap,80,0.4902298850574712,58,32
1ZD2-NC3,MSE,shap,85,0.5162037037037037,36,20
1ZD2-NC3,MSE,shap,90,0.6538461538461539,13,8
1ZD2-NC3,MSE,shap,95,0.0,1,1
1ZFQ-ZEC,MSE,cam,50,0.5,30,15
1ZFQ-ZEC,MSE,cam,55,0.5,24,12
1ZFQ-ZEC,MSE,cam,60,0.5,18,9
1ZFQ-ZEC,MSE,cam,65,0.5,12,6
1ZFQ-ZEC,MSE,cam,70,0.5,6,3
1ZFQ-ZEC,MSE,cam,75,0.5,6,3
1ZFQ-ZEC,MSE,cam,80,0.5,4,2
1ZFQ-ZEC,MSE,cam,85,,0,0
1ZFQ-ZEC,MSE,cam,90,,0,0
1ZFQ-ZEC,MSE,cam,95,,0,0
1ZFQ-ZEC,MSE,diff,50,0.5256709956709956,30,15
1ZFQ-ZEC,MSE,diff,55,0.5549062049062049,24,12
1ZFQ-ZEC,MSE,diff,60,0.5522486772486772,18,9
1ZFQ-ZEC,MSE,diff,65,0.5555555555555556,12,6
1ZFQ-ZEC,MSE,diff,70,0.5,6,3
1ZFQ-ZEC,MSE,diff,75,0.5,6,3
1ZFQ-ZEC,MSE,diff,80,0.5,4,2
1ZFQ-ZEC,MSE,diff,85,,0,0
1ZFQ-ZEC,MSE,diff,90,,0,0
1ZFQ-ZEC,MSE,diff,95,,0,0
1ZFQ-ZEC,MSE,gradcam,50,0.5406517556517556,30,15
1ZFQ-ZEC,MSE,gradcam,55,0.5334535834535835,24,12
1ZFQ-ZEC,MSE,gradcam,60,0.5575396825396824,18,9
1ZFQ-ZEC,MSE,gradcam,65,0.5833333333333334,12,6
1ZFQ-ZEC,MSE,gradcam,70,0.6666666666666666,6,3
1ZFQ-ZEC,MSE,gradcam,75,0.6666666666666666,6,3
1ZFQ-ZEC,MSE,gradcam,80,0.6666666666666666,4,2
1ZFQ-ZEC,MSE,gradcam,85,,0,0
1ZFQ-ZEC,MSE,gradcam,90,,0,0
1ZFQ-ZEC,MSE,gradcam,95,,0,0
1ZFQ-ZEC,MSE,gradinput,50,0.5066197691197691,30,15
1ZFQ-ZEC,MSE,gradinput,55,0.5256358225108225,24,12
1ZFQ-ZEC,MSE,gradinput,60,0.5390211640211641,18,9
1ZFQ-ZEC,MSE,gradinput,65,0.585648148148148,12,6
1ZFQ-ZEC,MSE,gradinput,70,0.625,6,3
1ZFQ-ZEC,MSE,gradinput,75,0.625,6,3
1ZFQ-ZEC,MSE,gradinput,80,0.6041666666666666,4,2
1ZFQ-ZEC,MSE,gradinput,85,,0,0
1ZFQ-ZEC,MSE,gradinput,90,,0,0
1ZFQ-ZEC,MSE,gradinput,95,,0,0
1ZFQ-ZEC,MSE,ig,50,0.5376659451659453,30,15
1ZFQ-ZEC,MSE,ig,55,0.5614673520923521,24,12
1ZFQ-ZEC,MSE,ig,60,0.563999118165785,18,9
1ZFQ-ZEC,MSE,ig,65,0.5981481481481482,12,6
1ZFQ-ZEC,MSE,ig,70,0.5666666666666667,6,3
1ZFQ-ZEC,MSE,ig,75,0.5666666666666667,6,3
1ZFQ-ZEC,MSE,ig,80,0.5166666666666666,4,2
1ZFQ-ZEC,MSE,ig,85,,0,0
1ZFQ-ZEC,MSE,ig,90,,0,0
1ZFQ-ZEC,MSE,ig,95,,0,0
1ZFQ-ZEC,MSE,shap,50,0.5835954785954786,30,15
1ZFQ-ZEC,MSE,shap,55,0.6233435545935545,24,12
1ZFQ-ZEC,MSE,shap,60,0.6287257495590829,18,9
1ZFQ-ZEC,MSE,shap,65,0.6138888888888889,12,6
1ZFQ-ZEC,MSE,shap,70,0.6722222222222222,6,3
1ZFQ-ZEC,MSE,shap,75,0.6722222222222222,6,3
1ZFQ-ZEC,MSE,shap,80,0.5916666666666667,4,2
1ZFQ-ZEC,MSE,shap,85,,0,0
1ZFQ-ZEC,MSE,shap,90,,0,0
1ZFQ-ZEC,MSE,shap,95,,0,0
1ZTQ-033,MSE,cam,50,0.4745762711864407,59,31
1ZTQ-033,MSE,cam,55,0.4745762711864407,59,31
1ZTQ-033,MSE,cam,60,0.42857142857142855,21,12
