target,loss,explainer,n_pairs,n_flipped,flip_rate
1H01-FAL,MSE,ig,34,0,0.0
1H01-FAL,MSE,shap,34,10,0.29411764705882354
1H1Q-2A6,MSE,cam,92,11,0.11956521739130435
1H1Q-2A6,MSE,diff,92,7,0.07608695652173914
1H1Q-2A6,MSE,gradcam,92,9,0.09782608695652174
1H1Q-2A6,MSE,gradinput,92,6,0.06521739130434782
1H1Q-2A6,MSE,ig,92,4,0.043478260869565216
1H1Q-2A6,MSE,shap,92,24,0.2608695652173913
1H1R-6CP,MSE,cam,100,50,0.5
1H1R-6CP,MSE,diff,100,6,0.06
1H1R-6CP,MSE,gradcam,100,5,0.05
1H1R-6CP,MSE,gradinput,100,7,0.07
1H1R-6CP,MSE,ig,100,11,0.11
1H1R-6CP,MSE,shap,100,22,0.22
1HVY-D16,MSE,cam,268,32,0.11940298507462686
1HVY-D16,MSE,diff,268,11,0.041044776119402986
1HVY-D16,MSE,gradcam,268,6,0.022388059701492536
1HVY-D16,MSE,gradinput,268,15,0.055970149253731345
1HVY-D16,MSE,ig,268,23,0.08582089552238806
1HVY-D16,MSE,shap,268,91,0.33955223880597013
1HY7-MBS,MSE,cam,300,80,0.26666666666666666
1HY7-MBS,MSE,diff,300,23,0.07666666666666666
1HY7-MBS,MSE,gradcam,300,79,0.2633333333333333
1HY7-MBS,MSE,gradinput,300,35,0.11666666666666667
1HY7-MBS,MSE,ig,300,31,0.10333333333333333
1HY7-MBS,MSE,shap,300,74,0.24666666666666667
1IPC-MGP,MSE,cam,48,3,0.0625
1IPC-MGP,MSE,diff,48,1,0.020833333333333332
1IPC-MGP,MSE,gradcam,48,9,0.1875
1IPC-MGP,MSE,gradinput,48,1,0.020833333333333332
1IPC-MGP,MSE,ig,48,1,0.020833333333333332
1IPC-MGP,MSE,shap,48,16,0.3333333333333333
1KE5-LS1,MSE,cam,44,9,0.20454545454545456
1KE5-LS1,MSE,diff,44,1,0.022727272727272728
1KE5-LS1,MSE,gradcam,44,4,0.09090909090909091
1KE5-LS1,MSE,gradinput,44,1,0.022727272727272728
1KE5-LS1,MSE,ig,44,1,0.022727272727272728
1KE5-LS1,MSE,shap,44,9,0.20454545454545456
1KE9-LS5,MSE,cam,44,10,0.22727272727272727
1KE9-LS5,MSE,diff,44,0,0.0
1KE9-LS5,MSE,gradcam,44,15,0.3409090909090909
1KE9-LS5,MSE,gradinput,44,8,0.18181818181818182
1KE9-LS5,MSE,ig,44,6,0.13636363636363635
1KE9-LS5,MSE,shap,44,7,0.1590909090909091
1KLK-PMD,MSE,cam,35,2,0.05714285714285714
1KLK-PMD,MSE,diff,35,1,0.02857142857142857
1KLK-PMD,MSE,gradcam,35,5,0.14285714285714285
1KLK-PMD,MSE,gradinput,35,2,0.05714285714285714
1KLK-PMD,MSE,ig,35,2,0.05714285714285714
1KLK-PMD,MSE,shap,35,11,0.3142857142857143
1KMS-LIH,MSE,cam,265,114,0.43018867924528303
1KMS-LIH,MSE,diff,265,21,0.07924528301886792
1KMS-LIH,MSE,gradcam,265,21,0.07924528301886792
1KMS-LIH,MSE,gradinput,265,41,0.15471698113207547
1KMS-LIH,MSE,ig,265,20,0.07547169811320754
1KMS-LIH,MSE,shap,265,55,0.20754716981132076
1LD8-U49,MSE,cam,708,80,0.11299435028248588
1LD8-U49,MSE,diff,708,54,0.07627118644067797
1LD8-U49,MSE,gradcam,708,78,0.11016949152542373
1LD8-U49,MSE,gradinput,708,32,0.04519774011299435
1LD8-U49,MSE,ig,708,87,0.1228813559322034
1LD8-U49,MSE,shap,708,149,0.21045197740112995
1LJT-HDI,MSE,cam,17,5,0.29411764705882354
1LJT-HDI,MSE,diff,17,2,0.11764705882352941
1LJT-HDI,MSE,gradcam,17,3,0.17647058823529413
1LJT-HDI,MSE,gradinput,17,2,0.11764705882352941
1LJT-HDI,MSE,ig,17,2,0.11764705882352941
1LJT-HDI,MSE,shap,17,1,0.058823529411764705
1LY3-COG,MSE,cam,80,36,0.45
1LY3-COG,MSE,diff,80,5,0.0625
1LY3-COG,MSE,gradcam,80,12,0.15
1LY3-COG,MSE,gradinput,80,15,0.1875
1LY3-COG,MSE,ig,80,8,0.1
1LY3-COG,MSE,shap,80,15,0.1875
1M17-AQ4,MSE,cam,6319,944,0.14939072638075646
1M17-AQ4,MSE,diff,6319,418,0.06614970723215699
1M17-AQ4,MSE,gradcam,6319,1091,0.17265390093369204
1M17-AQ4,MSE,gradinput,6319,571,0.09036239911378383
1M17-AQ4,MSE,ig,6319,681,0.10777021680645672
1M17-AQ4,MSE,shap,6319,1861,0.2945086247824023
1MS6-BLN,MSE,cam,80,15,0.1875
1MS6-BLN,MSE,diff,80,3,0.0375
1MS6-BLN,MSE,gradcam,80,12,0.15
1MS6-BLN,MSE,gradinput,80,9,0.1125
1MS6-BLN,MSE,ig,80,12,0.15
1MS6-BLN,MSE,shap,80,11,0.1375
1MZC-BNE,MSE,cam,14,7,0.5
1MZC-BNE,MSE,diff,14,0,0.0
1MZC-BNE,MSE,gradcam,14,0,0.0
1MZC-BNE,MSE,gradinput,14,0,0.0
1MZC-BNE,MSE,ig,14,1,0.07142857142857142
1MZC-BNE,MSE,shap,14,2,0.14285714285714285
1N1M-A3M,MSE,cam,155,24,0.15483870967741936
1N1M-A3M,MSE,diff,155,20,0.12903225806451613
1N1M-A3M,MSE,gradcam,155,23,0.14838709677419354
1N1M-A3M,MSE,gradinput,155,22,0.14193548387096774
1N1M-A3M,MSE,ig,155,8,0.05161290322580645
1N1M-A3M,MSE,shap,155,30,0.1935483870967742
1NAV-IH5,MSE,cam,21,4,0.19047619047619047
1NAV-IH5,MSE,diff,21,1,0.047619047619047616
1NAV-IH5,MSE,gradcam,21,1,0.047619047619047616
1NAV-IH5,MSE,gradinput,21,1,0.047619047619047616
1NAV-IH5,MSE,ig,21,3,0.14285714285714285
1NAV-IH5,MSE,shap,21,2,0.09523809523809523
1NAX-IH5,MSE,cam,32,3,0.09375
1NAX-IH5,MSE,diff,32,1,0.03125
1NAX-IH5,MSE,gradcam,32,2,0.0625
1NAX-IH5,MSE,gradinput,32,3,0.09375
1NAX-IH5,MSE,ig,32,1,0.03125
1NAX-IH5,MSE,shap,32,5,0.15625
1NFU-RRP,MSE,cam,33,16,0.48484848484848486
1NFU-RRP,MSE,diff,33,2,0.06060606060606061
1NFU-RRP,MSE,gradcam,33,4,0.12121212121212122
1NFU-RRP,MSE,gradinput,33,9,0.2727272727272727
1NFU-RRP,MSE,ig,33,11,0.3333333333333333
1NFU-RRP,MSE,shap,33,9,0.2727272727272727
1O42-843,MSE,cam,275,90,0.32727272727272727
1O42-843,MSE,diff,275,33,0.12
1O42-843,MSE,gradcam,275,37,0.13454545454545455
1O42-843,MSE,gradinput,275,31,0.11272727272727273
1O42-843,MSE,ig,275,17,0.06181818181818182
1O42-843,MSE,shap,275,83,0.3018181818181818
1O46-903,MSE,cam,24,7,0.2916666666666667
1O46-903,MSE,diff,24,4,0.16666666666666666
1O46-903,MSE,gradcam,24,5,0.20833333333333334
1O46-903,MSE,gradinput,24,1,0.041666666666666664
1O46-903,MSE,ig,24,1,0.041666666666666664
1O46-903,MSE,shap,24,8,0.3333333333333333
1O86-LPR,MSE,cam,447,143,0.319910514541387
1O86-LPR,MSE,diff,447,53,0.1185682326621924
1O86-LPR,MSE,gradcam,447,112,0.2505592841163311
1O86-LPR,MSE,gradinput,447,77,0.17225950782997762
1O86-LPR,MSE,ig,447,44,0.09843400447427293
1O86-LPR,MSE,shap,447,128,0.28635346756152125
1OHJ-COP,MSE,cam,18,1,0.05555555555555555
1OHJ-COP,MSE,diff,18,1,0.05555555555555555
1OHJ-COP,MSE,gradcam,18,0,0.0
1OHJ-COP,MSE,gradinput,18,0,0.0
1OHJ-COP,MSE,ig,18,2,0.1111111111111111
1OHJ-COP,MSE,shap,18,4,0.2222222222222222
1OIQ-HDU,MSE,cam,17,4,0.23529411764705882
1OIQ-HDU,MSE,diff,17,4,0.23529411764705882
1OIQ-HDU,MSE,gradcam,17,0,0.0
1OIQ-HDU,MSE,gradinput,17,0,0.0
1OIQ-HDU,MSE,ig,17,2,0.11764705882352941
1OIQ-HDU,MSE,shap,17,6,0.35294117647058826
1OIR-HDY,MSE,cam,16,5,0.3125
1OIR-HDY,MSE,diff,16,0,0.0
1OIR-HDY,MSE,gradcam,16,1,0.0625
1OIR-HDY,MSE,gradinput,16,0,0.0
1OIR-HDY,MSE,ig,16,1,0.0625
1OIR-HDY,MSE,shap,16,6,0.375
1OYN-4RR,MSE,cam,201,29,0.14427860696517414
1OYN-4RR,MSE,diff,201,16,0.07960199004975124
1OYN-4RR,MSE,gradcam,201,33,0.16417910447761194
1OYN-4RR,MSE,gradinput,201,15,0.07462686567164178
1OYN-4RR,MSE,ig,201,4,0.01990049751243781
1OYN-4RR,MSE,shap,201,41,0.20398009950248755
1P2A-5BN,MSE,cam,15,5,0.3333333333333333
1P2A-5BN,MSE,diff,15,3,0.2
1P2A-5BN,MSE,gradcam,15,0,0.0
1P2A-5BN,MSE,gradinput,15,1,0.06666666666666667
1P2A-5BN,MSE,ig,15,1,0.06666666666666667
1P2A-5BN,MSE,shap,15,2,0.13333333333333333
1PYE-PM1,MSE,cam,27,15,0.5555555555555556
1PYE-PM1,MSE,diff,27,4,0.14814814814814814
1PYE-PM1,MSE,gradcam,27,6,0.2222222222222222
1PYE-PM1,MSE,gradinput,27,5,0.18518518518518517
1PYE-PM1,MSE,ig,27,2,0.07407407407407407
1PYE-PM1,MSE,shap,27,2,0.07407407407407407
1Q3W-ATU,MSE,cam,55,7,0.12727272727272726
1Q3W-ATU,MSE,diff,55,5,0.09090909090909091
1Q3W-ATU,MSE,gradcam,55,11,0.2
1Q3W-ATU,MSE,gradinput,55,2,0.03636363636363636
1Q3W-ATU,MSE,ig,55,5,0.09090909090909091
1Q3W-ATU,MSE,shap,55,10,0.18181818181818182
1Q4L-679,MSE,cam,48,4,0.08333333333333333
1Q4L-679,MSE,diff,48,4,0.08333333333333333
1Q4L-679,MSE,gradcam,48,5,0.10416666666666667
1Q4L-679,MSE,gradinput,48,28,0.5833333333333334
1Q4L-679,MSE,ig,48,0,0.0
1Q4L-679,MSE,shap,48,6,0.125
1Q6K-TCO,MSE,cam,39,18,0.46153846153846156
1Q6K-TCO,MSE,diff,39,7,0.1794871794871795
1Q6K-TCO,MSE,gradcam,39,7,0.1794871794871795
1Q6K-TCO,MSE,gradinput,39,9,0.23076923076923078
1Q6K-TCO,MSE,ig,39,7,0.1794871794871795
1Q6K-TCO,MSE,shap,39,10,0.2564102564102564
1R0E-DFN,MSE,cam,838,241,0.28758949880668255
1R0E-DFN,MSE,diff,838,81,0.09665871121718377
1R0E-DFN,MSE,gradcam,838,162,0.19331742243436753
1R0E-DFN,MSE,gradinput,838,102,0.12171837708830549
1R0E-DFN,MSE,ig,838,123,0.1467780429594272
1R0E-DFN,MSE,shap,838,209,0.2494033412887828
1RDT-570,MSE,cam,41,22,0.5365853658536586
1RDT-570,MSE,diff,41,3,0.07317073170731707
1RDT-570,MSE,gradcam,41,7,0.17073170731707318
1RDT-570,MSE,gradinput,41,1,0.024390243902439025
1RDT-570,MSE,ig,41,6,0.14634146341463414
1RDT-570,MSE,shap,41,10,0.24390243902439024
1RHR-CNE,MSE,cam,24,0,0.0
1RHR-CNE,MSE,diff,24,3,0.125
1RHR-CNE,MSE,gradcam,24,4,0.16666666666666666
1RHR-CNE,MSE,gradinput,24,2,0.08333333333333333
1RHR-CNE,MSE,ig,24,0,0.0
1RHR-CNE,MSE,shap,24,2,0.08333333333333333
1RNE-C60,MSE,cam,5614,1291,0.22996081225507659
1RNE-C60,MSE,diff,5614,667,0.11881011756323477
1RNE-C60,MSE,gradcam,5614,870,0.15496971856074102
1RNE-C60,MSE,gradinput,5614,975,0.17367296045600286
1RNE-C60,MSE,ig,5614,715,0.12736017100106875
1RWQ-5AP,MSE,cam,84,11,0.13095238095238096
1RWQ-5AP,MSE,diff,84,10,0.11904761904761904
1RWQ-5AP,MSE,gradcam,84,6,0.07142857142857142
1RWQ-5AP,MSE,gradinput,84,13,0.15476190476190477
1RWQ-5AP,MSE,ig,84,5,0.05952380952380952
1RWQ-5AP,MSE,shap,84,23,0.27380952380952384
1S63-778,MSE,cam,1011,214,0.21167161226508407
1S63-778,MSE,diff,1011,62,0.06132542037586548
1S63-778,MSE,gradcam,1011,84,0.0830860534124629
1S63-778,MSE,gradinput,1011,128,0.12660731948565776
1S63-778,MSE,ig,1011,129,0.12759643916913946
1S63-778,MSE,shap,1011,262,0.2591493570722057
1SA4-JAN,MSE,cam,18,8,0.4444444444444444
1SA4-JAN,MSE,diff,18,2,0.1111111111111111
1SA4-JAN,MSE,gradcam,18,2,0.1111111111111111
1SA4-JAN,MSE,gradinput,18,0,0.0
1SA4-JAN,MSE,ig,18,0,0.0
1SA4-JAN,MSE,shap,18,7,0.3888888888888889
1T69-SHH,MSE,cam,27,1,0.037037037037037035
1T69-SHH,MSE,diff,27,2,0.07407407407407407
1T69-SHH,MSE,gradcam,27,0,0.0
1T69-SHH,MSE,gradinput,27,0,0.0
1T69-SHH,MSE,ig,27,0,0.0
1T69-SHH,MSE,shap,27,3,0.1111111111111111
1TFQ-998,MSE,cam,320,75,0.234375
1TFQ-998,MSE,diff,320,36,0.1125
1TFQ-998,MSE,gradcam,320,15,0.046875
1TFQ-998,MSE,gradinput,320,35,0.109375
1TFQ-998,MSE,ig,320,13,0.040625
1TFQ-998,MSE,shap,320,68,0.2125
1TFT-997,MSE,cam,20,0,0.0
1TFT-997,MSE,diff,20,0,0.0
1TFT-997,MSE,gradcam,20,2,0.1
1TFT-997,MSE,gradinput,20,0,0.0
1TFT-997,MSE,ig,20,0,0.0
1TFT-997,MSE,shap,20,6,0.3
1TU6-FSP,MSE,cam,76,23,0.3026315789473684
1TU6-FSP,MSE,diff,76,9,0.11842105263157894
1TU6-FSP,MSE,gradcam,76,7,0.09210526315789473
1TU6-FSP,MSE,gradinput,76,11,0.14473684210526316
1TU6-FSP,MSE,ig,76,5,0.06578947368421052
1TU6-FSP,MSE,shap,76,27,0.35526315789473684
1UDT-VIA,MSE,cam,2353,359,0.152571185720357
1UDT-VIA,MSE,diff,2353,131,0.055673608159796
1UDT-VIA,MSE,gradcam,2353,274,0.11644708882277943
1UDT-VIA,MSE,gradinput,2353,289,0.1228219294517637
1UDT-VIA,MSE,ig,2353,237,0.10072248193795155
1UDT-VIA,MSE,shap,2353,737,0.31321716957076073
1UDU-CIA,MSE,cam,259,32,0.12355212355212356
1UDU-CIA,MSE,diff,259,18,0.0694980694980695
1UDU-CIA,MSE,gradcam,259,35,0.13513513513513514
1UDU-CIA,MSE,gradinput,259,21,0.08108108108108109
1UDU-CIA,MSE,ig,259,16,0.06177606177606178
1UDU-CIA,MSE,shap,259,51,0.1969111969111969
1UHO-VDN,MSE,cam,1087,126,0.11591536338546458
1UHO-VDN,MSE,diff,1087,80,0.07359705611775529
1UHO-VDN,MSE,gradcam,1087,84,0.07727690892364306
1UHO-VDN,MSE,gradinput,1087,125,0.11499540018399264
1UHO-VDN,MSE,ig,1087,126,0.11591536338546458
1UHO-VDN,MSE,shap,1087,326,0.2999080036798528
1UMT-0DS,MSE,cam,212,47,0.22169811320754718
1UMT-0DS,MSE,diff,212,15,0.07075471698113207
1UMT-0DS,MSE,gradcam,212,35,0.1650943396226415
1UMT-0DS,MSE,gradinput,212,33,0.15566037735849056
1UMT-0DS,MSE,ig,212,18,0.08490566037735849
1UMT-0DS,MSE,shap,212,74,0.3490566037735849
1UZF-X8Z,MSE,cam,143,34,0.23776223776223776
1UZF-X8Z,MSE,diff,143,8,0.055944055944055944
1UZF-X8Z,MSE,gradcam,143,20,0.13986013986013987
1UZF-X8Z,MSE,gradinput,143,16,0.11188811188811189
1UZF-X8Z,MSE,ig,143,22,0.15384615384615385
1UZF-X8Z,MSE,shap,143,23,0.16083916083916083
1VYW-292,MSE,cam,144,66,0.4583333333333333
1VYW-292,MSE,diff,144,3,0.020833333333333332
1VYW-292,MSE,gradcam,144,14,0.09722222222222222
1VYW-292,MSE,gradinput,144,11,0.0763888888888889
1VYW-292,MSE,ig,144,10,0.06944444444444445
1VYW-292,MSE,shap,144,27,0.1875
1W0X-OLO,MSE,cam,723,156,0.2157676348547718
1W0X-OLO,MSE,diff,723,24,0.03319502074688797
1W0X-OLO,MSE,gradcam,723,115,0.1590594744121715
1W0X-OLO,MSE,gradinput,723,74,0.10235131396957123
1W0X-OLO,MSE,ig,723,74,0.10235131396957123
1W0X-OLO,MSE,shap,723,208,0.28769017980636236
1X0N-DTF,MSE,cam,52,5,0.09615384615384616
1X0N-DTF,MSE,diff,52,0,0.0
1X0N-DTF,MSE,gradcam,52,5,0.09615384615384616
1X0N-DTF,MSE,gradinput,52,12,0.23076923076923078
1X0N-DTF,MSE,ig,52,2,0.038461538461538464
1X0N-DTF,MSE,shap,52,20,0.38461538461538464
1X8B-824,MSE,cam,1387,123,0.08868060562364816
1X8B-824,MSE,diff,1387,73,0.05263157894736842
1X8B-824,MSE,gradcam,1387,79,0.05695746214852199
1X8B-824,MSE,gradinput,1387,143,0.10310021629416005
1X8B-824,MSE,ig,1387,46,0.03316510454217736
1X8B-824,MSE,shap,1387,281,0.20259552992069213
1XJD-STO,MSE,cam,49,6,0.12244897959183673
1XJD-STO,MSE,diff,49,8,0.16326530612244897
1XJD-STO,MSE,gradcam,49,6,0.12244897959183673
1XJD-STO,MSE,gradinput,49,5,0.10204081632653061
1XJD-STO,MSE,ig,49,6,0.12244897959183673
1XJD-STO,MSE,shap,49,15,0.30612244897959184
1XKK-FMM,MSE,cam,67,10,0.14925373134328357
1XKK-FMM,MSE,diff,67,5,0.07462686567164178
1XKK-FMM,MSE,gradcam,67,4,0.05970149253731343
1XKK-FMM,MSE,gradinput,67,5,0.07462686567164178
1XKK-FMM,MSE,ig,67,2,0.029850746268656716
1XKK-FMM,MSE,shap,67,20,0.29850746268656714
1XOW-R18,MSE,cam,22,10,0.45454545454545453
1XOW-R18,MSE,diff,22,0,0.0
1XOW-R18,MSE,gradcam,22,0,0.0
1XOW-R18,MSE,gradinput,22,3,0.13636363636363635
1XOW-R18,MSE,ig,22,1,0.045454545454545456
1XOW-R18,MSE,shap,22,6,0.2727272727272727
1XS7-MMI,MSE,cam,50,15,0.3
1XS7-MMI,MSE,diff,50,14,0.28
1XS7-MMI,MSE,gradcam,50,5,0.1
1XS7-MMI,MSE,gradinput,50,2,0.04
1XS7-MMI,MSE,ig,50,9,0.18
1XS7-MMI,MSE,shap,50,10,0.2
1Y91-CT9,MSE,cam,112,50,0.44642857142857145
1Y91-CT9,MSE,diff,112,6,0.05357142857142857
1Y91-CT9,MSE,gradcam,112,13,0.11607142857142858
1Y91-CT9,MSE,gradinput,112,9,0.08035714285714286
1Y91-CT9,MSE,ig,112,9,0.08035714285714286
1Y91-CT9,MSE,shap,112,31,0.2767857142857143
1YHO-TOP,MSE,cam,20,4,0.2
1YHO-TOP,MSE,diff,20,0,0.0
1YHO-TOP,MSE,gradcam,20,1,0.05
1YHO-TOP,MSE,gradinput,20,4,0.2
1YHO-TOP,MSE,ig,20,1,0.05
1YHO-TOP,MSE,shap,20,5,0.25
1YRS-L47,MSE,cam,42,15,0.35714285714285715
1YRS-L47,MSE,diff,42,3,0.07142857142857142
1YRS-L47,MSE,gradcam,42,2,0.047619047619047616
1YRS-L47,MSE,gradinput,42,5,0.11904761904761904
1YRS-L47,MSE,ig,42,1,0.023809523809523808
1YRS-L47,MSE,shap,42,11,0.2619047619047619
1Z6E-IK8,MSE,cam,79,9,0.11392405063291139
1Z6E-IK8,MSE,diff,79,8,0.10126582278481013
1Z6E-IK8,MSE,gradcam,79,4,0.05063291139240506
1Z6E-IK8,MSE,gradinput,79,6,0.0759493670886076
1Z6E-IK8,MSE,ig,79,1,0.012658227848101266
1Z6E-IK8,MSE,shap,79,27,0.34177215189873417
1Z6J-PY3,MSE,cam,375,23,0.06133333333333333
1Z6J-PY3,MSE,diff,375,9,0.024
1Z6J-PY3,MSE,gradcam,375,42,0.112
1Z6J-PY3,MSE,gradinput,375,43,0.11466666666666667
1Z6J-PY3,MSE,ig,375,42,0.112
1Z6J-PY3,MSE,shap,375,70,0.18666666666666668
1ZD2-NC3,MSE,cam,318,66,0.20754716981132076
1ZD2-NC3,MSE,diff,318,29,0.09119496855345911
1ZD2-NC3,MSE,gradcam,318,23,0.07232704402515723
1ZD2-NC3,MSE,gradinput,318,52,0.16352201257861634
1ZD2-NC3,MSE,ig,318,32,0.10062893081761007
1ZD2-NC3,MSE,shap,318,72,0.22641509433962265
1ZFQ-ZEC,MSE,cam,15,4,0.26666666666666666
1ZFQ-ZEC,MSE,diff,15,0,0.0
1ZFQ-ZEC,MSE,gradcam,15,2,0.13333333333333333
1ZFQ-ZEC,MSE,gradinput,15,2,0.13333333333333333
1ZFQ-ZEC,MSE,ig,15,0,0.0
1ZFQ-ZEC,MSE,shap,15,5,0.3333333333333333
1ZTQ-033,MSE,cam,31,4,0.12903225806451613
1ZTQ-033,MSE,diff,31,5,0.16129032258064516
1ZTQ-033,MSE,gradcam,31,2,0.06451612903225806
1ZTQ-033,MSE,gradinput,31,9,0.2903225806451613
1ZTQ-033,MSE,ig,31,8,0.25806451612903225
1ZTQ-033,MSE,shap,31,10,0.3225806451612903
2A4L-RRC,MSE,cam,1066,150,0.14071294559099437
2A4L-RRC,MSE,diff,1066,91,0.08536585365853659
2A4L-RRC,MSE,gradcam,1066,187,0.175422138836773
2A4L-RRC,MSE,gradinput,1066,134,0.12570356472795496
2A4L-RRC,MSE,ig,1066,81,0.07598499061913697
2A4L-RRC,MSE,shap,1066,310,0.29080675422138835
2AEI-03R,MSE,cam,84,14,0.16666666666666666
2AEI-03R,MSE,diff,84,6,0.07142857142857142
2AEI-03R,MSE,gradcam,84,8,0.09523809523809523
2AEI-03R,MSE,gradinput,84,10,0.11904761904761904
2AEI-03R,MSE,ig,84,13,0.15476190476190477
2AEI-03R,MSE,shap,84,19,0.2261904761904762
2AUX-CT1,MSE,cam,32,4,0.125
2AUX-CT1,MSE,diff,32,0,0.0
2AUX-CT1,MSE,gradcam,32,0,0.0
2AUX-CT1,MSE,gradinput,32,2,0.0625
2AUX-CT1,MSE,ig,32,1,0.03125
2AUX-CT1,MSE,shap,32,11,0.34375
2AYP-43A,MSE,cam,32,10,0.3125
2AYP-43A,MSE,diff,32,0,0.0
2AYP-43A,MSE,gradcam,32,2,0.0625
2AYP-43A,MSE,gradinput,32,4,0.125
2AYP-43A,MSE,ig,32,1,0.03125
2AYP-43A,MSE,shap,32,10,0.3125
2B36-5PP,MSE,cam,18,1,0.05555555555555555
2B36-5PP,MSE,diff,18,2,0.1111111111111111
2B36-5PP,MSE,gradcam,18,1,0.05555555555555555
2B36-5PP,MSE,gradinput,18,0,0.0
2B36-5PP,MSE,ig,18,2,0.1111111111111111
