target,loss,explainer,n_pairs,n_flipped,flip_rate
2B36-5PP,MSE,shap,18,3,0.16666666666666666
2B52-D42,MSE,cam,32,0,0.0
2B52-D42,MSE,diff,32,0,0.0
2B52-D42,MSE,gradcam,32,0,0.0
2B52-D42,MSE,gradinput,32,0,0.0
2B52-D42,MSE,ig,32,0,0.0
2B52-D42,MSE,shap,32,7,0.21875
2B53-D23,MSE,cam,24,6,0.25
2B53-D23,MSE,diff,24,2,0.08333333333333333
2B53-D23,MSE,gradcam,24,1,0.041666666666666664
2B53-D23,MSE,gradinput,24,0,0.0
2B53-D23,MSE,ig,24,2,0.08333333333333333
2B53-D23,MSE,shap,24,7,0.2916666666666667
2B54-D05,MSE,cam,152,35,0.23026315789473684
2B54-D05,MSE,diff,152,30,0.19736842105263158
2B54-D05,MSE,gradcam,152,34,0.2236842105263158
2B54-D05,MSE,gradinput,152,14,0.09210526315789473
2B54-D05,MSE,ig,152,33,0.21710526315789475
2B54-D05,MSE,shap,152,39,0.2565789473684211
2B55-D31,MSE,cam,29,1,0.034482758620689655
2B55-D31,MSE,diff,29,2,0.06896551724137931
2B55-D31,MSE,gradcam,29,2,0.06896551724137931
2B55-D31,MSE,gradinput,29,1,0.034482758620689655
2B55-D31,MSE,ig,29,4,0.13793103448275862
2B55-D31,MSE,shap,29,7,0.2413793103448276
2BKT-RPF,MSE,cam,138,29,0.21014492753623187
2BKT-RPF,MSE,diff,138,8,0.057971014492753624
2BKT-RPF,MSE,gradcam,138,21,0.15217391304347827
2BKT-RPF,MSE,gradinput,138,16,0.11594202898550725
2BKT-RPF,MSE,ig,138,5,0.036231884057971016
2BKT-RPF,MSE,shap,138,30,0.21739130434782608
2BUB-FPB,MSE,cam,1826,374,0.20481927710843373
2BUB-FPB,MSE,diff,1826,161,0.08817086527929902
2BUB-FPB,MSE,gradcam,1826,247,0.13526834611171962
2BUB-FPB,MSE,gradinput,1826,292,0.15991237677984665
2BUB-FPB,MSE,ig,1826,296,0.16210295728368018
2BUB-FPB,MSE,shap,1826,482,0.26396495071193865
2CJI-GSK,MSE,cam,146,49,0.3356164383561644
2CJI-GSK,MSE,diff,146,14,0.0958904109589041
2CJI-GSK,MSE,gradcam,146,6,0.0410958904109589
2CJI-GSK,MSE,gradinput,146,24,0.1643835616438356
2CJI-GSK,MSE,ig,146,5,0.03424657534246575
2CJI-GSK,MSE,shap,146,50,0.3424657534246575
2CNF-F32,MSE,cam,140,8,0.05714285714285714
2CNF-F32,MSE,diff,140,1,0.007142857142857143
2CNF-F32,MSE,gradcam,140,4,0.02857142857142857
2CNF-F32,MSE,gradinput,140,6,0.04285714285714286
2CNF-F32,MSE,ig,140,2,0.014285714285714285
2CNF-F32,MSE,shap,140,41,0.29285714285714287
2CNG-IZE,MSE,cam,202,13,0.06435643564356436
2CNG-IZE,MSE,diff,202,19,0.09405940594059406
2CNG-IZE,MSE,gradcam,202,13,0.06435643564356436
2CNG-IZE,MSE,gradinput,202,27,0.13366336633663367
2CNG-IZE,MSE,ig,202,12,0.0594059405940594
2CNG-IZE,MSE,shap,202,46,0.22772277227722773
2CNH-IZB,MSE,cam,43,11,0.2558139534883721
2CNH-IZB,MSE,diff,43,4,0.09302325581395349
2CNH-IZB,MSE,gradcam,43,1,0.023255813953488372
2CNH-IZB,MSE,gradinput,43,0,0.0
2CNH-IZB,MSE,ig,43,1,0.023255813953488372
2CNH-IZB,MSE,shap,43,12,0.27906976744186046
2E2B-406,MSE,cam,158,24,0.1518987341772152
2E2B-406,MSE,diff,158,12,0.0759493670886076
2E2B-406,MSE,gradcam,158,23,0.14556962025316456
2E2B-406,MSE,gradinput,158,23,0.14556962025316456
2E2B-406,MSE,ig,158,19,0.12025316455696203
2E2B-406,MSE,shap,158,47,0.2974683544303797
2E9N-76A,MSE,cam,402,111,0.27611940298507465
2E9N-76A,MSE,diff,402,31,0.07711442786069651
2E9N-76A,MSE,gradcam,402,39,0.09701492537313433
2E9N-76A,MSE,gradinput,402,27,0.06716417910447761
2E9N-76A,MSE,ig,402,41,0.10199004975124377
2E9N-76A,MSE,shap,402,95,0.236318407960199
2E9P-77A,MSE,cam,2272,328,0.1443661971830986
2E9P-77A,MSE,diff,2272,178,0.07834507042253522
2E9P-77A,MSE,gradcam,2272,196,0.08626760563380281
2E9P-77A,MSE,gradinput,2272,211,0.09286971830985916
2E9P-77A,MSE,ig,2272,230,0.10123239436619719
2E9P-77A,MSE,shap,2272,697,0.3067781690140845
2EI6-D92,MSE,cam,300,85,0.2833333333333333
2EI6-D92,MSE,diff,300,12,0.04
2EI6-D92,MSE,gradcam,300,29,0.09666666666666666
2EI6-D92,MSE,gradinput,300,24,0.08
2EI6-D92,MSE,ig,300,28,0.09333333333333334
2EI6-D92,MSE,shap,300,98,0.32666666666666666
2ETM-7PY,MSE,cam,216,31,0.14351851851851852
2ETM-7PY,MSE,diff,216,19,0.08796296296296297
2ETM-7PY,MSE,gradcam,216,18,0.08333333333333333
2ETM-7PY,MSE,gradinput,216,14,0.06481481481481481
2ETM-7PY,MSE,ig,216,14,0.06481481481481481
2ETM-7PY,MSE,shap,216,47,0.2175925925925926
2EUF-LQQ,MSE,cam,1424,297,0.20856741573033707
2EUF-LQQ,MSE,diff,1424,108,0.07584269662921349
2EUF-LQQ,MSE,gradcam,1424,146,0.10252808988764045
2EUF-LQQ,MSE,gradinput,1424,138,0.09691011235955056
2EUF-LQQ,MSE,ig,1424,123,0.08637640449438203
2EUF-LQQ,MSE,shap,1424,420,0.2949438202247191
2F3E-AXQ,MSE,cam,21,0,0.0
2F3E-AXQ,MSE,diff,21,0,0.0
2F3E-AXQ,MSE,gradcam,21,3,0.14285714285714285
2F3E-AXQ,MSE,gradinput,21,5,0.23809523809523808
2F3E-AXQ,MSE,ig,21,3,0.14285714285714285
2F3E-AXQ,MSE,shap,21,5,0.23809523809523808
2F89-210,MSE,cam,56,10,0.17857142857142858
2F89-210,MSE,diff,56,1,0.017857142857142856
2F89-210,MSE,gradcam,56,7,0.125
2F89-210,MSE,gradinput,56,8,0.14285714285714285
2F89-210,MSE,ig,56,8,0.14285714285714285
2F89-210,MSE,shap,56,11,0.19642857142857142
2F8C-ZOL,MSE,cam,53,13,0.24528301886792453
2F8C-ZOL,MSE,diff,53,4,0.07547169811320754
2F8C-ZOL,MSE,gradcam,53,2,0.03773584905660377
2F8C-ZOL,MSE,gradinput,53,8,0.1509433962264151
2F8C-ZOL,MSE,ig,53,3,0.05660377358490566
2F8C-ZOL,MSE,shap,53,7,0.1320754716981132
2FME-3QC,MSE,cam,27,5,0.18518518518518517
2FME-3QC,MSE,diff,27,2,0.07407407407407407
2FME-3QC,MSE,gradcam,27,10,0.37037037037037035
2FME-3QC,MSE,gradinput,27,4,0.14814814814814814
2FME-3QC,MSE,ig,27,4,0.14814814814814814
2FME-3QC,MSE,shap,27,5,0.18518518518518517
2FPT-ILB,MSE,cam,49,7,0.14285714285714285
2FPT-ILB,MSE,diff,49,6,0.12244897959183673
2FPT-ILB,MSE,gradcam,49,2,0.04081632653061224
2FPT-ILB,MSE,gradinput,49,4,0.08163265306122448
2FPT-ILB,MSE,ig,49,10,0.20408163265306123
2FPT-ILB,MSE,shap,49,10,0.20408163265306123
2FWZ-H71,MSE,cam,326,147,0.450920245398773
2FWZ-H71,MSE,diff,326,41,0.12576687116564417
2FWZ-H71,MSE,gradcam,326,46,0.1411042944785276
2FWZ-H71,MSE,gradinput,326,23,0.0705521472392638
2FWZ-H71,MSE,ig,326,82,0.25153374233128833
2FWZ-H71,MSE,shap,326,59,0.18098159509202455
2G19-4HG,MSE,cam,47,10,0.2127659574468085
2G19-4HG,MSE,diff,47,4,0.0851063829787234
2G19-4HG,MSE,gradcam,47,1,0.02127659574468085
2G19-4HG,MSE,gradinput,47,11,0.23404255319148937
2G19-4HG,MSE,ig,47,2,0.0425531914893617
2G19-4HG,MSE,shap,47,11,0.23404255319148937
2G1R-3IG,MSE,cam,76,33,0.4342105263157895
2G1R-3IG,MSE,diff,76,9,0.11842105263157894
2G1R-3IG,MSE,gradcam,76,7,0.09210526315789473
2G1R-3IG,MSE,gradinput,76,4,0.05263157894736842
2G1R-3IG,MSE,ig,76,11,0.14473684210526316
2G1R-3IG,MSE,shap,76,22,0.2894736842105263
2GM1-2AZ,MSE,cam,281,20,0.0711743772241993
2GM1-2AZ,MSE,diff,281,17,0.060498220640569395
2GM1-2AZ,MSE,gradcam,281,10,0.03558718861209965
2GM1-2AZ,MSE,gradinput,281,7,0.02491103202846975
2GM1-2AZ,MSE,ig,281,13,0.046263345195729534
2GM1-2AZ,MSE,shap,281,65,0.2313167259786477
2H8H-H8H,MSE,cam,96,28,0.2916666666666667
2H8H-H8H,MSE,diff,96,4,0.041666666666666664
2H8H-H8H,MSE,gradcam,96,24,0.25
2H8H-H8H,MSE,gradinput,96,11,0.11458333333333333
2H8H-H8H,MSE,ig,96,17,0.17708333333333334
2H8H-H8H,MSE,shap,96,29,0.3020833333333333
2HXL-422,MSE,cam,32,4,0.125
2HXL-422,MSE,diff,32,2,0.0625
2HXL-422,MSE,gradcam,32,2,0.0625
2HXL-422,MSE,gradinput,32,5,0.15625
2HXL-422,MSE,ig,32,0,0.0
2HXL-422,MSE,shap,32,5,0.15625
2HYY-STI,MSE,cam,293,80,0.27303754266211605
2HYY-STI,MSE,diff,293,19,0.06484641638225255
2HYY-STI,MSE,gradcam,293,75,0.25597269624573377
2HYY-STI,MSE,gradinput,293,53,0.18088737201365188
2HYY-STI,MSE,ig,293,24,0.08191126279863481
2HYY-STI,MSE,shap,293,87,0.29692832764505117
2ICA-2IC,MSE,cam,28,2,0.07142857142857142
2ICA-2IC,MSE,diff,28,1,0.03571428571428571
2ICA-2IC,MSE,gradcam,28,3,0.10714285714285714
2ICA-2IC,MSE,gradinput,28,2,0.07142857142857142
2ICA-2IC,MSE,ig,28,0,0.0
2ICA-2IC,MSE,shap,28,7,0.25
2ITW-STO,MSE,cam,41,1,0.024390243902439025
2ITW-STO,MSE,diff,41,2,0.04878048780487805
2ITW-STO,MSE,gradcam,41,0,0.0
2ITW-STO,MSE,gradinput,41,2,0.04878048780487805
2ITW-STO,MSE,ig,41,10,0.24390243902439024
2ITW-STO,MSE,shap,41,12,0.2926829268292683
2J5F-DJK,MSE,cam,5091,1180,0.23178157532901197
2J5F-DJK,MSE,diff,5091,314,0.06167747004517776
2J5F-DJK,MSE,gradcam,5091,722,0.14181889609114123
2J5F-DJK,MSE,gradinput,5091,718,0.14103319583578863
2J5F-DJK,MSE,ig,5091,322,0.06324887055588294
2J5F-DJK,MSE,shap,5091,1167,0.2292280494991161
2J6M-AEE,MSE,cam,14,4,0.2857142857142857
2J6M-AEE,MSE,diff,14,0,0.0
2J6M-AEE,MSE,gradcam,14,0,0.0
2J6M-AEE,MSE,gradinput,14,1,0.07142857142857142
2J6M-AEE,MSE,ig,14,1,0.07142857142857142
2J6M-AEE,MSE,shap,14,2,0.14285714285714285
2JBO-P4O,MSE,cam,166,48,0.2891566265060241
2JBO-P4O,MSE,diff,166,17,0.10240963855421686
2JBO-P4O,MSE,gradcam,166,11,0.06626506024096386
2JBO-P4O,MSE,gradinput,166,18,0.10843373493975904
2JBO-P4O,MSE,ig,166,5,0.030120481927710843
2JBO-P4O,MSE,shap,166,46,0.27710843373493976
2OAG-DLI,MSE,cam,33,6,0.18181818181818182
2OAG-DLI,MSE,diff,33,2,0.06060606060606061
2OAG-DLI,MSE,gradcam,33,3,0.09090909090909091
2OAG-DLI,MSE,gradinput,33,7,0.21212121212121213
2OAG-DLI,MSE,ig,33,2,0.06060606060606061
2OAG-DLI,MSE,shap,33,4,0.12121212121212122
2OJ9-BMI,MSE,cam,449,104,0.23162583518930957
2OJ9-BMI,MSE,diff,449,20,0.044543429844097995
2OJ9-BMI,MSE,gradcam,449,49,0.1091314031180401
2OJ9-BMI,MSE,gradinput,449,25,0.0556792873051225
2OJ9-BMI,MSE,ig,449,15,0.0334075723830735
2OJ9-BMI,MSE,shap,449,130,0.289532293986637
2P4I-MR9,MSE,cam,19,6,0.3157894736842105
2P4I-MR9,MSE,diff,19,1,0.05263157894736842
2P4I-MR9,MSE,gradcam,19,0,0.0
2P4I-MR9,MSE,gradinput,19,1,0.05263157894736842
2P4I-MR9,MSE,ig,19,2,0.10526315789473684
2P4I-MR9,MSE,shap,19,6,0.3157894736842105
2P4J-23I,MSE,cam,75,29,0.38666666666666666
2P4J-23I,MSE,diff,75,10,0.13333333333333333
2P4J-23I,MSE,gradcam,75,17,0.22666666666666666
2P4J-23I,MSE,gradinput,75,14,0.18666666666666668
2P4J-23I,MSE,ig,75,12,0.16
2P4J-23I,MSE,shap,75,12,0.16
2PHB-230,MSE,cam,29,15,0.5172413793103449
2PHB-230,MSE,diff,29,2,0.06896551724137931
2PHB-230,MSE,gradcam,29,6,0.20689655172413793
2PHB-230,MSE,gradinput,29,7,0.2413793103448276
2PHB-230,MSE,ig,29,9,0.3103448275862069
2PHB-230,MSE,shap,29,8,0.27586206896551724
2PZY-B18,MSE,cam,129,40,0.31007751937984496
2PZY-B18,MSE,diff,129,4,0.031007751937984496
2PZY-B18,MSE,gradcam,129,11,0.08527131782945736
2PZY-B18,MSE,gradinput,129,10,0.07751937984496124
2PZY-B18,MSE,ig,129,10,0.07751937984496124
2PZY-B18,MSE,shap,129,40,0.31007751937984496
2Q59-240,MSE,cam,61,20,0.32786885245901637
2Q59-240,MSE,diff,61,9,0.14754098360655737
2Q59-240,MSE,gradcam,61,18,0.29508196721311475
2Q59-240,MSE,gradinput,61,12,0.19672131147540983
2Q59-240,MSE,ig,61,1,0.01639344262295082
2Q59-240,MSE,shap,61,19,0.3114754098360656
2Q8S-L92,MSE,cam,12,0,0.0
2Q8S-L92,MSE,diff,12,0,0.0
2Q8S-L92,MSE,gradcam,12,0,0.0
2Q8S-L92,MSE,gradinput,12,0,0.0
2Q8S-L92,MSE,ig,12,0,0.0
2Q8S-L92,MSE,shap,12,4,0.3333333333333333
2QN1-0AS,MSE,cam,171,22,0.1286549707602339
2QN1-0AS,MSE,diff,171,13,0.07602339181286549
2QN1-0AS,MSE,gradcam,171,21,0.12280701754385964
2QN1-0AS,MSE,gradinput,171,20,0.11695906432748537
2QN1-0AS,MSE,ig,171,5,0.029239766081871343
2QN1-0AS,MSE,shap,171,35,0.2046783625730994
2QU2-251,MSE,cam,42,13,0.30952380952380953
2QU2-251,MSE,diff,42,1,0.023809523809523808
2QU2-251,MSE,gradcam,42,2,0.047619047619047616
2QU2-251,MSE,gradinput,42,2,0.047619047619047616
2QU2-251,MSE,ig,42,0,0.0
2QU2-251,MSE,shap,42,10,0.23809523809523808
2R3R-6SC,MSE,cam,56,42,0.75
2R3R-6SC,MSE,diff,56,5,0.08928571428571429
2R3R-6SC,MSE,gradcam,56,2,0.03571428571428571
2R3R-6SC,MSE,gradinput,56,9,0.16071428571428573
2R3R-6SC,MSE,ig,56,1,0.017857142857142856
2R3R-6SC,MSE,shap,56,10,0.17857142857142858
2R64-740,MSE,cam,18,0,0.0
2R64-740,MSE,diff,18,0,0.0
2R64-740,MSE,gradcam,18,0,0.0
2R64-740,MSE,gradinput,18,0,0.0
2R64-740,MSE,ig,18,0,0.0
2R64-740,MSE,shap,18,2,0.1111111111111111
2RGU-356,MSE,cam,783,95,0.12132822477650064
2RGU-356,MSE,diff,783,43,0.05491698595146871
2RGU-356,MSE,gradcam,783,89,0.1136653895274585
2RGU-356,MSE,gradinput,783,106,0.13537675606641125
2RGU-356,MSE,ig,783,99,0.12643678160919541
2RGU-356,MSE,shap,783,244,0.3116219667943806
2TCL-RO4,MSE,cam,79,18,0.22784810126582278
2TCL-RO4,MSE,diff,79,1,0.012658227848101266
2TCL-RO4,MSE,gradcam,79,8,0.10126582278481013
2TCL-RO4,MSE,gradinput,79,11,0.13924050632911392
2TCL-RO4,MSE,ig,79,4,0.05063291139240506
2TCL-RO4,MSE,shap,79,20,0.25316455696202533
2UWL-895,MSE,cam,243,43,0.17695473251028807
2UWL-895,MSE,diff,243,22,0.09053497942386832
2UWL-895,MSE,gradcam,243,37,0.1522633744855967
2UWL-895,MSE,gradinput,243,28,0.11522633744855967
2UWL-895,MSE,ig,243,16,0.06584362139917696
2UWL-895,MSE,shap,243,75,0.30864197530864196
2V0M-KKK,MSE,cam,20,17,0.85
2V0M-KKK,MSE,diff,20,0,0.0
2V0M-KKK,MSE,gradcam,20,6,0.3
2V0M-KKK,MSE,gradinput,20,0,0.0
2V0M-KKK,MSE,ig,20,2,0.1
2V0M-KKK,MSE,shap,20,4,0.2
2V0Z-C41,MSE,cam,712,285,0.4002808988764045
2V0Z-C41,MSE,diff,712,20,0.028089887640449437
2V0Z-C41,MSE,gradcam,712,169,0.23735955056179775
2V0Z-C41,MSE,gradinput,712,159,0.22331460674157302
2V0Z-C41,MSE,ig,712,128,0.1797752808988764
2VCI-2GJ,MSE,cam,45,9,0.2
2VCI-2GJ,MSE,diff,45,3,0.06666666666666667
2VCI-2GJ,MSE,gradcam,45,6,0.13333333333333333
2VCI-2GJ,MSE,gradinput,45,10,0.2222222222222222
2VCI-2GJ,MSE,ig,45,2,0.044444444444444446
2VCI-2GJ,MSE,shap,45,14,0.3111111111111111
2VCJ-2EQ,MSE,cam,24,7,0.2916666666666667
2VCJ-2EQ,MSE,diff,24,4,0.16666666666666666
2VCJ-2EQ,MSE,gradcam,24,1,0.041666666666666664
2VCJ-2EQ,MSE,gradinput,24,1,0.041666666666666664
2VCJ-2EQ,MSE,ig,24,3,0.125
2VCJ-2EQ,MSE,shap,24,5,0.20833333333333334
2VV9-IM9,MSE,cam,92,24,0.2608695652173913
2VV9-IM9,MSE,diff,92,7,0.07608695652173914
2VV9-IM9,MSE,gradcam,92,5,0.05434782608695652
2VV9-IM9,MSE,gradinput,92,13,0.14130434782608695
2VV9-IM9,MSE,ig,92,9,0.09782608695652174
2VV9-IM9,MSE,shap,92,26,0.2826086956521739
2W26-RIV,MSE,cam,1146,183,0.15968586387434555
2W26-RIV,MSE,diff,1146,100,0.08726003490401396
2W26-RIV,MSE,gradcam,1146,163,0.14223385689354276
2W26-RIV,MSE,gradinput,1146,135,0.11780104712041885
2W26-RIV,MSE,ig,1146,151,0.13176265270506107
2W26-RIV,MSE,shap,1146,305,0.2661431064572426
2W8Y-NDR,MSE,cam,42,4,0.09523809523809523
2W8Y-NDR,MSE,diff,42,1,0.023809523809523808
2W8Y-NDR,MSE,gradcam,42,9,0.21428571428571427
2W8Y-NDR,MSE,gradinput,42,2,0.047619047619047616
2W8Y-NDR,MSE,ig,42,1,0.023809523809523808
2W8Y-NDR,MSE,shap,42,7,0.16666666666666666
2WEY-EV1,MSE,cam,522,124,0.23754789272030652
2WEY-EV1,MSE,diff,522,33,0.06321839080459771
2WEY-EV1,MSE,gradcam,522,106,0.20306513409961685
2WEY-EV1,MSE,gradinput,522,40,0.07662835249042145
2WEY-EV1,MSE,ig,522,43,0.08237547892720307
2WEY-EV1,MSE,shap,522,132,0.25287356321839083
2WIH-P48,MSE,cam,219,66,0.3013698630136986
2WIH-P48,MSE,diff,219,14,0.0639269406392694
2WIH-P48,MSE,gradcam,219,52,0.2374429223744292
2WIH-P48,MSE,gradinput,219,17,0.0776255707762557
2WIH-P48,MSE,ig,219,11,0.0502283105022831
2WIH-P48,MSE,shap,219,48,0.2191780821917808
2WOG-ZZD,MSE,cam,109,9,0.08256880733944955
2WOG-ZZD,MSE,diff,109,11,0.10091743119266056
2WOG-ZZD,MSE,gradcam,109,8,0.07339449541284404
2WOG-ZZD,MSE,gradinput,109,8,0.07339449541284404
2WOG-ZZD,MSE,ig,109,5,0.045871559633027525
2WOG-ZZD,MSE,shap,109,18,0.1651376146788991
2X6D-X6D,MSE,cam,167,55,0.32934131736526945
2X6D-X6D,MSE,diff,167,5,0.029940119760479042
2X6D-X6D,MSE,gradcam,167,16,0.09580838323353294
2X6D-X6D,MSE,gradinput,167,5,0.029940119760479042
2X6D-X6D,MSE,ig,167,28,0.16766467065868262
2X6D-X6D,MSE,shap,167,47,0.281437125748503
2X8D-X8D,MSE,cam,202,20,0.09900990099009901
2X8D-X8D,MSE,diff,202,10,0.04950495049504951
2X8D-X8D,MSE,gradcam,202,18,0.0891089108910891
2X8D-X8D,MSE,gradinput,202,22,0.10891089108910891
2X8D-X8D,MSE,ig,202,9,0.04455445544554455
2X8D-X8D,MSE,shap,202,38,0.18811881188118812
2XB7-GUI,MSE,cam,3381,458,0.1354628808044957
2XB7-GUI,MSE,diff,3381,392,0.11594202898550725
2XB7-GUI,MSE,gradcam,3381,490,0.14492753623188406
2XB7-GUI,MSE,gradinput,3381,525,0.15527950310559005
2XB7-GUI,MSE,ig,3381,313,0.09257616089914227
2XB7-GUI,MSE,shap,3381,980,0.2898550724637681
2Y0J-AXC,MSE,cam,39,1,0.02564102564102564
2Y0J-AXC,MSE,diff,39,0,0.0
2Y0J-AXC,MSE,gradcam,39,1,0.02564102564102564
2Y0J-AXC,MSE,gradinput,39,3,0.07692307692307693
2Y0J-AXC,MSE,ig,39,0,0.0
2Y0J-AXC,MSE,shap,39,9,0.23076923076923078
2YAC-937,MSE,cam,337,94,0.2789317507418398
2YAC-937,MSE,diff,337,25,0.07418397626112759
2YAC-937,MSE,gradcam,337,37,0.10979228486646884
2YAC-937,MSE,gradinput,337,23,0.06824925816023739
2YAC-937,MSE,ig,337,32,0.09495548961424333
2YAC-937,MSE,shap,337,95,0.2818991097922849
2YDI-YDI,MSE,cam,115,17,0.14782608695652175
2YDI-YDI,MSE,diff,115,16,0.1391304347826087
2YDI-YDI,MSE,gradcam,115,8,0.06956521739130435
2YDI-YDI,MSE,gradinput,115,4,0.034782608695652174
2YDI-YDI,MSE,ig,115,23,0.2
2YDI-YDI,MSE,shap,115,30,0.2608695652173913
2YDK-YDK,MSE,cam,207,32,0.15458937198067632
2YDK-YDK,MSE,diff,207,25,0.12077294685990338
2YDK-YDK,MSE,gradcam,207,40,0.1932367149758454
2YDK-YDK,MSE,gradinput,207,30,0.14492753623188406
2YDK-YDK,MSE,ig,207,24,0.11594202898550725
2YDK-YDK,MSE,shap,207,55,0.26570048309178745
2YM8-YM8,MSE,cam,20,0,0.0
2YM8-YM8,MSE,diff,20,2,0.1
2YM8-YM8,MSE,gradcam,20,0,0.0
2YM8-YM8,MSE,gradinput,20,1,0.05
2YM8-YM8,MSE,ig,20,2,0.1
2YM8-YM8,MSE,shap,20,4,0.2
2YWP-A42,MSE,cam,1630,250,0.15337423312883436
2YWP-A42,MSE,diff,1630,123,0.0754601226993865
2YWP-A42,MSE,gradcam,1630,173,0.10613496932515337
2YWP-A42,MSE,gradinput,1630,113,0.06932515337423313
2YWP-A42,MSE,ig,1630,141,0.08650306748466258
2YWP-A42,MSE,shap,1630,404,0.24785276073619633
3A2C-PDY,MSE,cam,44,3,0.06818181818181818
3A2C-PDY,MSE,diff,44,1,0.022727272727272728
3A2C-PDY,MSE,gradcam,44,7,0.1590909090909091
3A2C-PDY,MSE,gradinput,44,5,0.11363636363636363
3A2C-PDY,MSE,ig,44,8,0.18181818181818182
3A2C-PDY,MSE,shap,44,9,0.20454545454545456
3AOX-EMH,MSE,cam,1160,211,0.18189655172413793
3AOX-EMH,MSE,diff,1160,135,0.11637931034482758
3AOX-EMH,MSE,gradcam,1160,204,0.17586206896551723
3AOX-EMH,MSE,gradinput,1160,202,0.17413793103448275
3AOX-EMH,MSE,ig,1160,143,0.12327586206896551
3AOX-EMH,MSE,shap,1160,314,0.2706896551724138
3ARN-MSJ,MSE,cam,18,0,0.0
3ARN-MSJ,MSE,diff,18,0,0.0
3ARN-MSJ,MSE,gradcam,18,2,0.1111111111111111
3ARN-MSJ,MSE,gradinput,18,0,0.0
3ARN-MSJ,MSE,ig,18,0,0.0
3ARN-MSJ,MSE,shap,18,6,0.3333333333333333
3AYK-CGS,MSE,cam,59,11,0.1864406779661017
3AYK-CGS,MSE,diff,59,2,0.03389830508474576
3AYK-CGS,MSE,gradcam,59,9,0.15254237288135594
3AYK-CGS,MSE,gradinput,59,10,0.1694915254237288
3AYK-CGS,MSE,ig,59,6,0.1016949152542373
3AYK-CGS,MSE,shap,59,12,0.2033898305084746
3BZ3-YAM,MSE,cam,31,7,0.22580645161290322
3BZ3-YAM,MSE,diff,31,3,0.0967741935483871
3BZ3-YAM,MSE,gradcam,31,2,0.06451612903225806
3BZ3-YAM,MSE,gradinput,31,8,0.25806451612903225
3BZ3-YAM,MSE,ig,31,0,0.0
3BZ3-YAM,MSE,shap,31,5,0.16129032258064516
3CHO-4BG,MSE,cam,50,16,0.32
3CHO-4BG,MSE,diff,50,12,0.24
3CHO-4BG,MSE,gradcam,50,4,0.08
3CHO-4BG,MSE,gradinput,50,5,0.1
3CHO-4BG,MSE,ig,50,7,0.14
3CHO-4BG,MSE,shap,50,17,0.34
3D4Q-SM5,MSE,cam,100,51,0.51
3D4Q-SM5,MSE,diff,100,5,0.05
3D4Q-SM5,MSE,gradcam,100,14,0.14
3D4Q-SM5,MSE,gradinput,100,21,0.21
3D4Q-SM5,MSE,ig,100,8,0.08
3D4Q-SM5,MSE,shap,100,18,0.18
3DBS-GD9,MSE,cam,16,5,0.3125
3DBS-GD9,MSE,diff,16,2,0.125
3DBS-GD9,MSE,gradcam,16,0,0.0
3DBS-GD9,MSE,gradinput,16,1,0.0625
3DBS-GD9,MSE,ig,16,1,0.0625
3DBS-GD9,MSE,shap,16,5,0.3125
3DD0-EZL,MSE,cam,12,1,0.08333333333333333
3DD0-EZL,MSE,diff,12,0,0.0
3DD0-EZL,MSE,gradcam,12,0,0.0
3DD0-EZL,MSE,gradinput,12,0,0.0
3DD0-EZL,MSE,ig,12,1,0.08333333333333333
3DD0-EZL,MSE,shap,12,1,0.08333333333333333
3DUY-AFJ,MSE,cam,85,16,0.18823529411764706
3DUY-AFJ,MSE,diff,85,15,0.17647058823529413
3DUY-AFJ,MSE,gradcam,85,31,0.36470588235294116
3DUY-AFJ,MSE,gradinput,85,23,0.27058823529411763
3DUY-AFJ,MSE,ig,85,8,0.09411764705882353
3DUY-AFJ,MSE,shap,85,27,0.3176470588235294
3DV3-MEK,MSE,cam,53,6,0.11320754716981132
3DV3-MEK,MSE,diff,53,8,0.1509433962264151
3DV3-MEK,MSE,gradcam,53,8,0.1509433962264151
3DV3-MEK,MSE,gradinput,53,20,0.37735849056603776
3DV3-MEK,MSE,ig,53,6,0.11320754716981132
3DV3-MEK,MSE,shap,53,17,0.32075471698113206
3E32-ED2,MSE,cam,17,2,0.11764705882352941
3E32-ED2,MSE,diff,17,2,0.11764705882352941
3E32-ED2,MSE,gradcam,17,0,0.0
3E32-ED2,MSE,gradinput,17,0,0.0
3E32-ED2,MSE,ig,17,2,0.11764705882352941
3E32-ED2,MSE,shap,17,6,0.35294117647058826
3E37-ED5,MSE,cam,16,2,0.125
3E37-ED5,MSE,diff,16,0,0.0
3E37-ED5,MSE,gradcam,16,3,0.1875
3E37-ED5,MSE,gradinput,16,0,0.0
3E37-ED5,MSE,ig,16,2,0.125
3E37-ED5,MSE,shap,16,6,0.375
3EID-PO5,MSE,cam,20,1,0.05
3EID-PO5,MSE,diff,20,1,0.05
3EID-PO5,MSE,gradcam,20,0,0.0
3EID-PO5,MSE,gradinput,20,0,0.0
3EID-PO5,MSE,ig,20,1,0.05
3EID-PO5,MSE,shap,20,2,0.1
3EJ1-5BP,MSE,cam,74,34,0.4594594594594595
3EJ1-5BP,MSE,diff,74,15,0.20270270270270271
3EJ1-5BP,MSE,gradcam,74,3,0.04054054054054054
3EJ1-5BP,MSE,gradinput,74,3,0.04054054054054054
3EJ1-5BP,MSE,ig,74,10,0.13513513513513514
