target,seed,acc_test_mcs50
3QAQ-QAQ,20260809,0.4606744133059922
3QAQ-QAQ,20260810,0.5299403812561707
3QAQ-QAQ,20260811,0.4967684362421203
3R43-ID8,20260809,0.5060185185185185
3R43-ID8,20260810,0.5104751729751731
3R43-ID8,20260811,0.5134361009361009
3RO4-LJ9,20260809,0.4128629600851823
3RO4-LJ9,20260810,0.5406799990133323
3RO4-LJ9,20260811,0.5342046328157439
3RUK-AER,20260809,0.5026960784313725
3RUK-AER,20260810,0.43186274509803924
3RUK-AER,20260811,0.49313725490196075
3S7S-EXM,20260809,0.5171711807399539
3S7S-EXM,20260810,0.5393653744025492
3S7S-EXM,20260811,0.49331297574792
3SHY-5FO,20260809,0.5024366901957513
3SHY-5FO,20260810,0.48845461141054475
3SHY-5FO,20260811,0.4922929122816568
3SWZ-TOK,20260809,0.6397452788757135
3SWZ-TOK,20260810,0.549802371541502
3SWZ-TOK,20260811,0.4850680720245938
3TJC-0TP,20260809,0.5249904507257448
3TJC-0TP,20260810,0.47049274255156603
3TJC-0TP,20260811,0.4805162974280621
3TK5-D1Q,20260809,0.4636855132047439
3TK5-D1Q,20260810,0.5479605330566869
3TK5-D1Q,20260811,0.40314589256896954
3TKH-07S,20260809,0.5171988434068265
3TKH-07S,20260810,0.5107008887471072
3TKH-07S,20260811,0.47463459742871505
3TV7-07Q,20260809,0.49577667516175583
3TV7-07Q,20260810,0.5387714995577899
3TV7-07Q,20260811,0.5105779133500907
3U6H-03X,20260809,0.49363496548012836
3U6H-03X,20260810,0.4978221491195677
3U6H-03X,20260811,0.510411777601424
3U9N-09H,20260809,0.5573247148589614
3U9N-09H,20260810,0.488173812488881
3U9N-09H,20260811,0.5214740358575973
3UFL-508,20260809,0.5789554531490014
3UFL-508,20260810,0.4710189452124936
3UFL-508,20260811,0.4954941116231439
3UMW-596,20260809,0.5337619047619047
3UMW-596,20260810,0.5087142857142858
3UMW-596,20260811,0.5064761904761904
3VHE-42Q,20260809,0.5161593831515706
3VHE-42Q,20260810,0.5102749961435623
3VHE-42Q,20260811,0.4858727388828492
3VJC-ZGA,20260809,0.5064697646479767
3VJC-ZGA,20260810,0.4646776924485903
3VJC-ZGA,20260811,0.4513542295982312
3VSW-R31,20260809,0.49432639899578507
3VSW-R31,20260810,0.5282626996828371
3VSW-R31,20260811,0.503030930354889
3VV6-B00,20260809,0.5545030806935568
3VV6-B00,20260810,0.48403135665040437
3VV6-B00,20260811,0.6051988135321469
3W2T-LF7,20260809,0.4964344978692804
3W2T-LF7,20260810,0.5036573667878016
3W2T-LF7,20260811,0.5079257312735573
3WBL-PDY,20260809,0.4956341761219809
3WBL-PDY,20260810,0.4599433087237965
3WBL-PDY,20260811,0.5922722264185679
3WK4-S0A,20260809,0.5343164394184803
3WK4-S0A,20260810,0.5420433685739809
3WK4-S0A,20260811,0.513582619194864
3WV1-WHH,20260809,0.48492250712117185
3WV1-WHH,20260810,0.48855408954425555
3WV1-WHH,20260811,0.4773190012701922
3WZJ-O43,20260809,0.5094620464412132
3WZJ-O43,20260810,0.4872006658464991
3WZJ-O43,20260811,0.5027561173394507
3WZK-O23,20260809,0.49993676052781644
3WZK-O23,20260810,0.5082671375034489
3WZK-O23,20260811,0.4996247290114527
3ZIM-KKR,20260809,0.5009528785390855
3ZIM-KKR,20260810,0.5185126415729864
3ZIM-KKR,20260811,0.5348430305326857
3ZXH-E41,20260809,0.4994718253034462
3ZXH-E41,20260810,0.4954720010750064
3ZXH-E41,20260811,0.5004864756405983
4A7C-E46,20260809,0.5317550505050505
4A7C-E46,20260810,0.39686748436748437
4A7C-E46,20260811,0.48575336700336696
4AEL-4HN,20260809,0.4890574737249614
4AEL-4HN,20260810,0.5278270579994717
4AEL-4HN,20260811,0.5011241358531999
4ANW-O92,20260809,0.4720107478728168
4ANW-O92,20260810,0.4901851022540678
4ANW-O92,20260811,0.4770637408568443
4AOF-7L0,20260809,0.5019444564214839
4AOF-7L0,20260810,0.4515431729580703
4AOF-7L0,20260811,0.5005411178140032
4AQC-88A,20260809,0.505556347405865
4AQC-88A,20260810,0.505921020407741
4AQC-88A,20260811,0.49463592472203327
4AZ0-S61,20260809,0.4444805194805195
4AZ0-S61,20260810,0.4828553391053392
4AZ0-S61,20260811,0.44244227994227997
4COD-KV1,20260809,0.5466386429928096
4COD-KV1,20260810,0.4737641602224935
4COD-KV1,20260811,0.5571526081942749
4D08-Q2T,20260809,0.496329109140497
4D08-Q2T,20260810,0.5052685737442558
4D08-Q2T,20260811,0.4948014157978571
4D2R-DYK,20260809,0.5097717758432043
4D2R-DYK,20260810,0.4232654250511394
4D2R-DYK,20260811,0.5711223300509015
4DDL-0JQ,20260809,0.5273247724889937
4DDL-0JQ,20260810,0.5098345706444037
4DDL-0JQ,20260811,0.4898968042745805
4EK6-10K,20260809,0.5242819349962207
4EK6-10K,20260810,0.48105631141345434
4EK6-10K,20260811,0.5380291005291005
4EY5-HUP,20260809,0.5443921978404738
4EY5-HUP,20260810,0.609185450564761
4EY5-HUP,20260811,0.4333059660645867
4FAL-0T0,20260809,0.4909060179194408
4FAL-0T0,20260810,0.497426734339486
4FAL-0T0,20260811,0.45827920215504103
4FKQ-42K,20260809,0.4861170338782278
4FKQ-42K,20260810,0.5174840085287846
4FKQ-42K,20260811,0.42939469320066337
4FSR-HKC,20260809,0.4901574829486363
4FSR-HKC,20260810,0.4902912739303622
4FSR-HKC,20260811,0.4989572250572843
4FSW-HK6,20260809,0.44588407774051947
4FSW-HK6,20260810,0.48952968159965327
4FSW-HK6,20260811,0.5056877430211805
4FZ7-0VH,20260809,0.5163814817660972
4FZ7-0VH,20260810,0.5747931982547366
4FZ7-0VH,20260811,0.46880995073302767
4GG5-0J3,20260809,0.4934529822029822
4GG5-0J3,20260810,0.526281265031265
4GG5-0J3,20260811,0.5093338143338143
4GJ7-0LT,20260809,0.5054801636184643
4GJ7-0LT,20260810,0.4982818097565497
4GJ7-0LT,20260811,0.5141082813264499
4GL5-G29,20260809,0.41578947368421054
4GL5-G29,20260810,0.3675438596491228
4GL5-G29,20260811,0.5763157894736842
4HAI-I23,20260809,0.4862930373275713
4HAI-I23,20260810,0.5004450082845511
4HAI-I23,20260811,0.4993953927730279
4HBP-17J,20260809,0.5097796839176151
4HBP-17J,20260810,0.488324855221407
4HBP-17J,20260811,0.5114796314796314
4HF4-15H,20260809,0.5573523250942606
4HF4-15H,20260810,0.42762067681422516
4HF4-15H,20260811,0.5694514267094912
4HMN-16J,20260809,0.6477777777777778
4HMN-16J,20260810,0.4974074074074074
4HMN-16J,20260811,0.4981481481481481
4I8V-BHF,20260809,0.536442479089538
4I8V-BHF,20260810,0.4470009293538706
4I8V-BHF,20260811,0.5449932964638847
4ID7-1G0,20260809,0.49983694567816944
4ID7-1G0,20260810,0.4949663267585507
4ID7-1G0,20260811,0.4940661925207064
4IS9-LTF,20260809,0.507051282051282
4IS9-LTF,20260810,0.41370573870573873
4IS9-LTF,20260811,0.5821733821733821
4JAI-XU2,20260809,0.5155778943278944
4JAI-XU2,20260810,0.45314296814296817
4JAI-XU2,20260811,0.5218123543123543
4JIA-1K3,20260809,0.5009953165415351
4JIA-1K3,20260810,0.5006491711517143
4JIA-1K3,20260811,0.5018450706254776
4JNC-1LF,20260809,0.5124769866149177
4JNC-1LF,20260810,0.48471973428869986
4JNC-1LF,20260811,0.5503396029258097
4JNM-1LJ,20260809,0.41382113821138217
4JNM-1LJ,20260810,0.4024390243902439
4JNM-1LJ,20260811,0.6113821138211383
4JOO-1M4,20260809,0.48513289036544854
4JOO-1M4,20260810,0.5186877076411961
4JOO-1M4,20260811,0.4572259136212624
4JQ7-KJQ,20260809,0.5106091473617993
4JQ7-KJQ,20260810,0.5013589713083445
4JQ7-KJQ,20260811,0.5263198014885575
4JQA-ID8,20260809,0.5146252440370088
4JQA-ID8,20260810,0.4870511841100077
4JQA-ID8,20260811,0.515628978864273
4JR5-1LS,20260809,0.5603028728028728
4JR5-1LS,20260810,0.5108659358659359
4JR5-1LS,20260811,0.4915060165060165
4JZE-1NK,20260809,0.46728290725716354
4JZE-1NK,20260810,0.501282432102529
4JZE-1NK,20260811,0.5110648865587282
4KAK-06U,20260809,0.47299548277809145
4KAK-06U,20260810,0.47588717140347575
4KAK-06U,20260811,0.47022711587928984
4KFN-1QR,20260809,0.4988337420155602
4KFN-1QR,20260810,0.548583436765255
4KFN-1QR,20260811,0.48138641661368936
4KFO-1QS,20260809,0.5416659472215027
4KFO-1QS,20260810,0.49506529136158756
4KFO-1QS,20260811,0.4994230734971476
4L23-X6K,20260809,0.4935729847494553
4L23-X6K,20260810,0.5074157868275515
4L23-X6K,20260811,0.5392031171442937
4L2Y-XXK,20260809,0.40789204756596065
4L2Y-XXK,20260810,0.586171497584541
4L2Y-XXK,20260811,0.4693468970642884
4LTS-LTS,20260809,0.45119047619047625
4LTS-LTS,20260810,0.49107142857142866
4LTS-LTS,20260811,0.5898809523809524
4LY1-20Y,20260809,0.4566162971826301
4LY1-20Y,20260810,0.4821528133480573
4LY1-20Y,20260811,0.5171415770758699
4LYN-1YG,20260809,0.47335443032679214
4LYN-1YG,20260810,0.5270518565744696
4LYN-1YG,20260811,0.5045375478792564
4M0F-1YK,20260809,0.6013814616755794
4M0F-1YK,20260810,0.5486408199643493
4M0F-1YK,20260811,0.524108734402852
4MBI-26K,20260809,0.5100732698789237
4MBI-26K,20260810,0.4747524952471949
4MBI-26K,20260811,0.4798107271605505
4MPC-PV2,20260809,0.539018389018389
4MPC-PV2,20260810,0.44172031672031675
4MPC-PV2,20260811,0.5213989713989713
4MQ1-2C3,20260809,0.5345582414661363
4MQ1-2C3,20260810,0.48012104854210114
4MQ1-2C3,20260811,0.508767329162066
4MXC-DWF,20260809,0.49926931307203504
4MXC-DWF,20260810,0.4366040827501967
4MXC-DWF,20260811,0.5340927280002911
4MXO-DB8,20260809,0.4916317386958577
4MXO-DB8,20260810,0.5028037830841514
4MXO-DB8,20260811,0.502035511452401
4NR7-2LO,20260809,0.6128205128205128
4NR7-2LO,20260810,0.5423076923076923
4NR7-2LO,20260811,0.5314102564102564
4O04-2Q8,20260809,0.4810104529616725
4O04-2Q8,20260810,0.5193379790940766
4O04-2Q8,20260811,0.5041231126596981
4O1L-HO4,20260809,0.49313712621686545
4O1L-HO4,20260810,0.4960106968881067
4O1L-HO4,20260811,0.4929352887888324
4OBO-2QV,20260809,0.5775
4OBO-2QV,20260810,0.41694444444444445
4OBO-2QV,20260811,0.4833333333333334
4OBZ-2S4,20260809,0.5118831010371667
4OBZ-2S4,20260810,0.49821217376430205
4OBZ-2S4,20260811,0.5054204176064585
4OCZ-2RU,20260809,0.4975367247602825
4OCZ-2RU,20260810,0.5065228308016769
4OCZ-2RU,20260811,0.4992490815808124
4PHW-2W1,20260809,0.4984946522113559
4PHW-2W1,20260810,0.49523366940126096
4PHW-2W1,20260811,0.50174500361931
4PM0-32V,20260809,0.4854256854256854
4PM0-32V,20260810,0.5187636969246164
4PM0-32V,20260811,0.47177212953075015
4QHV-IXF,20260809,0.497854526425955
4QHV-IXF,20260810,0.47566718995290425
4QHV-IXF,20260811,0.531083202511774
4QO8-36U,20260809,0.48809523809523814
4QO8-36U,20260810,0.5129662698412698
4QO8-36U,20260811,0.4744940476190475
4QP7-363,20260809,0.5729760208926875
4QP7-363,20260810,0.4847667378917378
4QP7-363,20260811,0.49698650115316784
4RLI-3SH,20260809,0.5103832442067736
4RLI-3SH,20260810,0.46733511586452764
4RLI-3SH,20260811,0.5092840166369579
4RLS-49C,20260809,0.5442460317460317
4RLS-49C,20260810,0.5744047619047619
4RLS-49C,20260811,0.5675595238095238
4RSS-4MG,20260809,0.4847788855364613
4RSS-4MG,20260810,0.5151557664183928
4RSS-4MG,20260811,0.5054394352374151
4RX5-3YO,20260809,0.5329751131221719
4RX5-3YO,20260810,0.4929241568422241
4RX5-3YO,20260811,0.5454153456254296
4TPM-35E,20260809,0.4871544687950938
4TPM-35E,20260810,0.4656295093795094
4TPM-35E,20260811,0.4825949224386724
4TPT-35H,20260809,0.46000457875457873
4TPT-35H,20260810,0.548580586080586
4TPT-35H,20260811,0.5098672161172162
4TV3-ML9,20260809,0.50208884225644
4TV3-ML9,20260810,0.5073983248284925
4TV3-ML9,20260811,0.5008919572048063
4TY1-38W,20260809,0.5106803216908079
4TY1-38W,20260810,0.5038861599157118
4TY1-38W,20260811,0.5124060559713562
4U41-3C8,20260809,0.4866146688560481
4U41-3C8,20260810,0.4910153256704981
4U41-3C8,20260811,0.5541461412151067
4U43-3D8,20260809,0.5626841060174393
4U43-3D8,20260810,0.49792232458899127
4U43-3D8,20260811,0.4684684143017477
4UYE-9F9,20260809,0.51692501265672
4UYE-9F9,20260810,0.4698224201272982
4UYE-9F9,20260811,0.5415445665445665
4W4V-3H8,20260809,0.4707302339533745
4W4V-3H8,20260810,0.5102412394767766
4W4V-3H8,20260811,0.4892153645252819
4WOT-3SG,20260809,0.5171630000593165
4WOT-3SG,20260810,0.480928479289666
4WOT-3SG,20260811,0.5007888617353455
4WPF-3SN,20260809,0.5360997667601441
4WPF-3SN,20260810,0.5149908791418225
4WPF-3SN,20260811,0.5138981912566818
4WQP-3SX,20260809,0.5043051574883295
4WQP-3SX,20260810,0.5171430941442111
4WQP-3SX,20260811,0.4968739376781075
4WT6-3U6,20260809,0.49857492286689864
4WT6-3U6,20260810,0.506927164380756
4WT6-3U6,20260811,0.5026410796947468
4WY1-3VO,20260809,0.49931999870379734
4WY1-3VO,20260810,0.4981905537319222
4WY1-3VO,20260811,0.5030267429912523
4X6X-S74,20260809,0.5990044324790087
4X6X-S74,20260810,0.49256078196756165
4X6X-S74,20260811,0.48594244738312536
4X7I-3YS,20260809,0.5112912262536066
4X7I-3YS,20260810,0.48661491225330716
4X7I-3YS,20260811,0.5029169743887026
4XHK-3YR,20260809,0.5056421763770262
4XHK-3YR,20260810,0.5176910613821935
4XHK-3YR,20260811,0.5017729693444994
4XJ0-41B,20260809,0.5136675193493374
4XJ0-41B,20260810,0.4332882395382395
4XJ0-41B,20260811,0.5432088744588746
4XMO-46G,20260809,0.5518264143264143
4XMO-46G,20260810,0.5116185897435899
4XMO-46G,20260811,0.5713976224392892
4XT9-43V,20260809,0.5065163754895898
4XT9-43V,20260810,0.49523100907029477
4XT9-43V,20260811,0.5405370670995671
4Y73-XPY,20260809,0.47072189282086896
4Y73-XPY,20260810,0.503659570425782
4Y73-XPY,20260811,0.5059474181487833
4YFF-4CV,20260809,0.4831421502474134
4YFF-4CV,20260810,0.5150159051474842
4YFF-4CV,20260811,0.4770653505850874
4YL0-4DZ,20260809,0.5064660207517351
4YL0-4DZ,20260810,0.5347151525722954
4YL0-4DZ,20260811,0.495900483995722
4YPQ-4F1,20260809,0.5027057459736031
4YPQ-4F1,20260810,0.5007369773084058
4YPQ-4F1,20260811,0.4975649277970706
4ZAU-YY3,20260809,0.4464533937011001
4ZAU-YY3,20260810,0.461318625309451
4ZAU-YY3,20260811,0.5373052279015581
4ZIM-4OK,20260809,0.4519283940389517
4ZIM-4OK,20260810,0.4877626588778151
4ZIM-4OK,20260811,0.5086454530864379
4ZJW-4P1,20260809,0.54
4ZJW-4P1,20260810,0.5257142857142857
4ZJW-4P1,20260811,0.4710476190476191
4ZZI-1NS,20260809,0.5515879457843743
4ZZI-1NS,20260810,0.537723858482787
4ZZI-1NS,20260811,0.5047342042877757
5A09-JJD,20260809,0.5021497109773413
5A09-JJD,20260810,0.5007870931363873
5A09-JJD,20260811,0.4972869179040908
5AM3-AUB,20260809,0.515112863327149
5AM3-AUB,20260810,0.40434618291761154
5AM3-AUB,20260811,0.4748428159142445
5AXP-4LK,20260809,0.5072104086389799
5AXP-4LK,20260810,0.5002320695177838
5AXP-4LK,20260811,0.5304650904650905
5CF4-50Y,20260809,0.458196477796285
5CF4-50Y,20260810,0.4825597377550126
5CF4-50Y,20260811,0.4973117314486649
5D1J-56H,20260809,0.4862645070978404
5D1J-56H,20260810,0.5167260208926875
5D1J-56H,20260811,0.5152484860818194
5DXU-5H5,20260809,0.5021996578488239
5DXU-5H5,20260810,0.49997136219523847
5DXU-5H5,20260811,0.49014655915559285
5E1E-5JG,20260809,0.45666099773242635
5E1E-5JG,20260810,0.5353174603174603
5E1E-5JG,20260811,0.5079931972789116
5EDH-5MF,20260809,0.4812931893814247
5EDH-5MF,20260810,0.5054791885674238
5EDH-5MF,20260811,0.49294580691639517
5EK2-5PJ,20260809,0.489072039072039
5EK2-5PJ,20260810,0.4644078144078144
5EK2-5PJ,20260811,0.4823565323565323
5EOL-5QO,20260809,0.49951108755438517
5EOL-5QO,20260810,0.4984598562466356
5EOL-5QO,20260811,0.49907909221675734
5FTO-YMX,20260809,0.4435897435897435
5FTO-YMX,20260810,0.45222832722832723
5FTO-YMX,20260811,0.5950091575091575
5HDU-60W,20260809,0.5033593881855914
5HDU-60W,20260810,0.5175623965062468
5HDU-60W,20260811,0.5073600419188655
5IIS-6CB,20260809,0.48515476190476187
5IIS-6CB,20260810,0.48501785714285717
5IIS-6CB,20260811,0.4599583333333333
830C-RS1,20260809,0.48649907597276015
830C-RS1,20260810,0.5005740361003519
830C-RS1,20260811,0.48094225462646517
966C-RS2,20260809,0.4806691750616984
966C-RS2,20260810,0.5161862281021159
966C-RS2,20260811,0.46049783549783546
