target,seed,acc_test_mcs50
2B52-D42,20260811,0.5675645471256685
2B53-D23,20260809,0.49147247551502876
2B53-D23,20260810,0.5220702465383317
2B53-D23,20260811,0.5100050658561297
2B54-D05,20260809,0.5264149252173057
2B54-D05,20260810,0.5205781624653355
2B54-D05,20260811,0.48434792823195344
2B55-D31,20260809,0.47295911015273767
2B55-D31,20260810,0.4809676253303704
2B55-D31,20260811,0.5172864036834626
2BKT-RPF,20260809,0.5086092482954854
2BKT-RPF,20260810,0.5359817526184838
2BKT-RPF,20260811,0.49350297802531745
2BUB-FPB,20260809,0.496960458599047
2BUB-FPB,20260810,0.49863028139668936
2BUB-FPB,20260811,0.5001565414361776
2CJI-GSK,20260809,0.4857954053608037
2CJI-GSK,20260810,0.48895805111474727
2CJI-GSK,20260811,0.4822886938744657
2CNF-F32,20260809,0.5170352019012733
2CNF-F32,20260810,0.5200960696049981
2CNF-F32,20260811,0.4993839939822083
2CNG-IZE,20260809,0.48672741375072814
2CNG-IZE,20260810,0.4963356205639901
2CNG-IZE,20260811,0.5013795500478081
2CNH-IZB,20260809,0.5417636304264211
2CNH-IZB,20260810,0.48892364095852464
2CNH-IZB,20260811,0.4991931195419568
2E2B-406,20260809,0.49417914459478934
2E2B-406,20260810,0.48240070226181053
2E2B-406,20260811,0.4917404643374397
2E9N-76A,20260809,0.48987151703627185
2E9N-76A,20260810,0.4887251992816688
2E9N-76A,20260811,0.48503794341426554
2E9P-77A,20260809,0.4988779096041709
2E9P-77A,20260810,0.49784853155382147
2E9P-77A,20260811,0.4976735433108039
2EI6-D92,20260809,0.4933885858119771
2EI6-D92,20260810,0.5053488419522992
2EI6-D92,20260811,0.5049288378595695
2ETM-7PY,20260809,0.49077059215294505
2ETM-7PY,20260810,0.5094651622886917
2ETM-7PY,20260811,0.5038716251069193
2EUF-LQQ,20260809,0.49909747090378936
2EUF-LQQ,20260810,0.5041073435696258
2EUF-LQQ,20260811,0.49300319949163957
2F3E-AXQ,20260809,0.5234871707240127
2F3E-AXQ,20260810,0.4957232241442767
2F3E-AXQ,20260811,0.46180421369566105
2F89-210,20260809,0.5095320552463409
2F89-210,20260810,0.5162296433725004
2F89-210,20260811,0.5065921115921115
2F8C-ZOL,20260809,0.5122643696173108
2F8C-ZOL,20260810,0.5116537057713528
2F8C-ZOL,20260811,0.5396227138874199
2FME-3QC,20260809,0.41927223719676543
2FME-3QC,20260810,0.43562443845462706
2FME-3QC,20260811,0.47192273135669355
2FPT-ILB,20260809,0.4962006079027355
2FPT-ILB,20260810,0.514066193853428
2FPT-ILB,20260811,0.5027946639648768
2FWZ-H71,20260809,0.4999170801721034
2FWZ-H71,20260810,0.5162294128677437
2FWZ-H71,20260811,0.5056815586954689
2G19-4HG,20260809,0.5303645231836722
2G19-4HG,20260810,0.4956405296830828
2G19-4HG,20260811,0.4907409965920604
2G1R-3IG,20260809,0.4988477202497218
2G1R-3IG,20260810,0.5133936535045331
2G1R-3IG,20260811,0.4802803627108839
2GM1-2AZ,20260809,0.48722350001419773
2GM1-2AZ,20260810,0.48763665275293183
2GM1-2AZ,20260811,0.4938417525626827
2H8H-H8H,20260809,0.49553370763048177
2H8H-H8H,20260810,0.5039641362222007
2H8H-H8H,20260811,0.4897712204163817
2HXL-422,20260809,0.48728693181818183
2HXL-422,20260810,0.5207098890692641
2HXL-422,20260811,0.477373060966811
2HYY-STI,20260809,0.4969017373048871
2HYY-STI,20260810,0.49715552956339065
2HYY-STI,20260811,0.5070091060283549
2ICA-2IC,20260809,0.43280380333951757
2ICA-2IC,20260810,0.497117218099361
2ICA-2IC,20260811,0.5296259791795507
2ITW-STO,20260809,0.5408142159817513
2ITW-STO,20260810,0.49735430036993705
2ITW-STO,20260811,0.42775000295476845
2J5F-DJK,20260809,0.49874891168105945
2J5F-DJK,20260810,0.5020340077344582
2J5F-DJK,20260811,0.49782665583561353
2J6M-AEE,20260809,0.5146464646464646
2J6M-AEE,20260810,0.4585858585858586
2J6M-AEE,20260811,0.502020202020202
2JBO-P4O,20260809,0.5404688397635106
2JBO-P4O,20260810,0.4913699023025041
2JBO-P4O,20260811,0.47353265421447244
2OAG-DLI,20260809,0.5382750406559931
2OAG-DLI,20260810,0.5423812959527244
2OAG-DLI,20260811,0.5062329645662978
2OJ9-BMI,20260809,0.4984085136314449
2OJ9-BMI,20260810,0.4921644374382048
2OJ9-BMI,20260811,0.4984685230201858
2P4I-MR9,20260809,0.47962069935754154
2P4I-MR9,20260810,0.49130596762175716
2P4I-MR9,20260811,0.5067310080467975
2P4J-23I,20260809,0.48599386253099197
2P4J-23I,20260810,0.5168615609023653
2P4J-23I,20260811,0.4897577643727163
2PHB-230,20260809,0.4989910246035473
2PHB-230,20260810,0.5478976530687324
2PHB-230,20260811,0.48130260210768916
2PZY-B18,20260809,0.5003874963838784
2PZY-B18,20260810,0.4815026615817709
2PZY-B18,20260811,0.4996910275467048
2Q59-240,20260809,0.5129340726323485
2Q59-240,20260810,0.4977457767328457
2Q59-240,20260811,0.5143764162083128
2Q8S-L92,20260809,0.4611111111111111
2Q8S-L92,20260810,0.50625
2Q8S-L92,20260811,0.4458333333333333
2QN1-0AS,20260809,0.49418679410866906
2QN1-0AS,20260810,0.4928103537087912
2QN1-0AS,20260811,0.4983299469627595
2QU2-251,20260809,0.5471367016821562
2QU2-251,20260810,0.4353773331046058
2QU2-251,20260811,0.458687062096153
2R3R-6SC,20260809,0.5013414281796634
2R3R-6SC,20260810,0.5452529285315524
2R3R-6SC,20260811,0.4864104419448432
2R64-740,20260809,0.4116732804232804
2R64-740,20260810,0.6137676366843033
2R64-740,20260811,0.5221450617283951
2RGU-356,20260809,0.4974512174759042
2RGU-356,20260810,0.5050136659131108
2RGU-356,20260811,0.4995298964036323
2TCL-RO4,20260809,0.5014048125625308
2TCL-RO4,20260810,0.5026737244858049
2TCL-RO4,20260811,0.524193228471752
2UWL-895,20260809,0.5109817951584592
2UWL-895,20260810,0.5034495307037876
2UWL-895,20260811,0.5012774255614812
2V0M-KKK,20260809,0.5239469862018883
2V0M-KKK,20260810,0.5330843448490508
2V0M-KKK,20260811,0.5422450461666147
2V0Z-C41,20260809,0.5030588757177648
2V0Z-C41,20260810,0.5002574274847594
2V0Z-C41,20260811,0.5107514776156795
2VCI-2GJ,20260809,0.5312557509951731
2VCI-2GJ,20260810,0.5100523975317577
2VCI-2GJ,20260811,0.5141285812093345
2VCJ-2EQ,20260809,0.5224012099012099
2VCJ-2EQ,20260810,0.4570786852036852
2VCJ-2EQ,20260811,0.4759542540792541
2VV9-IM9,20260809,0.46103792812126143
2VV9-IM9,20260810,0.5205711264044597
2VV9-IM9,20260811,0.4962147574647575
2W26-RIV,20260809,0.5046409088622759
2W26-RIV,20260810,0.4915760264657157
2W26-RIV,20260811,0.49374712337225324
2W8Y-NDR,20260809,0.4792403628117915
2W8Y-NDR,20260810,0.4438038548752834
2W8Y-NDR,20260811,0.422171201814059
2WEY-EV1,20260809,0.5227831502048723
2WEY-EV1,20260810,0.5093195372794198
2WEY-EV1,20260811,0.5102100470740393
2WIH-P48,20260809,0.5180361471334881
2WIH-P48,20260810,0.47203568400550716
2WIH-P48,20260811,0.5063700058540398
2WOG-ZZD,20260809,0.4286446886446887
2WOG-ZZD,20260810,0.4721367521367521
2WOG-ZZD,20260811,0.4997252747252747
2X6D-X6D,20260809,0.4857809571963983
2X6D-X6D,20260810,0.49116037870745544
2X6D-X6D,20260811,0.5057621126084182
2X8D-X8D,20260809,0.49850698511866026
2X8D-X8D,20260810,0.4920276071925817
2X8D-X8D,20260811,0.49249092700869357
2XB7-GUI,20260809,0.4973745874777999
2XB7-GUI,20260810,0.4986681233868092
2XB7-GUI,20260811,0.5020690100170815
2Y0J-AXC,20260809,0.4766276652640289
2Y0J-AXC,20260810,0.49751263046717603
2Y0J-AXC,20260811,0.4557387477842023
2YAC-937,20260809,0.4989956438014926
2YAC-937,20260810,0.48840069144852516
2YAC-937,20260811,0.5038566476761206
2YDI-YDI,20260809,0.5145297197928776
2YDI-YDI,20260810,0.47592469664838083
2YDI-YDI,20260811,0.48674792556371504
2YDK-YDK,20260809,0.4904376034051844
2YDK-YDK,20260810,0.5358481225064766
2YDK-YDK,20260811,0.5093216287730004
2YM8-YM8,20260809,0.505217086834734
2YM8-YM8,20260810,0.4835434173669468
2YM8-YM8,20260811,0.5650210084033613
2YWP-A42,20260809,0.49920688085446585
2YWP-A42,20260810,0.5010917658665962
2YWP-A42,20260811,0.499596153892476
3A2C-PDY,20260809,0.5249240746333769
3A2C-PDY,20260810,0.5114219436893855
3A2C-PDY,20260811,0.5184926507600925
3AOX-EMH,20260809,0.5037800097835816
3AOX-EMH,20260810,0.5039384022064531
3AOX-EMH,20260811,0.4987446426664824
3ARN-MSJ,20260809,0.5697012138188607
3ARN-MSJ,20260810,0.47320261437908495
3ARN-MSJ,20260811,0.5536881419234361
3AYK-CGS,20260809,0.4648853682887297
3AYK-CGS,20260810,0.505883566120187
3AYK-CGS,20260811,0.5050978013583056
3BZ3-YAM,20260809,0.4996026502497598
3BZ3-YAM,20260810,0.5311894882708972
3BZ3-YAM,20260811,0.4164748778208657
3CHO-4BG,20260809,0.4311642743221691
3CHO-4BG,20260810,0.5544683678894204
3CHO-4BG,20260811,0.5232251082251083
3D4Q-SM5,20260809,0.4888400488400489
3D4Q-SM5,20260810,0.4972853072853073
3D4Q-SM5,20260811,0.4954599104599105
3DBS-GD9,20260809,0.5688623876123876
3DBS-GD9,20260810,0.5063048063048063
3DBS-GD9,20260811,0.4181933517871018
3DD0-EZL,20260809,0.42984817115251894
3DD0-EZL,20260810,0.4839199447895099
3DD0-EZL,20260811,0.5267080745341615
3DUY-AFJ,20260809,0.5024981551238757
3DUY-AFJ,20260810,0.49274813146594054
3DUY-AFJ,20260811,0.5339041918435791
3DV3-MEK,20260809,0.45631261941941553
3DV3-MEK,20260810,0.5197746158911208
3DV3-MEK,20260811,0.4825709888816686
3E32-ED2,20260809,0.4224747474747475
3E32-ED2,20260810,0.4874071598336305
3E32-ED2,20260811,0.4682847381376793
3E37-ED5,20260809,0.45059237094341453
3E37-ED5,20260810,0.62880444981963
3E37-ED5,20260811,0.5008307789617088
3EID-PO5,20260809,0.5014838231943495
3EID-PO5,20260810,0.5141604010025062
3EID-PO5,20260811,0.48384597858282075
3EJ1-5BP,20260809,0.5169172286519226
3EJ1-5BP,20260810,0.47868873379077465
3EJ1-5BP,20260811,0.5170956405650282
3ELM-24F,20260809,0.4648216339216339
3ELM-24F,20260810,0.5040862581862582
3ELM-24F,20260811,0.4915295149295149
3EQM-ASD,20260809,0.5209515925575529
3EQM-ASD,20260810,0.5262023021128981
3EQM-ASD,20260811,0.5002277585059042
3EYG-MI1,20260809,0.5033713141247389
3EYG-MI1,20260810,0.4916369272533655
3EYG-MI1,20260811,0.509643788479405
3F5P-741,20260809,0.5111840569561158
3F5P-741,20260810,0.48360469187675076
3F5P-741,20260811,0.5517970319440908
3F7Z-34O,20260809,0.4424144721019721
3F7Z-34O,20260810,0.4295582311207311
3F7Z-34O,20260811,0.43300189393939387
3FH5-24P,20260809,0.502872679257044
3FH5-24P,20260810,0.48838967312094345
3FH5-24P,20260811,0.5029856363325419
3FPM-793,20260809,0.5504128055852193
3FPM-793,20260810,0.5577956526232388
3FPM-793,20260811,0.5650435771125426
3FYJ-B97,20260809,0.4705826239545348
3FYJ-B97,20260810,0.5247925248360333
3FYJ-B97,20260811,0.4369237706254761
3G0B-T22,20260809,0.4884439621733578
3G0B-T22,20260810,0.4697173819769973
3G0B-T22,20260811,0.5211353016641479
3G3E-G3E,20260809,0.36
3G3E-G3E,20260810,0.44666666666666666
3G3E-G3E,20260811,0.43999999999999995
3G6Z-A7T,20260809,0.5021095580436112
3G6Z-A7T,20260810,0.49352595136360944
3G6Z-A7T,20260811,0.5050569481531305
3GW5-72X,20260809,0.5014244589152678
3GW5-72X,20260810,0.5123423985342972
3GW5-72X,20260811,0.49632334540751033
3HPT-YET,20260809,0.46693015528242804
3HPT-YET,20260810,0.48558458586867675
3HPT-YET,20260811,0.4860794298294299
3I7G-732,20260809,0.49925520333129036
3I7G-732,20260810,0.5113508472204125
3I7G-732,20260811,0.5154328561937258
3IG6-438,20260809,0.48846153846153845
3IG6-438,20260810,0.40106837606837603
3IG6-438,20260811,0.5017094017094016
3IGB-454,20260809,0.4755497521801869
3IGB-454,20260810,0.6063021519543258
3IGB-454,20260811,0.5473916180437921
3II5-831,20260809,0.522848004618838
3II5-831,20260810,0.5028759242300909
3II5-831,20260811,0.49646034906451575
3IN3-472,20260809,0.5044726795317178
3IN3-472,20260810,0.5018623455881935
3IN3-472,20260811,0.49422682834554876
3IND-593,20260809,0.5017365192855018
3IND-593,20260810,0.5017035683535491
3IND-593,20260811,0.5020392531607343
3IO7-1P5,20260809,0.4989650760198705
3IO7-1P5,20260810,0.5573369932958974
3IO7-1P5,20260811,0.4771985624725351
3IWE-646,20260809,0.5123215045451549
3IWE-646,20260810,0.5150929476122278
3IWE-646,20260811,0.48464302050420305
3JSI-WTC,20260809,0.49260614977234946
3JSI-WTC,20260810,0.5036390477800374
3JSI-WTC,20260811,0.5047585476390332
3K3B-L31,20260809,0.5149019607843137
3K3B-L31,20260810,0.5210084033613446
3K3B-L31,20260811,0.5566176470588236
3K5F-AYH,20260809,0.48463482397088353
3K5F-AYH,20260810,0.5061946147618965
3K5F-AYH,20260811,0.5006043523411388
3KFC-61X,20260809,0.5125241904568664
3KFC-61X,20260810,0.486552491295776
3KFC-61X,20260811,0.5008913118314683
3KWB-ORH,20260809,0.5851851851851853
3KWB-ORH,20260810,0.4484126984126984
3KWB-ORH,20260811,0.4822751322751322
3KWF-B1Q,20260809,0.49409857428433274
3KWF-B1Q,20260810,0.5101371452764641
3KWF-B1Q,20260811,0.5085354703775756
3KWZ-KWZ,20260809,0.5345264523835953
3KWZ-KWZ,20260810,0.47810267334076856
3KWZ-KWZ,20260811,0.5086643808866032
3KYR-038,20260809,0.48748307248307243
3KYR-038,20260810,0.4918894993894994
3KYR-038,20260811,0.5126577589077589
3L08-ZIG,20260809,0.523280779121354
3L08-ZIG,20260810,0.47030775133214975
3L08-ZIG,20260811,0.49819049878374744
3L9H-EMQ,20260809,0.4952014955746299
3L9H-EMQ,20260810,0.5072772722026453
3L9H-EMQ,20260811,0.47356815379203443
3M6F-BJZ,20260809,0.455688061938062
3M6F-BJZ,20260810,0.48504273504273504
3M6F-BJZ,20260811,0.5426337551337551
3N0T-OPY,20260809,0.49117508908325236
3N0T-OPY,20260810,0.5177364755425979
3N0T-OPY,20260811,0.47741658568189177
3N3G-93N,20260809,0.45330117037434114
3N3G-93N,20260810,0.5682271657881414
3N3G-93N,20260811,0.5514249977664611
3N7R-N7R,20260809,0.5193059445108625
3N7R-N7R,20260810,0.49444123726910616
3N7R-N7R,20260811,0.5436579586169751
3NC9-TR3,20260809,0.48848949991807133
3NC9-TR3,20260810,0.4814383764383764
3NC9-TR3,20260811,0.5226174354745784
3NUN-JMZ,20260809,0.5101381951381951
3NUN-JMZ,20260810,0.5643176268176269
3NUN-JMZ,20260811,0.5261363636363636
3O9L-LPN,20260809,0.4944576391051354
3O9L-LPN,20260810,0.5066870499494057
3O9L-LPN,20260811,0.5015583946090518
3OCS-746,20260809,0.5016861390019295
3OCS-746,20260810,0.5007519309554874
3OCS-746,20260811,0.4908303895428525
3OOT-SSR,20260809,0.4763188465440229
3OOT-SSR,20260810,0.483820298890836
3OOT-SSR,20260811,0.489081433628368
3OQK-S52,20260809,0.5103846661534932
3OQK-S52,20260810,0.49830389783322315
3OQK-S52,20260811,0.5188742584791717
3OT8-MI5,20260809,0.4816883116883117
3OT8-MI5,20260810,0.5027533351002739
3OT8-MI5,20260811,0.5036083870777748
3OY1-589,20260809,0.4241719123546855
3OY1-589,20260810,0.47783953324919715
3OY1-589,20260811,0.463599542381055
3PA3-C70,20260809,0.5210965885965886
3PA3-C70,20260810,0.45606709648376315
3PA3-C70,20260811,0.49977252685586016
3PBB-PBD,20260809,0.4945169332831671
3PBB-PBD,20260810,0.5231472567836204
3PBB-PBD,20260811,0.4797323527843009
3PI5-3P5,20260809,0.49451768427435994
3PI5-3P5,20260810,0.4944792552111631
3PI5-3P5,20260811,0.49493265082226
3POZ-03P,20260809,0.48482712067049427
3POZ-03P,20260810,0.5224647842117721
3POZ-03P,20260811,0.48774160912715137
3Q32-J2I,20260809,0.49324028461959496
3Q32-J2I,20260810,0.5071291735084839
3Q32-J2I,20260811,0.5251231527093596
3Q3K-D90,20260809,0.4956944813581373
3Q3K-D90,20260810,0.503217983966343
3Q3K-D90,20260811,0.53193012616911
3Q3T-RX0,20260809,0.5526108394529445
3Q3T-RX0,20260810,0.5492166459271722
3Q3T-RX0,20260811,0.5337202271412798
3Q8W-AZV,20260809,0.4865422936851508
3Q8W-AZV,20260810,0.5042396756682471
3Q8W-AZV,20260811,0.5685357763929193
3Q92-XNB,20260809,0.5369700474963632
3Q92-XNB,20260810,0.5005355755355756
3Q92-XNB,20260811,0.5026108394529447
