source,loss,metric,mcs,explainer,target_median,rank
lin1,MSE+AC,local_dir_test,95,gradinput,0.743421052631579,
lin1,MSE+AC,local_dir_test,95,ig,0.7279220779220779,
lin1,MSE+AC,local_dir_test,95,shap,,
lin1,MSE+UCN,acc_test,50,cam,0.6151896060297186,
lin1,MSE+UCN,acc_test,50,diff,0.6094704276337122,
lin1,MSE+UCN,acc_test,50,gradcam,0.5724043421831437,
lin1,MSE+UCN,acc_test,50,gradinput,0.5746505640606485,
lin1,MSE+UCN,acc_test,50,ig,0.595497461158812,
lin1,MSE+UCN,acc_test,50,shap,,
lin1,MSE+UCN,acc_test,55,cam,0.6179470980262296,
lin1,MSE+UCN,acc_test,55,diff,0.6118651924207481,
lin1,MSE+UCN,acc_test,55,gradcam,0.5755592006515651,
lin1,MSE+UCN,acc_test,55,gradinput,0.5770402042271336,
lin1,MSE+UCN,acc_test,55,ig,0.5961623850459044,
lin1,MSE+UCN,acc_test,55,shap,,
lin1,MSE+UCN,acc_test,60,cam,0.6200012025012026,
lin1,MSE+UCN,acc_test,60,diff,0.6114403712229798,
lin1,MSE+UCN,acc_test,60,gradcam,0.5780266068725897,
lin1,MSE+UCN,acc_test,60,gradinput,0.5796969813876688,
lin1,MSE+UCN,acc_test,60,ig,0.5995234079484043,
lin1,MSE+UCN,acc_test,60,shap,,
lin1,MSE+UCN,acc_test,65,cam,0.6254383263529606,
lin1,MSE+UCN,acc_test,65,diff,0.6169836599714646,
lin1,MSE+UCN,acc_test,65,gradcam,0.5833310262089331,
lin1,MSE+UCN,acc_test,65,gradinput,0.5818685530599923,
lin1,MSE+UCN,acc_test,65,ig,0.6013421788128577,
lin1,MSE+UCN,acc_test,65,shap,,
lin1,MSE+UCN,acc_test,70,cam,0.6258262260127927,
lin1,MSE+UCN,acc_test,70,diff,0.6221741533440037,
lin1,MSE+UCN,acc_test,70,gradcam,0.5848861283643891,
lin1,MSE+UCN,acc_test,70,gradinput,0.5801326714419269,
lin1,MSE+UCN,acc_test,70,ig,0.6047619047619047,
lin1,MSE+UCN,acc_test,70,shap,,
lin1,MSE+UCN,acc_test,75,cam,0.6346917331881954,
lin1,MSE+UCN,acc_test,75,diff,0.6318299637117677,
lin1,MSE+UCN,acc_test,75,gradcam,0.5946769867330615,
lin1,MSE+UCN,acc_test,75,gradinput,0.5823274942675838,
lin1,MSE+UCN,acc_test,75,ig,0.6035999643303016,
lin1,MSE+UCN,acc_test,75,shap,,
lin1,MSE+UCN,acc_test,80,cam,0.6461538461538462,
lin1,MSE+UCN,acc_test,80,diff,0.6394468001080834,
lin1,MSE+UCN,acc_test,80,gradcam,0.6060606060606061,
lin1,MSE+UCN,acc_test,80,gradinput,0.5949275362318841,
lin1,MSE+UCN,acc_test,80,ig,0.6092474489795927,
lin1,MSE+UCN,acc_test,80,shap,,
lin1,MSE+UCN,acc_test,85,cam,0.6655768671897699,
lin1,MSE+UCN,acc_test,85,diff,0.6535087719298245,
lin1,MSE+UCN,acc_test,85,gradcam,0.6125586854460096,
lin1,MSE+UCN,acc_test,85,gradinput,0.5948275862068966,
lin1,MSE+UCN,acc_test,85,ig,0.615,
lin1,MSE+UCN,acc_test,85,shap,,
lin1,MSE+UCN,acc_test,90,cam,0.6714975845410628,
lin1,MSE+UCN,acc_test,90,diff,0.6666666666666666,
lin1,MSE+UCN,acc_test,90,gradcam,0.6308724832214764,
lin1,MSE+UCN,acc_test,90,gradinput,0.6098484848484848,
lin1,MSE+UCN,acc_test,90,ig,0.625,
lin1,MSE+UCN,acc_test,90,shap,,
lin1,MSE+UCN,acc_test,95,cam,0.75,
lin1,MSE+UCN,acc_test,95,diff,0.7272727272727273,
lin1,MSE+UCN,acc_test,95,gradcam,0.6666666666666666,
lin1,MSE+UCN,acc_test,95,gradinput,0.6436507936507937,
lin1,MSE+UCN,acc_test,95,ig,0.6396103896103896,
lin1,MSE+UCN,acc_test,95,shap,,
lin1,MSE+UCN,f1_test,50,cam,0.5050716713200594,
lin1,MSE+UCN,f1_test,50,diff,0.4642857142857143,
lin1,MSE+UCN,f1_test,50,gradcam,0.48680148873482076,
lin1,MSE+UCN,f1_test,50,gradinput,0.47283477293120973,
lin1,MSE+UCN,f1_test,50,ig,0.4635912668568541,
lin1,MSE+UCN,f1_test,50,shap,,
lin1,MSE+UCN,f1_test,55,cam,0.5061373839930248,
lin1,MSE+UCN,f1_test,55,diff,0.4660332322899442,
lin1,MSE+UCN,f1_test,55,gradcam,0.48766681266611034,
lin1,MSE+UCN,f1_test,55,gradinput,0.4741008012680613,
lin1,MSE+UCN,f1_test,55,ig,0.4645415948632369,
lin1,MSE+UCN,f1_test,55,shap,,
lin1,MSE+UCN,f1_test,60,cam,0.5124620367848722,
lin1,MSE+UCN,f1_test,60,diff,0.4720261492690199,
lin1,MSE+UCN,f1_test,60,gradcam,0.49197223774706744,
lin1,MSE+UCN,f1_test,60,gradinput,0.47708037299859396,
lin1,MSE+UCN,f1_test,60,ig,0.47170850969448225,
lin1,MSE+UCN,f1_test,60,shap,,
lin1,MSE+UCN,f1_test,65,cam,0.5224203301045407,
lin1,MSE+UCN,f1_test,65,diff,0.4833333333333333,
lin1,MSE+UCN,f1_test,65,gradcam,0.49469970218672965,
lin1,MSE+UCN,f1_test,65,gradinput,0.48056086461215713,
lin1,MSE+UCN,f1_test,65,ig,0.4811624251254194,
lin1,MSE+UCN,f1_test,65,shap,,
lin1,MSE+UCN,f1_test,70,cam,0.5310014830848165,
lin1,MSE+UCN,f1_test,70,diff,0.5010139422572848,
lin1,MSE+UCN,f1_test,70,gradcam,0.5,
lin1,MSE+UCN,f1_test,70,gradinput,0.4865190405003891,
lin1,MSE+UCN,f1_test,70,ig,0.4920600238107457,
lin1,MSE+UCN,f1_test,70,shap,,
lin1,MSE+UCN,f1_test,75,cam,0.5442159965295065,
lin1,MSE+UCN,f1_test,75,diff,0.5262779083391623,
lin1,MSE+UCN,f1_test,75,gradcam,0.5004209918178548,
lin1,MSE+UCN,f1_test,75,gradinput,0.48886287954469765,
lin1,MSE+UCN,f1_test,75,ig,0.5012476073860002,
lin1,MSE+UCN,f1_test,75,shap,,
lin1,MSE+UCN,f1_test,80,cam,0.5673341473341473,
lin1,MSE+UCN,f1_test,80,diff,0.5542617960426179,
lin1,MSE+UCN,f1_test,80,gradcam,0.5140765342933715,
lin1,MSE+UCN,f1_test,80,gradinput,0.5,
lin1,MSE+UCN,f1_test,80,ig,0.5166666666666667,
lin1,MSE+UCN,f1_test,80,shap,,
lin1,MSE+UCN,f1_test,85,cam,0.5949604159281581,
lin1,MSE+UCN,f1_test,85,diff,0.5831872795414461,
lin1,MSE+UCN,f1_test,85,gradcam,0.5217391304347826,
lin1,MSE+UCN,f1_test,85,gradinput,0.5004079254079254,
lin1,MSE+UCN,f1_test,85,ig,0.5418300653594772,
lin1,MSE+UCN,f1_test,85,shap,,
lin1,MSE+UCN,f1_test,90,cam,0.6296296296296295,
lin1,MSE+UCN,f1_test,90,diff,0.6398422090729783,
lin1,MSE+UCN,f1_test,90,gradcam,0.5713221601489757,
lin1,MSE+UCN,f1_test,90,gradinput,0.5506802721088434,
lin1,MSE+UCN,f1_test,90,ig,0.6,
lin1,MSE+UCN,f1_test,90,shap,,
lin1,MSE+UCN,f1_test,95,cam,0.75,
lin1,MSE+UCN,f1_test,95,diff,0.7272727272727273,
lin1,MSE+UCN,f1_test,95,gradcam,0.6666666666666666,
lin1,MSE+UCN,f1_test,95,gradinput,0.6306818181818181,
lin1,MSE+UCN,f1_test,95,ig,0.625,
lin1,MSE+UCN,f1_test,95,shap,,
lin1,MSE+UCN,global_dir_test,50,cam,0.9042840938836053,
lin1,MSE+UCN,global_dir_test,50,diff,0.8260869565217391,
lin1,MSE+UCN,global_dir_test,50,gradcam,0.7964614499424626,
lin1,MSE+UCN,global_dir_test,50,gradinput,0.7852622061482821,
lin1,MSE+UCN,global_dir_test,50,ig,0.8125,
lin1,MSE+UCN,global_dir_test,50,shap,,
lin1,MSE+UCN,global_dir_test,55,cam,0.903069213905418,
lin1,MSE+UCN,global_dir_test,55,diff,0.8278688524590164,
lin1,MSE+UCN,global_dir_test,55,gradcam,0.7927055702917771,
lin1,MSE+UCN,global_dir_test,55,gradinput,0.7811910377358491,
lin1,MSE+UCN,global_dir_test,55,ig,0.8070719602977667,
lin1,MSE+UCN,global_dir_test,55,shap,,
lin1,MSE+UCN,global_dir_test,60,cam,0.8990362338986193,
lin1,MSE+UCN,global_dir_test,60,diff,0.8113207547169812,
lin1,MSE+UCN,global_dir_test,60,gradcam,0.7857142857142857,
lin1,MSE+UCN,global_dir_test,60,gradinput,0.7730207382287726,
lin1,MSE+UCN,global_dir_test,60,ig,0.8,
lin1,MSE+UCN,global_dir_test,60,shap,,
lin1,MSE+UCN,global_dir_test,65,cam,0.8955720420050168,
lin1,MSE+UCN,global_dir_test,65,diff,0.8,
lin1,MSE+UCN,global_dir_test,65,gradcam,0.7923850574712643,
lin1,MSE+UCN,global_dir_test,65,gradinput,0.7760905895234254,
lin1,MSE+UCN,global_dir_test,65,ig,0.792572463768116,
lin1,MSE+UCN,global_dir_test,65,shap,,
lin1,MSE+UCN,global_dir_test,70,cam,0.8888888888888888,
lin1,MSE+UCN,global_dir_test,70,diff,0.8,
lin1,MSE+UCN,global_dir_test,70,gradcam,0.7798305084745762,
lin1,MSE+UCN,global_dir_test,70,gradinput,0.7719772103819371,
lin1,MSE+UCN,global_dir_test,70,ig,0.787780371460469,
lin1,MSE+UCN,global_dir_test,70,shap,,
lin1,MSE+UCN,global_dir_test,75,cam,0.875,
lin1,MSE+UCN,global_dir_test,75,diff,0.7830422395639787,
lin1,MSE+UCN,global_dir_test,75,gradcam,0.7666666666666667,
lin1,MSE+UCN,global_dir_test,75,gradinput,0.7619047619047619,
lin1,MSE+UCN,global_dir_test,75,ig,0.7777777777777778,
lin1,MSE+UCN,global_dir_test,75,shap,,
lin1,MSE+UCN,global_dir_test,80,cam,0.875,
lin1,MSE+UCN,global_dir_test,80,diff,0.8,
lin1,MSE+UCN,global_dir_test,80,gradcam,0.7587878787878788,
lin1,MSE+UCN,global_dir_test,80,gradinput,0.75,
lin1,MSE+UCN,global_dir_test,80,ig,0.7736185383244207,
lin1,MSE+UCN,global_dir_test,80,shap,,
lin1,MSE+UCN,global_dir_test,85,cam,0.8666666666666667,
lin1,MSE+UCN,global_dir_test,85,diff,0.7838827838827839,
lin1,MSE+UCN,global_dir_test,85,gradcam,0.75,
lin1,MSE+UCN,global_dir_test,85,gradinput,0.75,
lin1,MSE+UCN,global_dir_test,85,ig,0.7606837606837606,
lin1,MSE+UCN,global_dir_test,85,shap,,
lin1,MSE+UCN,global_dir_test,90,cam,0.8702408702408703,
lin1,MSE+UCN,global_dir_test,90,diff,0.7857142857142857,
lin1,MSE+UCN,global_dir_test,90,gradcam,0.7474215842636895,
lin1,MSE+UCN,global_dir_test,90,gradinput,0.7323232323232323,
lin1,MSE+UCN,global_dir_test,90,ig,0.732051282051282,
lin1,MSE+UCN,global_dir_test,90,shap,,
lin1,MSE+UCN,global_dir_test,95,cam,0.875,
lin1,MSE+UCN,global_dir_test,95,diff,0.75,
lin1,MSE+UCN,global_dir_test,95,gradcam,0.7142857142857143,
lin1,MSE+UCN,global_dir_test,95,gradinput,0.6842105263157895,
lin1,MSE+UCN,global_dir_test,95,ig,0.7368421052631579,
lin1,MSE+UCN,global_dir_test,95,shap,,
lin1,MSE+UCN,local_dir_test,50,cam,0.6584925861285071,
lin1,MSE+UCN,local_dir_test,50,diff,0.6955445544554455,
lin1,MSE+UCN,local_dir_test,50,gradcam,0.6346584177964987,
lin1,MSE+UCN,local_dir_test,50,gradinput,0.6357040548374995,
lin1,MSE+UCN,local_dir_test,50,ig,0.6661255411255411,
lin1,MSE+UCN,local_dir_test,50,shap,,
lin1,MSE+UCN,local_dir_test,55,cam,0.6591354215101943,
lin1,MSE+UCN,local_dir_test,55,diff,0.6962025316455697,
lin1,MSE+UCN,local_dir_test,55,gradcam,0.6360688834516599,
lin1,MSE+UCN,local_dir_test,55,gradinput,0.6384104341643336,
lin1,MSE+UCN,local_dir_test,55,ig,0.6666666666666666,
lin1,MSE+UCN,local_dir_test,55,shap,,
lin1,MSE+UCN,local_dir_test,60,cam,0.6637429140493335,
lin1,MSE+UCN,local_dir_test,60,diff,0.696969696969697,
lin1,MSE+UCN,local_dir_test,60,gradcam,0.6338271424748838,
lin1,MSE+UCN,local_dir_test,60,gradinput,0.6375904966582739,
lin1,MSE+UCN,local_dir_test,60,ig,0.6714314274290284,
lin1,MSE+UCN,local_dir_test,60,shap,,
lin1,MSE+UCN,local_dir_test,65,cam,0.6632693861775762,
lin1,MSE+UCN,local_dir_test,65,diff,0.6979591836734694,
lin1,MSE+UCN,local_dir_test,65,gradcam,0.6353385056215245,
lin1,MSE+UCN,local_dir_test,65,gradinput,0.6381673410781883,
lin1,MSE+UCN,local_dir_test,65,ig,0.6717752984928558,
lin1,MSE+UCN,local_dir_test,65,shap,,
lin1,MSE+UCN,local_dir_test,70,cam,0.6643835616438356,
lin1,MSE+UCN,local_dir_test,70,diff,0.7029413315059828,
lin1,MSE+UCN,local_dir_test,70,gradcam,0.6398988302244705,
lin1,MSE+UCN,local_dir_test,70,gradinput,0.6352941176470588,
lin1,MSE+UCN,local_dir_test,70,ig,0.6723985890652557,
lin1,MSE+UCN,local_dir_test,70,shap,,
lin1,MSE+UCN,local_dir_test,75,cam,0.6666666666666666,
lin1,MSE+UCN,local_dir_test,75,diff,0.7129015808261091,
lin1,MSE+UCN,local_dir_test,75,gradcam,0.6448060870621886,
lin1,MSE+UCN,local_dir_test,75,gradinput,0.641207541761462,
lin1,MSE+UCN,local_dir_test,75,ig,0.6685560427397726,
lin1,MSE+UCN,local_dir_test,75,shap,,
lin1,MSE+UCN,local_dir_test,80,cam,0.6685236768802229,
lin1,MSE+UCN,local_dir_test,80,diff,0.7222222222222222,
lin1,MSE+UCN,local_dir_test,80,gradcam,0.6521739130434783,
lin1,MSE+UCN,local_dir_test,80,gradinput,0.642089093701997,
lin1,MSE+UCN,local_dir_test,80,ig,0.6799163179916318,
lin1,MSE+UCN,local_dir_test,80,shap,,
lin1,MSE+UCN,local_dir_test,85,cam,0.684931506849315,
lin1,MSE+UCN,local_dir_test,85,diff,0.7327380952380952,
lin1,MSE+UCN,local_dir_test,85,gradcam,0.65625,
lin1,MSE+UCN,local_dir_test,85,gradinput,0.6456582633053222,
lin1,MSE+UCN,local_dir_test,85,ig,0.6950886766712142,
lin1,MSE+UCN,local_dir_test,85,shap,,
lin1,MSE+UCN,local_dir_test,90,cam,0.7,
lin1,MSE+UCN,local_dir_test,90,diff,0.75,
lin1,MSE+UCN,local_dir_test,90,gradcam,0.6666666666666666,
lin1,MSE+UCN,local_dir_test,90,gradinput,0.6666666666666666,
lin1,MSE+UCN,local_dir_test,90,ig,0.7142857142857143,
lin1,MSE+UCN,local_dir_test,90,shap,,
lin1,MSE+UCN,local_dir_test,95,cam,0.75,
lin1,MSE+UCN,local_dir_test,95,diff,0.8,
lin1,MSE+UCN,local_dir_test,95,gradcam,0.6666666666666666,
lin1,MSE+UCN,local_dir_test,95,gradinput,0.6666666666666666,
lin1,MSE+UCN,local_dir_test,95,ig,0.7478813559322034,
lin1,MSE+UCN,local_dir_test,95,shap,,
lin2,MSE,acc_test,50,cam,0.5492374757871137,4.0
lin2,MSE,acc_test,50,diff,0.6183736253196108,1.0
lin2,MSE,acc_test,50,gradcam,0.5570286195286195,3.0
lin2,MSE,acc_test,50,gradinput,0.5459523082212511,5.0
lin2,MSE,acc_test,50,ig,0.5889194139194138,2.0
lin2,MSE,acc_test,50,shap,0.49940688671766814,6.0
lin2,MSE,acc_test,55,cam,0.5497058549268671,4.0
lin2,MSE,acc_test,55,diff,0.6199615899451426,1.0
lin2,MSE,acc_test,55,gradcam,0.5582252637209535,3.0
lin2,MSE,acc_test,55,gradinput,0.5468900913264754,5.0
lin2,MSE,acc_test,55,ig,0.5879287943312332,2.0
lin2,MSE,acc_test,55,shap,0.49976874848461134,6.0
lin2,MSE,acc_test,60,cam,0.5502745747182791,5.0
lin2,MSE,acc_test,60,diff,0.6192023340528778,1.0
lin2,MSE,acc_test,60,gradcam,0.560444699333587,3.0
lin2,MSE,acc_test,60,gradinput,0.5503667281792282,4.0
lin2,MSE,acc_test,60,ig,0.5892431530985747,2.0
lin2,MSE,acc_test,60,shap,0.49961895038471105,6.0
lin2,MSE,acc_test,65,cam,0.5497051658095691,5.0
lin2,MSE,acc_test,65,diff,0.620142170161148,1.0
lin2,MSE,acc_test,65,gradcam,0.5618099230623691,3.0
lin2,MSE,acc_test,65,gradinput,0.5520604395604396,4.0
lin2,MSE,acc_test,65,ig,0.5919535467367104,2.0
lin2,MSE,acc_test,65,shap,0.49959280400388917,6.0
lin2,MSE,acc_test,70,cam,0.5516425557564799,4.0
lin2,MSE,acc_test,70,diff,0.6282051282051283,1.0
lin2,MSE,acc_test,70,gradcam,0.5645359347442681,3.0
lin2,MSE,acc_test,70,gradinput,0.55,5.0
lin2,MSE,acc_test,70,ig,0.6001995113843834,2.0
lin2,MSE,acc_test,70,shap,0.5002289106745931,6.0
lin2,MSE,acc_test,75,cam,0.5586569243081849,5.0
lin2,MSE,acc_test,75,diff,0.6384632876486807,1.0
lin2,MSE,acc_test,75,gradcam,0.5694940476190474,3.0
lin2,MSE,acc_test,75,gradinput,0.5635327635327635,4.0
lin2,MSE,acc_test,75,ig,0.6017890979308396,2.0
lin2,MSE,acc_test,75,shap,0.5,6.0
lin2,MSE,acc_test,80,cam,0.5619047619047618,5.0
lin2,MSE,acc_test,80,diff,0.6607843137254897,1.0
lin2,MSE,acc_test,80,gradcam,0.5830023547880692,3.0
lin2,MSE,acc_test,80,gradinput,0.577704678362573,4.0
lin2,MSE,acc_test,80,ig,0.6181985294117642,2.0
lin2,MSE,acc_test,80,shap,0.5,6.0
lin2,MSE,acc_test,85,cam,0.5651709401709402,5.0
lin2,MSE,acc_test,85,diff,0.6845238095238095,1.0
lin2,MSE,acc_test,85,gradcam,0.5915849673202614,3.0
lin2,MSE,acc_test,85,gradinput,0.5833333333333333,4.0
lin2,MSE,acc_test,85,ig,0.6291848617176127,2.0
lin2,MSE,acc_test,85,shap,0.5,6.0
lin2,MSE,acc_test,90,cam,0.5666666666666667,5.0
lin2,MSE,acc_test,90,diff,0.715686274509804,1.0
lin2,MSE,acc_test,90,gradcam,0.6213778211200891,3.0
lin2,MSE,acc_test,90,gradinput,0.6,4.0
lin2,MSE,acc_test,90,ig,0.6462365591397848,2.0
lin2,MSE,acc_test,90,shap,0.5,6.0
lin2,MSE,acc_test,95,cam,0.6,5.0
lin2,MSE,acc_test,95,diff,0.8,1.0
lin2,MSE,acc_test,95,gradcam,0.639344262295082,3.0
lin2,MSE,acc_test,95,gradinput,0.603030303030303,4.0
lin2,MSE,acc_test,95,ig,0.6666666666666666,2.0
lin2,MSE,acc_test,95,shap,0.5,6.0
lin2,MSE,f1_test,50,cam,0.5007092511621498,1.0
lin2,MSE,f1_test,50,diff,0.4916755116962582,2.0
lin2,MSE,f1_test,50,gradcam,0.4764587200522002,3.0
lin2,MSE,f1_test,50,gradinput,0.45184522482017,5.0
lin2,MSE,f1_test,50,ig,0.46068730290571436,4.0
lin2,MSE,f1_test,50,shap,0.3653313233975705,6.0
lin2,MSE,f1_test,55,cam,0.5011558530562928,1.0
lin2,MSE,f1_test,55,diff,0.4927838906545373,2.0
lin2,MSE,f1_test,55,gradcam,0.4770726129216695,3.0
lin2,MSE,f1_test,55,gradinput,0.45473362474616175,5.0
lin2,MSE,f1_test,55,ig,0.4666000485984121,4.0
lin2,MSE,f1_test,55,shap,0.3674881388938984,6.0
lin2,MSE,f1_test,60,cam,0.5025946844273235,1.0
lin2,MSE,f1_test,60,diff,0.49993532797661433,2.0
lin2,MSE,f1_test,60,gradcam,0.4782608695652174,3.0
lin2,MSE,f1_test,60,gradinput,0.45935209420238293,5.0
lin2,MSE,f1_test,60,ig,0.47227907290032634,4.0
lin2,MSE,f1_test,60,shap,0.3724707639034087,6.0
lin2,MSE,f1_test,65,cam,0.5028175979001386,2.0
lin2,MSE,f1_test,65,diff,0.5071585535868592,1.0
lin2,MSE,f1_test,65,gradcam,0.4792517551592871,4.0
lin2,MSE,f1_test,65,gradinput,0.46044606143833305,5.0
lin2,MSE,f1_test,65,ig,0.47995792221047406,3.0
lin2,MSE,f1_test,65,shap,0.37667695144651037,6.0
lin2,MSE,f1_test,70,cam,0.5038759689922481,2.0
lin2,MSE,f1_test,70,diff,0.5206767101211548,1.0
lin2,MSE,f1_test,70,gradcam,0.48669665194390466,4.0
lin2,MSE,f1_test,70,gradinput,0.4689756400152728,5.0
lin2,MSE,f1_test,70,ig,0.4958333333333333,3.0
lin2,MSE,f1_test,70,shap,0.383871269692165,6.0
lin2,MSE,f1_test,75,cam,0.5051997800481662,3.0
lin2,MSE,f1_test,75,diff,0.5419876575730557,1.0
lin2,MSE,f1_test,75,gradcam,0.499100363617947,4.0
lin2,MSE,f1_test,75,gradinput,0.47713075706697133,5.0
lin2,MSE,f1_test,75,ig,0.5143005045431205,2.0
lin2,MSE,f1_test,75,shap,0.388064127962433,6.0
lin2,MSE,f1_test,80,cam,0.5110435663627153,3.0
lin2,MSE,f1_test,80,diff,0.5811161501637693,1.0
lin2,MSE,f1_test,80,gradcam,0.5014569160997733,4.0
lin2,MSE,f1_test,80,gradinput,0.49,5.0
lin2,MSE,f1_test,80,ig,0.53421768707483,2.0
lin2,MSE,f1_test,80,shap,0.3948853615520282,6.0
lin2,MSE,f1_test,85,cam,0.5205228758169934,3.0
lin2,MSE,f1_test,85,diff,0.6225806451612902,1.0
lin2,MSE,f1_test,85,gradcam,0.5180713383838385,4.0
lin2,MSE,f1_test,85,gradinput,0.5,5.0
lin2,MSE,f1_test,85,ig,0.5661016949152543,2.0
lin2,MSE,f1_test,85,shap,0.4103174603174602,6.0
lin2,MSE,f1_test,90,cam,0.5384615384615384,5.0
lin2,MSE,f1_test,90,diff,0.684126984126984,1.0
lin2,MSE,f1_test,90,gradcam,0.5555555555555556,3.0
lin2,MSE,f1_test,90,gradinput,0.541513292433538,4.0
lin2,MSE,f1_test,90,ig,0.6,2.0
lin2,MSE,f1_test,90,shap,0.4510569105691056,6.0
lin2,MSE,f1_test,95,cam,0.6,5.0
lin2,MSE,f1_test,95,diff,0.7958333333333334,1.0
lin2,MSE,f1_test,95,gradcam,0.6363636363636364,3.0
lin2,MSE,f1_test,95,gradinput,0.603030303030303,4.0
lin2,MSE,f1_test,95,ig,0.6666666666666666,2.0
lin2,MSE,f1_test,95,shap,0.5,6.0
lin2,MSE,global_dir_test,50,cam,0.8545073731031341,1.0
lin2,MSE,global_dir_test,50,diff,0.8181818181818182,2.0
lin2,MSE,global_dir_test,50,gradcam,0.7531645569620253,4.0
lin2,MSE,global_dir_test,50,gradinput,0.7065057073233295,5.0
lin2,MSE,global_dir_test,50,ig,0.7963150349945189,3.0
lin2,MSE,global_dir_test,50,shap,0.5,6.0
lin2,MSE,global_dir_test,55,cam,0.8530813600485732,1.0
lin2,MSE,global_dir_test,55,diff,0.8181818181818182,2.0
lin2,MSE,global_dir_test,55,gradcam,0.7531645569620253,4.0
lin2,MSE,global_dir_test,55,gradinput,0.7061197103770256,5.0
lin2,MSE,global_dir_test,55,ig,0.790994623655914,3.0
lin2,MSE,global_dir_test,55,shap,0.5,6.0
lin2,MSE,global_dir_test,60,cam,0.8444449144774877,1.0
lin2,MSE,global_dir_test,60,diff,0.8181818181818182,2.0
lin2,MSE,global_dir_test,60,gradcam,0.7507530120481928,4.0
lin2,MSE,global_dir_test,60,gradinput,0.708579922518628,5.0
lin2,MSE,global_dir_test,60,ig,0.7857142857142857,3.0
lin2,MSE,global_dir_test,60,shap,0.5,6.0
lin2,MSE,global_dir_test,65,cam,0.8348042199229053,1.0
lin2,MSE,global_dir_test,65,diff,0.8190909090909091,2.0
lin2,MSE,global_dir_test,65,gradcam,0.75,4.0
lin2,MSE,global_dir_test,65,gradinput,0.7054780606717226,5.0
lin2,MSE,global_dir_test,65,ig,0.7857142857142857,3.0
lin2,MSE,global_dir_test,65,shap,0.5,6.0
lin2,MSE,global_dir_test,70,cam,0.8289198606271777,1.0
lin2,MSE,global_dir_test,70,diff,0.8141870684243566,2.0
lin2,MSE,global_dir_test,70,gradcam,0.7375,4.0
lin2,MSE,global_dir_test,70,gradinput,0.7042925278219396,5.0
lin2,MSE,global_dir_test,70,ig,0.7816728564508316,3.0
lin2,MSE,global_dir_test,70,shap,0.5,6.0
lin2,MSE,global_dir_test,75,cam,0.8205128205128205,1.0
lin2,MSE,global_dir_test,75,diff,0.8161434977578476,2.0
lin2,MSE,global_dir_test,75,gradcam,0.7247265876298135,4.0
lin2,MSE,global_dir_test,75,gradinput,0.7,5.0
lin2,MSE,global_dir_test,75,ig,0.7777777777777778,3.0
lin2,MSE,global_dir_test,75,shap,0.5,6.0
lin2,MSE,global_dir_test,80,cam,0.8128434065934066,2.0
lin2,MSE,global_dir_test,80,diff,0.8333333333333334,1.0
lin2,MSE,global_dir_test,80,gradcam,0.7368421052631579,4.0
lin2,MSE,global_dir_test,80,gradinput,0.7034500253678335,5.0
lin2,MSE,global_dir_test,80,ig,0.7782331511839709,3.0
lin2,MSE,global_dir_test,80,shap,0.5,6.0
lin2,MSE,global_dir_test,85,cam,0.8016528925619835,2.0
lin2,MSE,global_dir_test,85,diff,0.8421052631578947,1.0
lin2,MSE,global_dir_test,85,gradcam,0.75,4.0
lin2,MSE,global_dir_test,85,gradinput,0.7083333333333334,5.0
lin2,MSE,global_dir_test,85,ig,0.7777777777777778,3.0
lin2,MSE,global_dir_test,85,shap,0.5,6.0
lin2,MSE,global_dir_test,90,cam,0.771412111125336,3.0
lin2,MSE,global_dir_test,90,diff,0.8633250311332503,1.0
lin2,MSE,global_dir_test,90,gradcam,0.75,4.0
lin2,MSE,global_dir_test,90,gradinput,0.7142857142857143,5.0
lin2,MSE,global_dir_test,90,ig,0.7867965367965368,2.0
lin2,MSE,global_dir_test,90,shap,0.5,6.0
lin2,MSE,global_dir_test,95,cam,0.7222222222222222,3.0
lin2,MSE,global_dir_test,95,diff,0.9047619047619048,1.0
lin2,MSE,global_dir_test,95,gradcam,0.7207792207792207,4.0
lin2,MSE,global_dir_test,95,gradinput,0.6666666666666666,5.0
lin2,MSE,global_dir_test,95,ig,0.75,2.0
lin2,MSE,global_dir_test,95,shap,0.5,6.0
lin2,MSE,local_dir_test,50,cam,0.6276757725033587,3.0
lin2,MSE,local_dir_test,50,diff,0.694741081703107,1.0
lin2,MSE,local_dir_test,50,gradcam,0.6081081081081081,4.0
lin2,MSE,local_dir_test,50,gradinput,0.6067089779244552,5.0
lin2,MSE,local_dir_test,50,ig,0.6452336409959587,2.0
lin2,MSE,local_dir_test,50,shap,0.5,6.0
lin2,MSE,local_dir_test,55,cam,0.62674433698968,3.0
lin2,MSE,local_dir_test,55,diff,0.6973892853097746,1.0
lin2,MSE,local_dir_test,55,gradcam,0.6118143459915611,4.0
lin2,MSE,local_dir_test,55,gradinput,0.6081123264619268,5.0
lin2,MSE,local_dir_test,55,ig,0.6468782140897422,2.0
lin2,MSE,local_dir_test,55,shap,0.5,6.0
lin2,MSE,local_dir_test,60,cam,0.6289809341215317,3.0
lin2,MSE,local_dir_test,60,diff,0.6962066375307293,1.0
lin2,MSE,local_dir_test,60,gradcam,0.6084905660377359,5.0
lin2,MSE,local_dir_test,60,gradinput,0.6150303341023668,4.0
lin2,MSE,local_dir_test,60,ig,0.6558452120423492,2.0
lin2,MSE,local_dir_test,60,shap,0.5,6.0
