target,explainer,acc_test_mcs50
2ICA-2IC,gradinput,0.6036100803957947
2ICA-2IC,ig,0.5681612038754896
2ICA-2IC,shap,0.5495754741290455
2ITW-STO,cam,0.4936708860759494
2ITW-STO,diff,0.7126582278481013
2ITW-STO,gradcam,0.7300508811119384
2ITW-STO,gradinput,0.6394957983193277
2ITW-STO,ig,0.4844780106135281
2ITW-STO,shap,0.5440213216088122
2J5F-DJK,cam,0.5161628650801682
2J5F-DJK,diff,0.6549005672714918
2J5F-DJK,gradcam,0.5555314022108311
2J5F-DJK,gradinput,0.5232963084971844
2J5F-DJK,ig,0.5599308411880819
2J5F-DJK,shap,0.5313804997279794
2J6M-AEE,cam,0.36363636363636365
2J6M-AEE,diff,0.7414141414141414
2J6M-AEE,gradcam,0.40606060606060607
2J6M-AEE,gradinput,0.2696969696969697
2J6M-AEE,ig,0.43232323232323233
2J6M-AEE,shap,0.5669191919191919
2JBO-P4O,cam,0.5160892790594986
2JBO-P4O,diff,0.44845310123523285
2JBO-P4O,gradcam,0.4663041503950595
2JBO-P4O,gradinput,0.37326504477758393
2JBO-P4O,ig,0.4581406054760286
2JBO-P4O,shap,0.5102036547569462
2OAG-DLI,cam,0.5079365079365079
2OAG-DLI,diff,0.7328403078403077
2OAG-DLI,gradcam,0.5632996632996633
2OAG-DLI,gradinput,0.5479683455873933
2OAG-DLI,ig,0.5750847477037954
2OAG-DLI,shap,0.5626652007604389
2OJ9-BMI,cam,0.5337362987766571
2OJ9-BMI,diff,0.6721623139180952
2OJ9-BMI,gradcam,0.5877215788080133
2OJ9-BMI,gradinput,0.572948017191504
2OJ9-BMI,ig,0.6027151826830909
2OJ9-BMI,shap,0.5263080853942198
2P4I-MR9,cam,0.4864864864864865
2P4I-MR9,diff,0.625286796339428
2P4I-MR9,gradcam,0.380307838202575
2P4I-MR9,gradinput,0.4082789266999794
2P4I-MR9,ig,0.6164172993120361
2P4I-MR9,shap,0.5625012375012375
2P4J-23I,cam,0.5233627452105302
2P4J-23I,diff,0.57972660628406
2P4J-23I,gradcam,0.5522747120576597
2P4J-23I,gradinput,0.5759968205911142
2P4J-23I,ig,0.5512458068296987
2P4J-23I,shap,0.508279795997238
2PHB-230,cam,0.5
2PHB-230,diff,0.5496347177815364
2PHB-230,gradcam,0.5085625536136639
2PHB-230,gradinput,0.5457068360746166
2PHB-230,ig,0.6315684794873703
2PHB-230,shap,0.4907617335068761
2PZY-B18,cam,0.49937078425450515
2PZY-B18,diff,0.6294516751425095
2PZY-B18,gradcam,0.4925894495607938
2PZY-B18,gradinput,0.39580251378301995
2PZY-B18,ig,0.5610819098961694
2PZY-B18,shap,0.5499384466962227
2Q59-240,cam,0.5
2Q59-240,diff,0.45608713604403256
2Q59-240,gradcam,0.4876660695626213
2Q59-240,gradinput,0.5625318527258184
2Q59-240,ig,0.5288611173309449
2Q59-240,shap,0.5075297906116872
2Q8S-L92,cam,0.5
2Q8S-L92,diff,0.8583333333333334
2Q8S-L92,gradcam,0.6333333333333333
2Q8S-L92,gradinput,0.6305555555555555
2Q8S-L92,ig,0.5437500000000001
2Q8S-L92,shap,0.55625
2QN1-0AS,cam,0.5722085813492063
2QN1-0AS,diff,0.6203872863247863
2QN1-0AS,gradcam,0.628764165521978
2QN1-0AS,gradinput,0.5146805364774115
2QN1-0AS,ig,0.659806881486569
2QN1-0AS,shap,0.555306394993895
2QU2-251,cam,0.6363636363636364
2QU2-251,diff,0.7676951836042745
2QU2-251,gradcam,0.6870108006471642
2QU2-251,gradinput,0.674933694251876
2QU2-251,ig,0.8480328173509992
2QU2-251,shap,0.5251438376438377
2R3R-6SC,cam,0.5
2R3R-6SC,diff,0.6364030832321274
2R3R-6SC,gradcam,0.33261268814052425
2R3R-6SC,gradinput,0.34398643490030045
2R3R-6SC,ig,0.4307487869856567
2R3R-6SC,shap,0.5127805434528124
2R64-740,cam,0.6574074074074073
2R64-740,diff,0.6715388007054673
2R64-740,gradcam,0.6712962962962963
2R64-740,gradinput,0.4634259259259259
2R64-740,ig,0.7035493827160493
2R64-740,shap,0.5228284832451497
2RGU-356,cam,0.5867091972549631
2RGU-356,diff,0.6432008780915277
2RGU-356,gradcam,0.5810468388719363
2RGU-356,gradinput,0.582871296738352
2RGU-356,ig,0.5334425714583337
2RGU-356,shap,0.5199139585004036
2TCL-RO4,cam,0.5302013422818792
2TCL-RO4,diff,0.6826318256687383
2TCL-RO4,gradcam,0.6081312889198796
2TCL-RO4,gradinput,0.48956601750225903
2TCL-RO4,ig,0.7358157223090108
2TCL-RO4,shap,0.5532226628703139
2UWL-895,cam,0.5304772956088746
2UWL-895,diff,0.653470639267853
2UWL-895,gradcam,0.6000580260884053
2UWL-895,gradinput,0.5049164858762382
2UWL-895,ig,0.5582527857634281
2UWL-895,shap,0.5223212939737707
2V0M-KKK,cam,0.5
2V0M-KKK,diff,0.8924214130096484
2V0M-KKK,gradcam,0.5
2V0M-KKK,gradinput,0.6202251270878721
2V0M-KKK,ig,0.5923021060275963
2V0M-KKK,shap,0.4682254383234776
2V0Z-C41,cam,0.5829940259839398
2V0Z-C41,diff,0.6457946969663673
2V0Z-C41,gradcam,0.5408638725653955
2V0Z-C41,gradinput,0.45396622416659704
2V0Z-C41,ig,0.5353239858542146
2VCI-2GJ,cam,0.49749694749694745
2VCI-2GJ,diff,0.5235855463383843
2VCI-2GJ,gradcam,0.5503433336624771
2VCI-2GJ,gradinput,0.44715448237120065
2VCI-2GJ,ig,0.637609508845319
2VCI-2GJ,shap,0.512197380363015
2VCJ-2EQ,cam,0.45454545454545453
2VCJ-2EQ,diff,0.5823398823398823
2VCJ-2EQ,gradcam,0.6621711621711621
2VCJ-2EQ,gradinput,0.677813159063159
2VCJ-2EQ,ig,0.7505362692862693
2VCJ-2EQ,shap,0.5152309496059496
2VV9-IM9,cam,0.5177448477448477
2VV9-IM9,diff,0.6402567031733698
2VV9-IM9,gradcam,0.541381519714853
2VV9-IM9,gradinput,0.4658920400587067
2VV9-IM9,ig,0.5332577453410787
2VV9-IM9,shap,0.5135544856378189
2W26-RIV,cam,0.5634025964212633
2W26-RIV,diff,0.5883140543021245
2W26-RIV,gradcam,0.51289980405597
2W26-RIV,gradinput,0.5703154205910311
2W26-RIV,ig,0.6025287116538148
2W26-RIV,shap,0.5136017233579345
2W8Y-NDR,cam,0.4714285714285714
2W8Y-NDR,diff,0.6539569160997732
2W8Y-NDR,gradcam,0.5975113378684808
2W8Y-NDR,gradinput,0.5478231292517006
2W8Y-NDR,ig,0.516422902494331
2W8Y-NDR,shap,0.510124716553288
2WEY-EV1,cam,0.5318766360840724
2WEY-EV1,diff,0.6166638074906177
2WEY-EV1,gradcam,0.49321224546273473
2WEY-EV1,gradinput,0.5181731700567317
2WEY-EV1,ig,0.5543215210534193
2WEY-EV1,shap,0.5166278030514821
2WIH-P48,cam,0.5076821599508734
2WIH-P48,diff,0.6374218211485567
2WIH-P48,gradcam,0.5341119845801346
2WIH-P48,gradinput,0.441963382219819
2WIH-P48,ig,0.5067829633168653
2WIH-P48,shap,0.5254063553554469
2WOG-ZZD,cam,0.558974358974359
2WOG-ZZD,diff,0.6251526251526252
2WOG-ZZD,gradcam,0.6943956043956043
2WOG-ZZD,gradinput,0.5957570207570207
2WOG-ZZD,ig,0.4622832722832723
2WOG-ZZD,shap,0.5428449328449328
2X6D-X6D,cam,0.5091463414634146
2X6D-X6D,diff,0.6466591034403983
2X6D-X6D,gradcam,0.5559195566907188
2X6D-X6D,gradinput,0.5339362504624341
2X6D-X6D,ig,0.6085281951628795
2X6D-X6D,shap,0.4915888327159848
2X8D-X8D,cam,0.49746192893401014
2X8D-X8D,diff,0.6795006319117994
2X8D-X8D,gradcam,0.6140028682541373
2X8D-X8D,gradinput,0.5500031764625674
2X8D-X8D,ig,0.619615832559995
2X8D-X8D,shap,0.5187478483163762
2XB7-GUI,cam,0.530169480496631
2XB7-GUI,diff,0.5545800078656097
2XB7-GUI,gradcam,0.518194929323877
2XB7-GUI,gradinput,0.5345414949973286
2XB7-GUI,ig,0.5474614590504002
2XB7-GUI,shap,0.508741353913204
2Y0J-AXC,cam,0.5909090909090909
2Y0J-AXC,diff,0.6005254425708971
2Y0J-AXC,gradcam,0.6675225027497754
2Y0J-AXC,gradinput,0.5805054373236191
2Y0J-AXC,ig,0.586673175309539
2Y0J-AXC,shap,0.516252896934715
2YAC-937,cam,0.4963924480403322
2YAC-937,diff,0.5622010029868632
2YAC-937,gradcam,0.44835369325226976
2YAC-937,gradinput,0.4920887036608437
2YAC-937,ig,0.5778749446994602
2YAC-937,shap,0.5217137388493672
2YDI-YDI,cam,0.5300517951833741
2YDI-YDI,diff,0.5108750046250047
2YDI-YDI,gradcam,0.5279779552805868
2YDI-YDI,gradinput,0.5360462636778426
2YDI-YDI,ig,0.47607526489105434
2YDI-YDI,shap,0.4773208881761514
2YDK-YDK,cam,0.566435102719392
2YDK-YDK,diff,0.6731743042216858
2YDK-YDK,gradcam,0.4257212723546888
2YDK-YDK,gradinput,0.5060239358867787
2YDK-YDK,ig,0.5840117765304798
2YDK-YDK,shap,0.5048565039836861
2YM8-YM8,cam,0.47058823529411764
2YM8-YM8,diff,0.5554271708683474
2YM8-YM8,gradcam,0.4830532212885154
2YM8-YM8,gradinput,0.4489145658263305
2YM8-YM8,ig,0.5345588235294118
2YM8-YM8,shap,0.6742997198879552
2YWP-A42,cam,0.5759842720955143
2YWP-A42,diff,0.6162436340739494
2YWP-A42,gradcam,0.5841588249098139
2YWP-A42,gradinput,0.5775957597951556
2YWP-A42,ig,0.5236191006106545
2YWP-A42,shap,0.538595073398617
3A2C-PDY,cam,0.501937984496124
3A2C-PDY,diff,0.6785076680425517
3A2C-PDY,gradcam,0.5804917950266787
3A2C-PDY,gradinput,0.5532773750797008
3A2C-PDY,ig,0.6449872478942246
3A2C-PDY,shap,0.5752013490385584
3AOX-EMH,cam,0.511900165974375
3AOX-EMH,diff,0.5817118205701244
3AOX-EMH,gradcam,0.5711958849466731
3AOX-EMH,gradinput,0.5429881698623693
3AOX-EMH,ig,0.5785266371864835
3AOX-EMH,shap,0.5368932112903294
3ARN-MSJ,cam,0.47058823529411764
3ARN-MSJ,diff,0.7200863678804855
3ARN-MSJ,gradcam,0.687453314659197
3ARN-MSJ,gradinput,0.5778244631185807
3ARN-MSJ,ig,0.8398692810457516
3ARN-MSJ,shap,0.5230859010270775
3AYK-CGS,cam,0.4839593459761527
3AYK-CGS,diff,0.6103756254884075
3AYK-CGS,gradcam,0.46797026723829027
3AYK-CGS,gradinput,0.5318021551236942
3AYK-CGS,ig,0.5173254492162055
3AYK-CGS,shap,0.4654884187347699
3BZ3-YAM,cam,0.4918032786885246
3BZ3-YAM,diff,0.5981515164697929
3BZ3-YAM,gradcam,0.6699431077812542
3BZ3-YAM,gradinput,0.6391494987330646
3BZ3-YAM,ig,0.6562862146453478
3BZ3-YAM,shap,0.5227312250252919
3CHO-4BG,cam,0.5052631578947369
3CHO-4BG,diff,0.5214730006835271
3CHO-4BG,gradcam,0.6034761145287463
3CHO-4BG,gradinput,0.40718348902559437
3CHO-4BG,ig,0.5676471481734641
3CHO-4BG,shap,0.5641615402141719
3D4Q-SM5,cam,0.5076923076923077
3D4Q-SM5,diff,0.5413105413105413
3D4Q-SM5,gradcam,0.278966218966219
3D4Q-SM5,gradinput,0.4077391127391128
3D4Q-SM5,ig,0.5297964997964998
3D4Q-SM5,shap,0.5394078144078145
3DBS-GD9,cam,0.5
3DBS-GD9,diff,0.669009983072483
3DBS-GD9,gradcam,0.6145270528083028
3DBS-GD9,gradinput,0.7172190656565657
3DBS-GD9,ig,0.6069805194805195
3DBS-GD9,shap,0.5470395923520923
3DD0-EZL,cam,0.4782608695652174
3DD0-EZL,diff,0.7629917184265012
3DD0-EZL,gradcam,0.4710144927536232
3DD0-EZL,gradinput,0.4921325051759834
3DD0-EZL,ig,0.5298826777087647
3DD0-EZL,shap,0.6439958592132504
3DUY-AFJ,cam,0.515862567310738
3DUY-AFJ,diff,0.4625550676778725
3DUY-AFJ,gradcam,0.5253546256430778
3DUY-AFJ,gradinput,0.4614317111022918
3DUY-AFJ,ig,0.5950668674943744
3DUY-AFJ,shap,0.5090385558436769
3DV3-MEK,cam,0.593491594705187
3DV3-MEK,diff,0.5742343955936189
3DV3-MEK,gradcam,0.5610243855389486
3DV3-MEK,gradinput,0.5824339091329384
3DV3-MEK,ig,0.5951138667158085
3DV3-MEK,shap,0.5497385570201103
3E32-ED2,cam,0.5029411764705882
3E32-ED2,diff,0.5610262286732874
3E32-ED2,gradcam,0.7315826330532214
3E32-ED2,gradinput,0.7356617647058824
3E32-ED2,ig,0.446816378066378
3E32-ED2,shap,0.4522833375774552
3E37-ED5,cam,0.49818830758109695
3E37-ED5,diff,0.7413462407295425
3E37-ED5,gradcam,0.6257753473597877
3E37-ED5,gradinput,0.6396240382008882
3E37-ED5,ig,0.6674619972058302
3E37-ED5,shap,0.5941405842734117
3EID-PO5,cam,0.47368421052631576
3EID-PO5,diff,0.6518967874231032
3EID-PO5,gradcam,0.499074390521759
3EID-PO5,gradinput,0.5408806106174527
3EID-PO5,ig,0.6437799043062201
3EID-PO5,shap,0.44942185007974483
3EJ1-5BP,cam,0.553968253968254
3EJ1-5BP,diff,0.5597522847522848
3EJ1-5BP,gradcam,0.553735115980014
3EJ1-5BP,gradinput,0.5080678014351484
3EJ1-5BP,ig,0.5530992627931404
3EJ1-5BP,shap,0.5464239086688066
3ELM-24F,cam,0.508
3ELM-24F,diff,0.4856632811632811
3ELM-24F,gradcam,0.5311806859806859
3ELM-24F,gradinput,0.4118185703185704
3ELM-24F,ig,0.5848427572427572
3ELM-24F,shap,0.5349432456432457
3EQM-ASD,cam,0.4888153053715968
3EQM-ASD,diff,0.7132270752303865
3EQM-ASD,gradcam,0.6146571358491888
3EQM-ASD,gradinput,0.46774720557833144
3EQM-ASD,ig,0.5570298538841585
3EQM-ASD,shap,0.5659036756718876
3EYG-MI1,cam,0.5857953208638139
3EYG-MI1,diff,0.6248298251722908
3EYG-MI1,gradcam,0.6268539083950043
3EYG-MI1,gradinput,0.5463420749722119
3EYG-MI1,ig,0.5544318758359853
3EYG-MI1,shap,0.5356031550894564
3F5P-741,cam,0.5055555555555556
3F5P-741,diff,0.4966808903696158
3F5P-741,gradcam,0.4499923664752096
3F5P-741,gradinput,0.39714270388289996
3F5P-741,ig,0.6118822444802838
3F5P-741,shap,0.537362596553773
3F7Z-34O,cam,0.5
3F7Z-34O,diff,0.5525928932178933
3F7Z-34O,gradcam,0.5224995490620491
3F7Z-34O,gradinput,0.52754329004329
3F7Z-34O,ig,0.6867942821067822
3F7Z-34O,shap,0.5247249278499279
3FH5-24P,cam,0.49366125188600757
3FH5-24P,diff,0.6860413202432747
3FH5-24P,gradcam,0.6339599732515042
3FH5-24P,gradinput,0.5219403379826832
3FH5-24P,ig,0.6339633764715198
3FH5-24P,shap,0.5418976607901689
3FPM-793,cam,0.5517241379310345
3FPM-793,diff,0.7032588101553618
3FPM-793,gradcam,0.6461538461538462
3FPM-793,gradinput,0.6525577870405457
3FPM-793,ig,0.6830870279146142
3FPM-793,shap,0.5684264011850219
3FYJ-B97,cam,0.47682445759368836
3FYJ-B97,diff,0.6776451687694292
3FYJ-B97,gradcam,0.5964328242434751
3FYJ-B97,gradinput,0.5592966041190893
3FYJ-B97,ig,0.677704215574038
3FYJ-B97,shap,0.5148523823123545
3G0B-T22,cam,0.4983516483516483
3G0B-T22,diff,0.6196093474596222
3G0B-T22,gradcam,0.5803496831312764
3G0B-T22,gradinput,0.5769218571416374
3G0B-T22,ig,0.6411718356429894
3G0B-T22,shap,0.5361433019056646
3G3E-G3E,cam,0.48
3G3E-G3E,diff,0.7466666666666666
3G3E-G3E,gradcam,0.4133333333333333
3G3E-G3E,gradinput,0.5466666666666666
3G3E-G3E,ig,0.5933333333333333
3G3E-G3E,shap,0.7533333333333333
3G6Z-A7T,cam,0.5762803494550068
3G6Z-A7T,diff,0.5653866912675083
3G6Z-A7T,gradcam,0.595217964216564
3G6Z-A7T,gradinput,0.5737146899257903
3G6Z-A7T,ig,0.47097723473272407
3G6Z-A7T,shap,0.5182203495434705
3GW5-72X,cam,0.5022321428571429
3GW5-72X,diff,0.6524950727304325
3GW5-72X,gradcam,0.5970005331678127
3GW5-72X,gradinput,0.4566891757067046
3GW5-72X,ig,0.5952115064411545
3GW5-72X,shap,0.5214648692737585
3HPT-YET,cam,0.49116161616161613
3HPT-YET,diff,0.5252963366599731
3HPT-YET,gradcam,0.590768501279865
3HPT-YET,gradinput,0.6343656238542602
3HPT-YET,ig,0.5320335283403465
3HPT-YET,shap,0.48216073699028245
3I7G-732,cam,0.5
3I7G-732,diff,0.5968823447084317
3I7G-732,gradcam,0.6331972777624951
3I7G-732,gradinput,0.5590186584751802
3I7G-732,ig,0.5079833511898729
3I7G-732,shap,0.5315204421182682
3IG6-438,cam,0.5865384615384616
3IG6-438,diff,0.5594988344988345
3IG6-438,gradcam,0.550097125097125
3IG6-438,gradinput,0.6615384615384614
3IG6-438,ig,0.37317404817404815
3IG6-438,shap,0.5857031857031857
3IGB-454,cam,0.5
3IGB-454,diff,0.7107127172344564
3IGB-454,gradcam,0.6444899303594955
3IGB-454,gradinput,0.7359432837693708
3IGB-454,ig,0.6058018068887634
3IGB-454,shap,0.5383673693456302
3II5-831,cam,0.555952380952381
3II5-831,diff,0.5162799777383111
3II5-831,gradcam,0.42867076981660307
3II5-831,gradinput,0.4468996088787755
3II5-831,ig,0.6197290749374083
3II5-831,shap,0.5126084178167511
3IN3-472,cam,0.5653586573723971
3IN3-472,diff,0.6118468800413842
3IN3-472,gradcam,0.45840495735837083
3IN3-472,gradinput,0.5869740893141494
3IN3-472,ig,0.5606986282168764
3IN3-472,shap,0.5183497225307014
3IND-593,cam,0.5704317498726222
3IND-593,diff,0.571154364246011
3IND-593,gradcam,0.5190434949033774
3IND-593,gradinput,0.5216103943049525
3IND-593,ig,0.5270826443639102
3IND-593,shap,0.501462406452432
3IO7-1P5,cam,0.4769625351817132
3IO7-1P5,diff,0.7069869247951439
3IO7-1P5,gradcam,0.6497734381296025
3IO7-1P5,gradinput,0.6790394917107245
3IO7-1P5,ig,0.5676834961081537
3IO7-1P5,shap,0.4917458492800958
3IWE-646,cam,0.5933589903384248
3IWE-646,diff,0.5363841528365949
3IWE-646,gradcam,0.46427219595600056
3IWE-646,gradinput,0.5314274129184154
3IWE-646,ig,0.5550079169616444
3IWE-646,shap,0.5148239720861829
3JSI-WTC,cam,0.5382082643987406
3JSI-WTC,diff,0.6108724922528221
3JSI-WTC,gradcam,0.5658168493447049
3JSI-WTC,gradinput,0.5291489576347964
3JSI-WTC,ig,0.6098066994503347
3JSI-WTC,shap,0.5289620354746405
3K3B-L31,cam,0.5713235294117647
3K3B-L31,diff,0.6328501400560224
3K3B-L31,gradcam,0.541470588235294
3K3B-L31,gradinput,0.5429831932773109
3K3B-L31,ig,0.5878921568627451
3K3B-L31,shap,0.5064915966386555
3K5F-AYH,cam,0.5545977011494252
3K5F-AYH,diff,0.7138906324768404
3K5F-AYH,gradcam,0.8111945572269686
3K5F-AYH,gradinput,0.6601869394618627
3K5F-AYH,ig,0.5852026450654961
3K5F-AYH,shap,0.5627096292883271
3KFC-61X,cam,0.5039524059755274
3KFC-61X,diff,0.45613563681397745
3KFC-61X,gradcam,0.5312609016281237
3KFC-61X,gradinput,0.45966940800330797
3KFC-61X,ig,0.6156134667780366
3KFC-61X,shap,0.508880530667338
3KWB-ORH,cam,0.6666666666666666
3KWB-ORH,diff,0.4576719576719577
3KWB-ORH,gradcam,0.5695956160241875
3KWB-ORH,gradinput,0.6486772486772487
3KWB-ORH,ig,0.8400604686318971
3KWB-ORH,shap,0.5823507180650038
3KWF-B1Q,cam,0.5181599274478531
3KWF-B1Q,diff,0.6640411617965798
3KWF-B1Q,gradcam,0.5900923895505938
3KWF-B1Q,gradinput,0.6247793915750571
3KWF-B1Q,ig,0.6718792043869444
3KWF-B1Q,shap,0.5433188070958969
3KWZ-KWZ,cam,0.5026455026455027
3KWZ-KWZ,diff,0.6587210849115611
3KWZ-KWZ,gradcam,0.5621338097528574
3KWZ-KWZ,gradinput,0.6463933773457584
3KWZ-KWZ,ig,0.7032115444813858
3KWZ-KWZ,shap,0.5460483520007329
3KYR-038,cam,0.5
3KYR-038,diff,0.537801504051504
3KYR-038,gradcam,0.5084441946941947
3KYR-038,gradinput,0.5009838772338773
3KYR-038,ig,0.4935266122766123
3KYR-038,shap,0.47311702186702187
3L08-ZIG,cam,0.4942407636926353
3L08-ZIG,diff,0.648980913619951
3L08-ZIG,gradcam,0.5012292344093815
3L08-ZIG,gradinput,0.5211342532615929
3L08-ZIG,ig,0.6521995968603589
3L08-ZIG,shap,0.5437392709785759
3L9H-EMQ,cam,0.5074626865671642
3L9H-EMQ,diff,0.656480390808749
3L9H-EMQ,gradcam,0.5831381857501261
3L9H-EMQ,gradinput,0.6224938549565415
3L9H-EMQ,ig,0.5911942258957185
3L9H-EMQ,shap,0.5466087809371392
3M6F-BJZ,cam,0.5
3M6F-BJZ,diff,0.6981844544344544
3M6F-BJZ,gradcam,0.6028506216006216
3M6F-BJZ,gradinput,0.6282502220002221
3M6F-BJZ,ig,0.7118450993450993
3M6F-BJZ,shap,0.5040119602619602
3N0T-OPY,cam,0.5306122448979592
3N0T-OPY,diff,0.6006673145448655
3N0T-OPY,gradcam,0.6183624878522839
3N0T-OPY,gradinput,0.6142184969225786
3N0T-OPY,ig,0.6665022675736961
3N0T-OPY,shap,0.5786839974084872
3N3G-93N,cam,0.4878048780487805
3N3G-93N,diff,0.7539697429941332
3N3G-93N,gradcam,0.5345736918907651
3N3G-93N,gradinput,0.7064571607254534
3N3G-93N,ig,0.7848960659936269
3N3G-93N,shap,0.5572262425920963
3N7R-N7R,cam,0.5081967213114754
3N7R-N7R,diff,0.8514081546868432
3N7R-N7R,gradcam,0.7838467998304065
3N7R-N7R,gradinput,0.5627087848399324
3N7R-N7R,ig,0.5819277034440969
3N7R-N7R,shap,0.5447535843027647
3NC9-TR3,cam,0.5047619047619047
3NC9-TR3,diff,0.6367867582153297
3NC9-TR3,gradcam,0.47826221397649965
3NC9-TR3,gradinput,0.5233329369043656
3NC9-TR3,ig,0.6590943976658262
3NC9-TR3,shap,0.5298468991326134
3NUN-JMZ,cam,0.4973168498168498
3NUN-JMZ,diff,0.4930891330891331
3NUN-JMZ,gradcam,0.6193956043956044
3NUN-JMZ,gradinput,0.4514035964035964
3NUN-JMZ,ig,0.7436993561993561
3NUN-JMZ,shap,0.5353352203352203
3O9L-LPN,cam,0.49933278867102393
3O9L-LPN,diff,0.5500409346129852
3O9L-LPN,gradcam,0.47378596819114277
3O9L-LPN,gradinput,0.52871568601255
3O9L-LPN,ig,0.6674691801153135
3O9L-LPN,shap,0.4972065958322427
3OCS-746,cam,0.49941525815403814
3OCS-746,diff,0.5193824579900824
3OCS-746,gradcam,0.5087655746626456
3OCS-746,gradinput,0.48833894353596846
3OCS-746,ig,0.4641593656886739
3OCS-746,shap,0.508600376408956
3OOT-SSR,cam,0.4898816342115311
3OOT-SSR,diff,0.5880695950419228
3OOT-SSR,gradcam,0.5358535909539708
3OOT-SSR,gradinput,0.5867055383875786
3OOT-SSR,ig,0.5254945733513287
3OOT-SSR,shap,0.5349098064372074
3OQK-S52,cam,0.5078125
3OQK-S52,diff,0.6906061593859045
3OQK-S52,gradcam,0.5333480491217752
3OQK-S52,gradinput,0.538346992103641
3OQK-S52,ig,0.6353231552104732
3OQK-S52,shap,0.5195043054960468
3OT8-MI5,cam,0.4935749624525135
3OT8-MI5,diff,0.6589787083664634
3OT8-MI5,gradcam,0.5483380451747798
3OT8-MI5,gradinput,0.5719180139588302
3OT8-MI5,ig,0.6884115204523368
3OT8-MI5,shap,0.5402221927732132
3OY1-589,cam,0.5
3OY1-589,diff,0.6110062614789504
3OY1-589,gradcam,0.36296088948399874
3OY1-589,gradinput,0.524996216435292
3OY1-589,ig,0.526679261448169
3OY1-589,shap,0.5109732995762407
3PA3-C70,cam,0.5141115520282187
3PA3-C70,diff,0.592172241338908
3PA3-C70,gradcam,0.5895528083028083
3PA3-C70,gradinput,0.536399464732798
3PA3-C70,ig,0.6440850970017636
3PA3-C70,shap,0.5283175774842441
3PBB-PBD,cam,0.535064935064935
3PBB-PBD,diff,0.5531515021774762
3PBB-PBD,gradcam,0.7444405161937631
3PBB-PBD,gradinput,0.4966902722097527
3PBB-PBD,ig,0.6959191746204734
3PBB-PBD,shap,0.5505131520715937
3PI5-3P5,cam,0.6048245614035088
3PI5-3P5,diff,0.6307372438685325
3PI5-3P5,gradcam,0.5018240517974458
3PI5-3P5,gradinput,0.5774452381553775
3PI5-3P5,ig,0.6566211775625476
3PI5-3P5,shap,0.5434608302666546
3POZ-03P,cam,0.522289156626506
3POZ-03P,diff,0.5392902278444447
3POZ-03P,gradcam,0.5204101788439138
3POZ-03P,gradinput,0.5497998654625161
3POZ-03P,ig,0.6403719439864018
3POZ-03P,shap,0.5394559924680405
3Q32-J2I,cam,0.5913793103448275
3Q32-J2I,diff,0.692528735632184
3Q32-J2I,gradcam,0.5168308702791461
3Q32-J2I,gradinput,0.6851943076081008
3Q32-J2I,ig,0.6511631089217298
3Q32-J2I,shap,0.532512315270936
3Q3K-D90,cam,0.5085810492603889
3Q3K-D90,diff,0.626436815597556
3Q3K-D90,gradcam,0.5545131649796854
3Q3K-D90,gradinput,0.529816731979841
3Q3K-D90,ig,0.6061169035765454
3Q3K-D90,shap,0.5397956041051784
3Q3T-RX0,cam,0.5
3Q3T-RX0,diff,0.6972369005263743
3Q3T-RX0,gradcam,0.4821872571872573
3Q3T-RX0,gradinput,0.43095734674682046
3Q3T-RX0,ig,0.5418785892470104
3Q3T-RX0,shap,0.49965290557395825
3Q8W-AZV,cam,0.5102991452991453
3Q8W-AZV,diff,0.5459713566856425
3Q8W-AZV,gradcam,0.5259475180903752
3Q8W-AZV,gradinput,0.4764236028521743
3Q8W-AZV,ig,0.5448883656026513
3Q8W-AZV,shap,0.4988635702921417
3Q92-XNB,cam,0.5062998405103668
3Q92-XNB,diff,0.6328710497370784
3Q92-XNB,gradcam,0.5024682786644509
3Q92-XNB,gradinput,0.4857553929324265
3Q92-XNB,ig,0.48867595721662704
3Q92-XNB,shap,0.5198336485417825
3QAQ-QAQ,cam,0.531578947368421
3QAQ-QAQ,diff,0.7294448241816663
3QAQ-QAQ,gradcam,0.6633743449532923
3QAQ-QAQ,gradinput,0.7158967494493811
3QAQ-QAQ,ig,0.6770277967646388
3QAQ-QAQ,shap,0.614855320118478
3R43-ID8,cam,0.5
3R43-ID8,diff,0.6001042938542938
3R43-ID8,gradcam,0.5102640415140416
3R43-ID8,gradinput,0.6376373626373626
3R43-ID8,ig,0.6512159137159137
3R43-ID8,shap,0.5409773097273097
3RO4-LJ9,cam,0.5
3RO4-LJ9,diff,0.6177366357921913
3RO4-LJ9,gradcam,0.5924992702770481
3RO4-LJ9,gradinput,0.5436530033752256
3RO4-LJ9,ig,0.7046921185810073
3RO4-LJ9,shap,0.4995797926353482
3RUK-AER,cam,0.47058823529411764
3RUK-AER,diff,0.5936274509803922
3RUK-AER,gradcam,0.5502450980392156
3RUK-AER,gradinput,0.48210784313725485
3RUK-AER,ig,0.7220588235294116
3RUK-AER,shap,0.48308823529411765
3S7S-EXM,cam,0.5659851301115242
3S7S-EXM,diff,0.7389670738183749
3S7S-EXM,gradcam,0.674614976101965
3S7S-EXM,gradinput,0.7261108160736414
3S7S-EXM,ig,0.5765002655337228
3S7S-EXM,shap,0.5685519560984246
3SHY-5FO,cam,0.5132177397287288
