target,explainer,real_accuracy_mcs50,random_mean,real_minus_random
1DYR-TOP,cam,0.4987970609272384,0.5009025053403752,-0.002105444413136759
1DYR-TOP,diff,0.6014535185393174,0.5009025053403752,0.10055101319894222
1DYR-TOP,gradcam,0.5501620995703835,0.5009025053403752,0.04925959423000836
1DYR-TOP,gradinput,0.5509353893969279,0.5009025053403752,0.05003288405655271
1DYR-TOP,ig,0.542763465988318,0.5009025053403752,0.04186096064794287
1DYR-TOP,shap,0.5278516765942801,0.5009025053403752,0.026949171253904947
1EZQ-RPR,cam,0.5,0.4509157509157509,0.049084249084249076
1EZQ-RPR,diff,0.7,0.4509157509157509,0.24908424908424903
1EZQ-RPR,gradcam,0.7107142857142856,0.4509157509157509,0.2597985347985347
1EZQ-RPR,gradinput,0.8447802197802198,0.4509157509157509,0.39386446886446885
1EZQ-RPR,ig,0.7916666666666666,0.4509157509157509,0.3407509157509157
1EZQ-RPR,shap,0.6438644688644689,0.4509157509157509,0.19294871794871798
1F0R-815,cam,0.503935860058309,0.5050968745773364,-0.0011610145190273924
1F0R-815,diff,0.6484100515769934,0.5050968745773364,0.14331317699965695
1F0R-815,gradcam,0.6735757987802742,0.5050968745773364,0.16847892420293775
1F0R-815,gradinput,0.5609010004670443,0.5050968745773364,0.055804125889707845
1F0R-815,ig,0.6078312774646,0.5050968745773364,0.10273440288726354
1F0R-815,shap,0.5306256126606806,0.5050968745773364,0.025528738083344216
1F40-GPI,cam,0.6450680272108844,0.47525117550627755,0.16981685170460686
1F40-GPI,diff,0.3684766763848396,0.47525117550627755,-0.10677449912143794
1F40-GPI,gradcam,0.6560311570515651,0.47525117550627755,0.18077998154528757
1F40-GPI,gradinput,0.5988433901699208,0.47525117550627755,0.12359221466364329
1F40-GPI,ig,0.5339053803339516,0.47525117550627755,0.058654204827674083
1F40-GPI,shap,0.553862237535707,0.47525117550627755,0.07861106202942941
1FLS-WAY,cam,0.5134578871420976,0.49463671862215297,0.018821168519944642
1FLS-WAY,diff,0.6735299394588677,0.49463671862215297,0.17889322083671477
1FLS-WAY,gradcam,0.477421091653344,0.49463671862215297,-0.01721562696880896
1FLS-WAY,gradinput,0.4524448591529412,0.49463671862215297,-0.04219185946921178
1FLS-WAY,ig,0.5717000038487192,0.49463671862215297,0.07706328522656625
1FLS-WAY,shap,0.5243091813295767,0.49463671862215297,0.02967246270742374
1FM9-570,cam,0.5129022445060182,0.5043882209116743,0.008514023594343834
1FM9-570,diff,0.6865200684362142,0.5043882209116743,0.1821318475245398
1FM9-570,gradcam,0.5886048995886018,0.5043882209116743,0.0842166786769275
1FM9-570,gradinput,0.5383089356950271,0.5043882209116743,0.03392071478335279
1FM9-570,ig,0.5058282510370833,0.5043882209116743,0.001440030125408942
1FM9-570,shap,0.5302966769747832,0.5043882209116743,0.025908456063108876
1G5S-I17,cam,0.5141810363957645,0.5037029832695467,0.010478053126217857
1G5S-I17,diff,0.6267290556581799,0.5037029832695467,0.12302607238863328
1G5S-I17,gradcam,0.5113015336975973,0.5037029832695467,0.007598550428050688
1G5S-I17,gradinput,0.4872902201661599,0.5037029832695467,-0.01641276310338674
1G5S-I17,ig,0.5770897734813039,0.5037029832695467,0.0733867902117572
1G5S-I17,shap,0.5140903237602708,0.5037029832695467,0.010387340490724095
1H00-FAP,cam,0.5119047619047619,0.5006844676487533,0.011220294256008567
1H00-FAP,diff,0.5576919277812136,0.5006844676487533,0.057007460132460275
1H00-FAP,gradcam,0.5760157831586403,0.5006844676487533,0.07533131550988703
1H00-FAP,gradinput,0.6076033093890236,0.5006844676487533,0.10691884174027033
1H00-FAP,ig,0.5638583143047429,0.5006844676487533,0.06317384665598957
1H00-FAP,shap,0.5473498227962512,0.5006844676487533,0.04666535514749792
1H01-FAL,cam,0.5230769230769231,0.5141882761113531,0.008888646965570013
1H01-FAL,diff,0.5753459361151669,0.5141882761113531,0.06115766000381384
1H01-FAL,gradcam,0.5082517482517482,0.5141882761113531,-0.0059365278596048565
1H01-FAL,gradinput,0.4820037654653039,0.5141882761113531,-0.032184510646049214
1H01-FAL,ig,0.560309861079092,0.5141882761113531,0.04612158496773888
1H01-FAL,shap,0.5395128802821111,0.5141882761113531,0.02532460417075799
1H1Q-2A6,cam,0.5380116959064327,0.5007694601261853,0.037242235780247435
1H1Q-2A6,diff,0.5976754077631271,0.5007694601261853,0.09690594763694182
1H1Q-2A6,gradcam,0.4139905416221205,0.5007694601261853,-0.08677891850406477
1H1Q-2A6,gradinput,0.6997212014755874,0.5007694601261853,0.19895174134940208
1H1Q-2A6,ig,0.6263871443696005,0.5007694601261853,0.12561768424341524
1H1Q-2A6,shap,0.5553162399653628,0.5007694601261853,0.05454677983917755
1H1R-6CP,cam,0.5524861878453039,0.5110291028799315,0.04145708496537237
1H1R-6CP,diff,0.728788660694738,0.5110291028799315,0.2177595578148065
1H1R-6CP,gradcam,0.5309211200095179,0.5110291028799315,0.019892017129586326
1H1R-6CP,gradinput,0.6472982051711332,0.5110291028799315,0.1362691022912017
1H1R-6CP,ig,0.550505541113276,0.5110291028799315,0.03947643823334446
1H1R-6CP,shap,0.5571419679154486,0.5110291028799315,0.04611286503551704
1HVY-D16,cam,0.5216855752613085,0.5070356567267976,0.01464991853451092
1HVY-D16,diff,0.6035088978896881,0.5070356567267976,0.09647324116289047
1HVY-D16,gradcam,0.7324438006127144,0.5070356567267976,0.2254081438859168
1HVY-D16,gradinput,0.6911138220624963,0.5070356567267976,0.18407816533569865
1HVY-D16,ig,0.6347431337975763,0.5070356567267976,0.12770747707077867
1HVY-D16,shap,0.5156946332686501,0.5070356567267976,0.008658976541852437
1HY7-MBS,cam,0.5290040088117012,0.48615223402627494,0.04285177478542623
1HY7-MBS,diff,0.6207557683752843,0.48615223402627494,0.1346035343490094
1HY7-MBS,gradcam,0.5624599688243205,0.48615223402627494,0.07630773479804553
1HY7-MBS,gradinput,0.5406196546529519,0.48615223402627494,0.05446742062667698
1HY7-MBS,ig,0.5891411559127475,0.48615223402627494,0.10298892188647257
1HY7-MBS,shap,0.5317057012598523,0.48615223402627494,0.04555346723357734
1IPC-MGP,cam,0.5,0.5244118269394005,-0.02441182693940047
1IPC-MGP,diff,0.7302242470900558,0.5244118269394005,0.20581242015065537
1IPC-MGP,gradcam,0.6487211046034576,0.5244118269394005,0.12430927766405708
1IPC-MGP,gradinput,0.5722799344582433,0.5244118269394005,0.04786810751884285
1IPC-MGP,ig,0.614059759004612,0.5244118269394005,0.08964793206521149
1IPC-MGP,shap,0.5515333964782494,0.5244118269394005,0.027121569538848922
1KE5-LS1,cam,0.5569620253164557,0.46091186122831695,0.09605016408813871
1KE5-LS1,diff,0.6617663981588031,0.46091186122831695,0.20085453693048616
1KE5-LS1,gradcam,0.7166401811971432,0.46091186122831695,0.2557283199688263
1KE5-LS1,gradinput,0.7977651743474528,0.46091186122831695,0.3368533131191358
1KE5-LS1,ig,0.7183809158492702,0.46091186122831695,0.25746905462095326
1KE5-LS1,shap,0.5746785211975086,0.46091186122831695,0.11376665996919166
1KE9-LS5,cam,0.5365853658536586,0.48479044668069066,0.05179491917296791
1KE9-LS5,diff,0.7844286810750226,0.48479044668069066,0.29963823439433196
1KE9-LS5,gradcam,0.643583042973287,0.48479044668069066,0.1587925962925963
1KE9-LS5,gradinput,0.5735176070541923,0.48479044668069066,0.08872716037350165
1KE9-LS5,ig,0.7247652753750314,0.48479044668069066,0.23997482869434078
1KE9-LS5,shap,0.4944497575595135,0.48479044668069066,0.009659310878822824
1KLK-PMD,cam,0.6787955825269258,0.5006983939710016,0.17809718855592427
1KLK-PMD,diff,0.6246769448481476,0.5006983939710016,0.12397855087714604
1KLK-PMD,gradcam,0.5013591593266746,0.5006983939710016,0.0006607653556730542
1KLK-PMD,gradinput,0.666834769951539,0.5006983939710016,0.16613637598053743
1KLK-PMD,ig,0.6299533677716295,0.5006983939710016,0.1292549738006279
1KLK-PMD,shap,0.4816032847749266,0.5006983939710016,-0.01909510919607499
1KMS-LIH,cam,0.5065025252525251,0.49794577266168166,0.008556752590843486
1KMS-LIH,diff,0.6707902892561982,0.49794577266168166,0.17284451659451655
1KMS-LIH,gradcam,0.5080611307884036,0.49794577266168166,0.010115358126721985
1KMS-LIH,gradinput,0.4917226239669421,0.49794577266168166,-0.006223148694739555
1KMS-LIH,ig,0.6168617998163453,0.49794577266168166,0.1189160271546636
1KMS-LIH,shap,0.5270905073461892,0.49794577266168166,0.029144734684507567
1LD8-U49,cam,0.5257553972125513,0.5089154400063534,0.01683995720619791
1LD8-U49,diff,0.5416873108809852,0.5089154400063534,0.03277187087463185
1LD8-U49,gradcam,0.540233045817589,0.5089154400063534,0.03131760581123566
1LD8-U49,gradinput,0.5379963040226222,0.5089154400063534,0.02908086401626886
1LD8-U49,ig,0.5040939296073164,0.5089154400063534,-0.004821510399036999
1LD8-U49,shap,0.5003769634963456,0.5089154400063534,-0.00853847651000772
1LJT-HDI,cam,0.5666666666666667,0.4869176502509835,0.07974901641568316
1LJT-HDI,diff,0.683609076109076,0.4869176502509835,0.19669142585809246
1LJT-HDI,gradcam,0.573992673992674,0.4869176502509835,0.08707502374169046
1LJT-HDI,gradinput,0.5729344729344729,0.4869176502509835,0.08601682268348937
1LJT-HDI,ig,0.4308974358974359,0.4869176502509835,-0.05602021435354759
1LJT-HDI,shap,0.5138278388278388,0.4869176502509835,0.026910188576855287
1LY3-COG,cam,0.5031847133757962,0.49922442502060327,0.003960288355192909
1LY3-COG,diff,0.5646712805948474,0.49922442502060327,0.06544685557424412
1LY3-COG,gradcam,0.513724138564903,0.49922442502060327,0.014499713544299686
1LY3-COG,gradinput,0.4787449104328085,0.49922442502060327,-0.02047951458779479
1LY3-COG,ig,0.5285631565886343,0.49922442502060327,0.029338731568031018
1LY3-COG,shap,0.508129980422974,0.49922442502060327,0.008905555402370702
1M17-AQ4,cam,0.5430552625333352,0.5001058578734888,0.042949404659846424
1M17-AQ4,diff,0.5965113021899879,0.5001058578734888,0.09640544431649911
1M17-AQ4,gradcam,0.5106712635148233,0.5001058578734888,0.010565405641334458
1M17-AQ4,gradinput,0.4947742385029536,0.5001058578734888,-0.005331619370535223
1M17-AQ4,ig,0.5585284380861116,0.5001058578734888,0.05842258021262281
1M17-AQ4,shap,0.5186431187310072,0.5001058578734888,0.01853726085751839
1MS6-BLN,cam,0.5179856115107914,0.5078399617967962,0.01014564971399512
1MS6-BLN,diff,0.6773019346760354,0.5078399617967962,0.16946197287923914
1MS6-BLN,gradcam,0.3958849503813533,0.5078399617967962,-0.11195501141544295
1MS6-BLN,gradinput,0.5819398028031121,0.5078399617967962,0.07409984100631584
1MS6-BLN,ig,0.595350432940361,0.5078399617967962,0.0875104711435648
1MS6-BLN,shap,0.5038040097392615,0.5078399617967962,-0.0040359520575347085
1MZC-BNE,cam,0.5652173913043478,0.5237232574189096,0.04149413388543821
1MZC-BNE,diff,0.5320910973084885,0.5237232574189096,0.008367839889578899
1MZC-BNE,gradcam,0.5683229813664595,0.5237232574189096,0.04459972394754996
1MZC-BNE,gradinput,0.5349378881987576,0.5237232574189096,0.011214630779848078
1MZC-BNE,ig,0.5794513457556936,0.5237232574189096,0.055728088336784
1MZC-BNE,shap,0.5548654244306418,0.5237232574189096,0.031142167011732225
1N1M-A3M,cam,0.5713213213213213,0.5121212585498299,0.05920006277149137
1N1M-A3M,diff,0.7192005549148406,0.5121212585498299,0.20707929636501066
1N1M-A3M,gradcam,0.6748924713210427,0.5121212585498299,0.16277121277121276
1N1M-A3M,gradinput,0.6370487834773549,0.5121212585498299,0.12492752492752501
1N1M-A3M,ig,0.7449965735680021,0.5121212585498299,0.23287531501817216
1N1M-A3M,shap,0.5775443346871919,0.5121212585498299,0.06542307613736198
1NAV-IH5,cam,0.7777777777777778,0.5306771417882529,0.24710063598952492
1NAV-IH5,diff,0.8148989898989899,0.5306771417882529,0.28422184811073703
1NAV-IH5,gradcam,0.7626356154133931,0.5306771417882529,0.23195847362514022
1NAV-IH5,gradinput,0.8512719790497568,0.5306771417882529,0.32059483726150395
1NAV-IH5,ig,0.5710718294051628,0.5306771417882529,0.0403946876169099
1NAV-IH5,shap,0.5491208380097269,0.5306771417882529,0.018443696221474015
1NAX-IH5,cam,0.7804878048780488,0.49191919191919187,0.28856861295885694
1NAX-IH5,diff,0.7243761658395804,0.49191919191919187,0.23245697392038855
1NAX-IH5,gradcam,0.6871176926054975,0.49191919191919187,0.19519850068630562
1NAX-IH5,gradinput,0.7515274698201527,0.49191919191919187,0.25960827790096086
1NAX-IH5,ig,0.6032669904621124,0.49191919191919187,0.11134779854292054
1NAX-IH5,shap,0.5348854397634886,0.49191919191919187,0.0429662478442967
1NFU-RRP,cam,0.5423728813559322,0.4969399317873631,0.04543294956856908
1NFU-RRP,diff,0.646399591674294,0.4969399317873631,0.14945965988693083
1NFU-RRP,gradcam,0.3996235324382463,0.4969399317873631,-0.09731639934911684
1NFU-RRP,gradinput,0.3830697735240685,0.4969399317873631,-0.11387015826329461
1NFU-RRP,ig,0.5780393544436939,0.4969399317873631,0.0810994226563308
1NFU-RRP,shap,0.5120603510696389,0.4969399317873631,0.015120419282275754
1O42-843,cam,0.4938884156297258,0.5013791683925931,-0.007490752762867314
1O42-843,diff,0.5543959719031841,0.5013791683925931,0.053016803510591015
1O42-843,gradcam,0.5447148166760114,0.5013791683925931,0.04333564828341829
1O42-843,gradinput,0.5134728187361965,0.5013791683925931,0.012093650343603435
1O42-843,ig,0.588669941773613,0.5013791683925931,0.08729077338101987
1O42-843,shap,0.5049089292151933,0.5013791683925931,0.0035297608226001476
1O46-903,cam,0.5106382978723404,0.5164480417139992,-0.0058097438416587766
1O46-903,diff,0.5110692794203434,0.5164480417139992,-0.005378762293655748
1O46-903,gradcam,0.4453858493752111,0.5164480417139992,-0.07106219233878808
1O46-903,gradinput,0.4775647815541432,0.5164480417139992,-0.03888326015985594
1O46-903,ig,0.407662874950109,0.5164480417139992,-0.10878516676389016
1O46-903,shap,0.5218591691995947,0.5164480417139992,0.005411127485595579
1O86-LPR,cam,0.5179905092004784,0.5036291520943875,0.014361357106090877
1O86-LPR,diff,0.5712620008434183,0.5036291520943875,0.06763284874903075
1O86-LPR,gradcam,0.4688794158388014,0.5036291520943875,-0.03474973625558614
1O86-LPR,gradinput,0.4682013576578517,0.5036291520943875,-0.03542779443653582
1O86-LPR,ig,0.6272424384257674,0.5036291520943875,0.12361328633137991
1O86-LPR,shap,0.5152939783244902,0.5036291520943875,0.011664826230102676
1OHJ-COP,cam,0.5,0.4865884629773518,0.01341153702264819
1OHJ-COP,diff,0.6482409565742899,0.4865884629773518,0.16165249359693812
1OHJ-COP,gradcam,0.5378367003367003,0.4865884629773518,0.05124823735934847
1OHJ-COP,gradinput,0.662076966243633,0.4865884629773518,0.17548850326628118
1OHJ-COP,ig,0.6789788914788917,0.4865884629773518,0.19239042850153987
1OHJ-COP,shap,0.5094912803246135,0.4865884629773518,0.02290281734726174
1OIQ-HDU,cam,0.4848484848484848,0.48430517294153647,0.0005433119069483405
1OIQ-HDU,diff,0.5018890200708382,0.48430517294153647,0.017583847129301777
1OIQ-HDU,gradcam,0.4515873015873016,0.48430517294153647,-0.03271787135423487
1OIQ-HDU,gradinput,0.5040010494555949,0.48430517294153647,0.019695876514058408
1OIQ-HDU,ig,0.4861012724649089,0.48430517294153647,0.001796099523372452
1OIQ-HDU,shap,0.5467368490095763,0.48430517294153647,0.06243167606803984
1OIR-HDY,cam,0.5,0.5154394505957005,-0.01543945059570051
1OIR-HDY,diff,0.663568376068376,0.5154394505957005,0.14812892547267553
1OIR-HDY,gradcam,0.5693376068376068,0.5154394505957005,0.0538981562419063
1OIR-HDY,gradinput,0.6343919968919969,0.5154394505957005,0.11895254629629637
1OIR-HDY,ig,0.6404780982905983,0.5154394505957005,0.1250386476948978
1OIR-HDY,shap,0.5371272824397825,0.5154394505957005,0.021687831844081962
1OYN-4RR,cam,0.5386939721143376,0.507085066747561,0.03160890536677652
1OYN-4RR,diff,0.5835241692214508,0.507085066747561,0.07643910247388974
1OYN-4RR,gradcam,0.5788915948895216,0.507085066747561,0.07180652814196054
1OYN-4RR,gradinput,0.5092469760397114,0.507085066747561,0.0021619092921503213
1OYN-4RR,ig,0.6949436231612548,0.507085066747561,0.18785855641369376
1OYN-4RR,shap,0.5576112751393048,0.507085066747561,0.05052620839174371
1P2A-5BN,cam,0.5,0.48428090428090426,0.015719095719095744
1P2A-5BN,diff,0.5875036075036075,0.48428090428090426,0.10322270322270327
1P2A-5BN,gradcam,0.56758658008658,0.48428090428090426,0.08330567580567577
1P2A-5BN,gradinput,0.3922366522366521,0.48428090428090426,-0.09204425204425215
1P2A-5BN,ig,0.6811038961038961,0.48428090428090426,0.19682299182299184
1P2A-5BN,shap,0.5529040404040404,0.48428090428090426,0.06862313612313614
1PYE-PM1,cam,0.480546947383682,0.49398379398379394,-0.013436846600111962
1PYE-PM1,diff,0.7530456504946301,0.49398379398379394,0.2590618565108362
1PYE-PM1,gradcam,0.2326218566014483,0.49398379398379394,-0.26136193738234564
1PYE-PM1,gradinput,0.564608633996389,0.49398379398379394,0.07062484001259511
1PYE-PM1,ig,0.4420400461216788,0.49398379398379394,-0.05194374786211514
1PYE-PM1,shap,0.5846988612294736,0.49398379398379394,0.09071506724567963
1Q3W-ATU,cam,0.535402759234535,0.47411734164070607,0.061285417593828884
1Q3W-ATU,diff,0.5373794689215251,0.47411734164070607,0.06326212728081904
1Q3W-ATU,gradcam,0.4166110369381396,0.47411734164070607,-0.05750630470256646
1Q3W-ATU,gradinput,0.4990542946150422,0.47411734164070607,0.024936952974336124
1Q3W-ATU,ig,0.6462653908915591,0.47411734164070607,0.17214804925085303
1Q3W-ATU,shap,0.5461244622459576,0.47411734164070607,0.0720071206052515
1Q4L-679,cam,0.5274725274725275,0.49516832373975234,0.03230420373277515
1Q4L-679,diff,0.5787545787545787,0.49516832373975234,0.08358625501482636
1Q4L-679,gradcam,0.554029304029304,0.49516832373975234,0.05886098028955161
1Q4L-679,gradinput,0.5421245421245422,0.49516832373975234,0.04695621838478986
1Q4L-679,ig,0.7573260073260072,0.49516832373975234,0.26215768358625485
1Q4L-679,shap,0.634720041862899,0.49516832373975234,0.13955171812314665
1Q6K-TCO,cam,0.5131578947368421,0.4665048036758563,0.04665309106098586
1Q6K-TCO,diff,0.7000835421888053,0.4665048036758563,0.23357873851294902
1Q6K-TCO,gradcam,0.5347117794486216,0.4665048036758563,0.0682069757727653
1Q6K-TCO,gradinput,0.4859962406015037,0.4665048036758563,0.01949143692564742
1Q6K-TCO,ig,0.4934210526315789,0.4665048036758563,0.026916248955722644
1Q6K-TCO,shap,0.603889933166249,0.4665048036758563,0.13738512949039267
1R0E-DFN,cam,0.5030538940383279,0.5017776744672936,0.0012762195710342983
1R0E-DFN,diff,0.617971409922988,0.5017776744672936,0.11619373545569445
1R0E-DFN,gradcam,0.489578001572539,0.5017776744672936,-0.012199672894754598
1R0E-DFN,gradinput,0.5148701056624332,0.5017776744672936,0.013092431195139587
1R0E-DFN,ig,0.5217498297615705,0.5017776744672936,0.019972155294276872
1R0E-DFN,shap,0.5301276302836122,0.5017776744672936,0.028349955816318606
1RDT-570,cam,0.5168535853721039,0.500024247660222,0.016829337711881887
1RDT-570,diff,0.5102376078969932,0.500024247660222,0.010213360236771218
1RDT-570,gradcam,0.5468613232100791,0.500024247660222,0.046837075549857055
1RDT-570,gradinput,0.3955673159118865,0.500024247660222,-0.10445693174833554
1RDT-570,ig,0.5403965445660779,0.500024247660222,0.040372296905855865
1RDT-570,shap,0.527243949094941,0.500024247660222,0.027219701434718968
1RHR-CNE,cam,0.5257936507936508,0.5346039762706428,-0.00881032547699201
1RHR-CNE,diff,0.5086279461279462,0.5346039762706428,-0.02597603014269667
1RHR-CNE,gradcam,0.6353415103415104,0.5346039762706428,0.10073753407086761
1RHR-CNE,gradinput,0.4996993746993746,0.5346039762706428,-0.034904601571268234
1RHR-CNE,ig,0.5707972582972582,0.5346039762706428,0.036193282026615425
1RHR-CNE,shap,0.5030844155844156,0.5346039762706428,-0.03151956068622719
1RNE-C60,cam,0.5677155823095427,0.5006769908651575,0.06703859144438518
1RNE-C60,diff,0.5586652268468545,0.5006769908651575,0.057988235981697
1RNE-C60,gradcam,0.5265150433257549,0.5006769908651575,0.02583805246059745
1RNE-C60,gradinput,0.5192405825091672,0.5006769908651575,0.01856359164400967
1RNE-C60,ig,0.5087862842200513,0.5006769908651575,0.008109293354893854
1RWQ-5AP,cam,0.5927232447171097,0.5168492550394391,0.07587398967767056
1RWQ-5AP,diff,0.6044162041094556,0.5168492550394391,0.0875669490700165
1RWQ-5AP,gradcam,0.3589443957542116,0.5168492550394391,-0.15790485928522752
1RWQ-5AP,gradinput,0.4688528581166618,0.5168492550394391,-0.04799639692277735
1RWQ-5AP,ig,0.519967864446392,0.5168492550394391,0.0031186094069528547
1RWQ-5AP,shap,0.5281770376862401,0.5168492550394391,0.01132778264680101
1S63-778,cam,0.5469383991528038,0.49831455433643773,0.04862384481636611
1S63-778,diff,0.5658911355537716,0.49831455433643773,0.06757658121733384
1S63-778,gradcam,0.4825792780356669,0.49831455433643773,-0.015735276300770817
1S63-778,gradinput,0.485368313488259,0.49831455433643773,-0.012946240848178747
1S63-778,ig,0.5498885544375544,0.49831455433643773,0.051574000101116624
1S63-778,shap,0.5050524422713656,0.49831455433643773,0.006737887934927855
1SA4-JAN,cam,0.494949494949495,0.49367417561862004,0.0012753193308749355
1SA4-JAN,diff,0.6266674683341349,0.49367417561862004,0.13299329271551485
1SA4-JAN,gradcam,0.4870430495430494,0.49367417561862004,-0.006631126075570648
1SA4-JAN,gradinput,0.4629449254449255,0.49367417561862004,-0.030729250173694544
1SA4-JAN,ig,0.5562109187109187,0.49367417561862004,0.06253674309229862
1SA4-JAN,shap,0.5553421115921116,0.49367417561862004,0.06166793597349152
1T69-SHH,cam,0.5,0.48004026152174295,0.01995973847825705
1T69-SHH,diff,0.7186247394580726,0.48004026152174295,0.23858447793632964
1T69-SHH,gradcam,0.6506025867136978,0.48004026152174295,0.1705623251919548
1T69-SHH,gradinput,0.6809523809523809,0.48004026152174295,0.20091211943063791
1T69-SHH,ig,0.7548086686975576,0.48004026152174295,0.27476840717581463
1T69-SHH,shap,0.6039388594944151,0.48004026152174295,0.12389859797267211
1TFQ-998,cam,0.6341948310139165,0.4978396145818084,0.13635521643210807
1TFQ-998,diff,0.5671824321353617,0.4978396145818084,0.06934281755355326
1TFQ-998,gradcam,0.4602644498460777,0.4978396145818084,-0.03757516473573075
1TFQ-998,gradinput,0.5284190700150821,0.4978396145818084,0.030579455433273728
1TFQ-998,ig,0.6297087902806533,0.4978396145818084,0.13186917569884488
1TFQ-998,shap,0.4961593074021444,0.4978396145818084,-0.001680307179663998
1TFT-997,cam,0.5135135135135135,0.449064974064974,0.06444853944853951
1TFT-997,diff,0.5403942903942903,0.449064974064974,0.09132931632931635
1TFT-997,gradcam,0.6640692640692639,0.449064974064974,0.21500429000428994
1TFT-997,gradinput,0.5859151359151359,0.449064974064974,0.1368501618501619
1TFT-997,ig,0.5572774072774073,0.449064974064974,0.10821243321243329
1TFT-997,shap,0.4643315393315394,0.449064974064974,0.015266565266565446
1TU6-FSP,cam,0.5,0.4973563864412915,0.002643613558708513
1TU6-FSP,diff,0.5404823835039636,0.4973563864412915,0.04312599706267212
1TU6-FSP,gradcam,0.5460516394487593,0.4973563864412915,0.048695253007467854
1TU6-FSP,gradinput,0.5731043847013071,0.4973563864412915,0.0757479982600156
1TU6-FSP,ig,0.5345562748688767,0.4973563864412915,0.037199888427585204
1TU6-FSP,shap,0.5309625005333413,0.4973563864412915,0.03360611409204978
1UDT-VIA,cam,0.5429960497105718,0.4979577212331378,0.045038328477434
1UDT-VIA,diff,0.6302481795272608,0.4979577212331378,0.13229045829412295
1UDT-VIA,gradcam,0.5873186148215424,0.4979577212331378,0.08936089358840454
1UDT-VIA,gradinput,0.5242965099333595,0.4979577212331378,0.026338788700221716
1UDT-VIA,ig,0.5577061690913758,0.4979577212331378,0.05974844785823802
1UDT-VIA,shap,0.5193359003845203,0.4979577212331378,0.02137817915138246
1UDU-CIA,cam,0.5087329603696084,0.5031980282989805,0.005534932070627829
1UDU-CIA,diff,0.6685782692919932,0.5031980282989805,0.16538024099301263
1UDU-CIA,gradcam,0.4760469262215506,0.5031980282989805,-0.027151102077429934
1UDU-CIA,gradinput,0.6782923546175017,0.5031980282989805,0.17509432631852118
1UDU-CIA,ig,0.6383300078386963,0.5031980282989805,0.13513197953971579
1UDU-CIA,shap,0.5043497721590049,0.5031980282989805,0.001151743860024368
1UHO-VDN,cam,0.555392490595151,0.500378621140799,0.05501386945435194
1UHO-VDN,diff,0.6332778252808503,0.500378621140799,0.1328992041400513
1UHO-VDN,gradcam,0.5659969935010478,0.500378621140799,0.06561837236024881
1UHO-VDN,gradinput,0.572538412477657,0.500378621140799,0.07215979133685801
1UHO-VDN,ig,0.6153727752341585,0.500378621140799,0.11499415409335945
1UHO-VDN,shap,0.5213053147495227,0.500378621140799,0.02092669360872368
1UMT-0DS,cam,0.498461695191524,0.495605193667749,0.002856501523774979
1UMT-0DS,diff,0.6131315116563817,0.495605193667749,0.11752631798863267
1UMT-0DS,gradcam,0.4944912880423489,0.495605193667749,-0.0011139056254001467
