target,loss,explainer,normalization,mcs,global_dir_test,n_pairs
2E2B-406,MSE+UCN,gradinput,signed_rank,65,0.5555555555555556,90
2E2B-406,MSE+UCN,gradinput,signed_rank,70,0.5694444444444444,72
2E2B-406,MSE+UCN,gradinput,signed_rank,75,0.5652173913043478,46
2E2B-406,MSE+UCN,gradinput,signed_rank,80,0.6363636363636364,33
2E2B-406,MSE+UCN,gradinput,signed_rank,85,0.6071428571428571,28
2E2B-406,MSE+UCN,gradinput,signed_rank,90,0.5714285714285714,21
2E2B-406,MSE+UCN,gradinput,signed_rank,95,0.5454545454545454,11
2E2B-406,MSE,ig,raw,50,0.5822784810126582,158
2E2B-406,MSE,ig,raw,55,0.5161290322580645,124
2E2B-406,MSE,ig,raw,60,0.46938775510204084,98
2E2B-406,MSE,ig,raw,65,0.4777777777777778,90
2E2B-406,MSE,ig,raw,70,0.5277777777777778,72
2E2B-406,MSE,ig,raw,75,0.6304347826086957,46
2E2B-406,MSE,ig,raw,80,0.696969696969697,33
2E2B-406,MSE,ig,raw,85,0.6785714285714286,28
2E2B-406,MSE,ig,raw,90,0.7619047619047619,21
2E2B-406,MSE,ig,raw,95,0.7272727272727273,11
2E2B-406,MSE,ig,l1,50,0.6329113924050633,158
2E2B-406,MSE,ig,l1,55,0.5806451612903226,124
2E2B-406,MSE,ig,l1,60,0.5510204081632653,98
2E2B-406,MSE,ig,l1,65,0.5666666666666667,90
2E2B-406,MSE,ig,l1,70,0.6111111111111112,72
2E2B-406,MSE,ig,l1,75,0.6521739130434783,46
2E2B-406,MSE,ig,l1,80,0.7272727272727273,33
2E2B-406,MSE,ig,l1,85,0.7142857142857143,28
2E2B-406,MSE,ig,l1,90,0.8095238095238095,21
2E2B-406,MSE,ig,l1,95,0.8181818181818182,11
2E2B-406,MSE,ig,signed_rank,50,0.6645569620253164,158
2E2B-406,MSE,ig,signed_rank,55,0.6290322580645161,124
2E2B-406,MSE,ig,signed_rank,60,0.5918367346938775,98
2E2B-406,MSE,ig,signed_rank,65,0.6111111111111112,90
2E2B-406,MSE,ig,signed_rank,70,0.6805555555555556,72
2E2B-406,MSE,ig,signed_rank,75,0.7391304347826086,46
2E2B-406,MSE,ig,signed_rank,80,0.7272727272727273,33
2E2B-406,MSE,ig,signed_rank,85,0.6785714285714286,28
2E2B-406,MSE,ig,signed_rank,90,0.7619047619047619,21
2E2B-406,MSE,ig,signed_rank,95,0.8181818181818182,11
2E2B-406,MSE+AC,ig,raw,50,0.6962025316455697,158
2E2B-406,MSE+AC,ig,raw,55,0.6451612903225806,124
2E2B-406,MSE+AC,ig,raw,60,0.5714285714285714,98
2E2B-406,MSE+AC,ig,raw,65,0.5777777777777777,90
2E2B-406,MSE+AC,ig,raw,70,0.6527777777777778,72
2E2B-406,MSE+AC,ig,raw,75,0.717391304347826,46
2E2B-406,MSE+AC,ig,raw,80,0.8181818181818182,33
2E2B-406,MSE+AC,ig,raw,85,0.7857142857142857,28
2E2B-406,MSE+AC,ig,raw,90,0.8095238095238095,21
2E2B-406,MSE+AC,ig,raw,95,0.8181818181818182,11
2E2B-406,MSE+AC,ig,l1,50,0.6772151898734177,158
2E2B-406,MSE+AC,ig,l1,55,0.6370967741935484,124
2E2B-406,MSE+AC,ig,l1,60,0.5714285714285714,98
2E2B-406,MSE+AC,ig,l1,65,0.5777777777777777,90
2E2B-406,MSE+AC,ig,l1,70,0.6388888888888888,72
2E2B-406,MSE+AC,ig,l1,75,0.6956521739130435,46
2E2B-406,MSE+AC,ig,l1,80,0.7878787878787878,33
2E2B-406,MSE+AC,ig,l1,85,0.75,28
2E2B-406,MSE+AC,ig,l1,90,0.8095238095238095,21
2E2B-406,MSE+AC,ig,l1,95,0.8181818181818182,11
2E2B-406,MSE+AC,ig,signed_rank,50,0.689873417721519,158
2E2B-406,MSE+AC,ig,signed_rank,55,0.6370967741935484,124
2E2B-406,MSE+AC,ig,signed_rank,60,0.5612244897959183,98
2E2B-406,MSE+AC,ig,signed_rank,65,0.5666666666666667,90
2E2B-406,MSE+AC,ig,signed_rank,70,0.6388888888888888,72
2E2B-406,MSE+AC,ig,signed_rank,75,0.6956521739130435,46
2E2B-406,MSE+AC,ig,signed_rank,80,0.7878787878787878,33
2E2B-406,MSE+AC,ig,signed_rank,85,0.75,28
2E2B-406,MSE+AC,ig,signed_rank,90,0.8095238095238095,21
2E2B-406,MSE+AC,ig,signed_rank,95,0.8181818181818182,11
2E2B-406,MSE+UCN,ig,raw,50,0.8164556962025317,158
2E2B-406,MSE+UCN,ig,raw,55,0.7903225806451613,124
2E2B-406,MSE+UCN,ig,raw,60,0.7448979591836735,98
2E2B-406,MSE+UCN,ig,raw,65,0.7333333333333333,90
2E2B-406,MSE+UCN,ig,raw,70,0.7083333333333334,72
2E2B-406,MSE+UCN,ig,raw,75,0.6304347826086957,46
2E2B-406,MSE+UCN,ig,raw,80,0.696969696969697,33
2E2B-406,MSE+UCN,ig,raw,85,0.7142857142857143,28
2E2B-406,MSE+UCN,ig,raw,90,0.6666666666666666,21
2E2B-406,MSE+UCN,ig,raw,95,0.6363636363636364,11
2E2B-406,MSE+UCN,ig,l1,50,0.6075949367088608,158
2E2B-406,MSE+UCN,ig,l1,55,0.6290322580645161,124
2E2B-406,MSE+UCN,ig,l1,60,0.6326530612244898,98
2E2B-406,MSE+UCN,ig,l1,65,0.6555555555555556,90
2E2B-406,MSE+UCN,ig,l1,70,0.6666666666666666,72
2E2B-406,MSE+UCN,ig,l1,75,0.6521739130434783,46
2E2B-406,MSE+UCN,ig,l1,80,0.7272727272727273,33
2E2B-406,MSE+UCN,ig,l1,85,0.75,28
2E2B-406,MSE+UCN,ig,l1,90,0.7142857142857143,21
2E2B-406,MSE+UCN,ig,l1,95,0.7272727272727273,11
2E2B-406,MSE+UCN,ig,signed_rank,50,0.6962025316455697,158
2E2B-406,MSE+UCN,ig,signed_rank,55,0.7016129032258065,124
2E2B-406,MSE+UCN,ig,signed_rank,60,0.6938775510204082,98
2E2B-406,MSE+UCN,ig,signed_rank,65,0.7,90
2E2B-406,MSE+UCN,ig,signed_rank,70,0.6666666666666666,72
2E2B-406,MSE+UCN,ig,signed_rank,75,0.6086956521739131,46
2E2B-406,MSE+UCN,ig,signed_rank,80,0.6666666666666666,33
2E2B-406,MSE+UCN,ig,signed_rank,85,0.6785714285714286,28
2E2B-406,MSE+UCN,ig,signed_rank,90,0.6190476190476191,21
2E2B-406,MSE+UCN,ig,signed_rank,95,0.6363636363636364,11
2E2B-406,MSE,shap,raw,50,0.5822784810126582,158
2E2B-406,MSE,shap,raw,55,0.5967741935483871,124
2E2B-406,MSE,shap,raw,60,0.5816326530612245,98
2E2B-406,MSE,shap,raw,65,0.6111111111111112,90
2E2B-406,MSE,shap,raw,70,0.625,72
2E2B-406,MSE,shap,raw,75,0.6521739130434783,46
2E2B-406,MSE,shap,raw,80,0.6060606060606061,33
2E2B-406,MSE,shap,raw,85,0.6428571428571429,28
2E2B-406,MSE,shap,raw,90,0.6190476190476191,21
2E2B-406,MSE,shap,raw,95,0.45454545454545453,11
2E2B-406,MSE,shap,l1,50,0.5443037974683544,158
2E2B-406,MSE,shap,l1,55,0.5645161290322581,124
2E2B-406,MSE,shap,l1,60,0.5510204081632653,98
2E2B-406,MSE,shap,l1,65,0.5888888888888889,90
2E2B-406,MSE,shap,l1,70,0.5972222222222222,72
2E2B-406,MSE,shap,l1,75,0.6086956521739131,46
2E2B-406,MSE,shap,l1,80,0.5757575757575758,33
2E2B-406,MSE,shap,l1,85,0.6071428571428571,28
2E2B-406,MSE,shap,l1,90,0.5714285714285714,21
2E2B-406,MSE,shap,l1,95,0.36363636363636365,11
2E2B-406,MSE,shap,signed_rank,50,0.569620253164557,158
2E2B-406,MSE,shap,signed_rank,55,0.5483870967741935,124
2E2B-406,MSE,shap,signed_rank,60,0.5306122448979592,98
2E2B-406,MSE,shap,signed_rank,65,0.5666666666666667,90
2E2B-406,MSE,shap,signed_rank,70,0.5972222222222222,72
2E2B-406,MSE,shap,signed_rank,75,0.6521739130434783,46
2E2B-406,MSE,shap,signed_rank,80,0.6060606060606061,33
2E2B-406,MSE,shap,signed_rank,85,0.5714285714285714,28
2E2B-406,MSE,shap,signed_rank,90,0.5238095238095238,21
2E2B-406,MSE,shap,signed_rank,95,0.36363636363636365,11
2E2B-406,MSE+AC,shap,raw,50,0.5949367088607594,158
2E2B-406,MSE+AC,shap,raw,55,0.6048387096774194,124
2E2B-406,MSE+AC,shap,raw,60,0.5918367346938775,98
2E2B-406,MSE+AC,shap,raw,65,0.6111111111111112,90
2E2B-406,MSE+AC,shap,raw,70,0.625,72
2E2B-406,MSE+AC,shap,raw,75,0.6304347826086957,46
2E2B-406,MSE+AC,shap,raw,80,0.5757575757575758,33
2E2B-406,MSE+AC,shap,raw,85,0.6071428571428571,28
2E2B-406,MSE+AC,shap,raw,90,0.5714285714285714,21
2E2B-406,MSE+AC,shap,raw,95,0.45454545454545453,11
2E2B-406,MSE+AC,shap,l1,50,0.5632911392405063,158
2E2B-406,MSE+AC,shap,l1,55,0.5806451612903226,124
2E2B-406,MSE+AC,shap,l1,60,0.5918367346938775,98
2E2B-406,MSE+AC,shap,l1,65,0.6222222222222222,90
2E2B-406,MSE+AC,shap,l1,70,0.6666666666666666,72
2E2B-406,MSE+AC,shap,l1,75,0.6739130434782609,46
2E2B-406,MSE+AC,shap,l1,80,0.6666666666666666,33
2E2B-406,MSE+AC,shap,l1,85,0.6785714285714286,28
2E2B-406,MSE+AC,shap,l1,90,0.6666666666666666,21
2E2B-406,MSE+AC,shap,l1,95,0.5454545454545454,11
2E2B-406,MSE+AC,shap,signed_rank,50,0.5822784810126582,158
2E2B-406,MSE+AC,shap,signed_rank,55,0.5645161290322581,124
2E2B-406,MSE+AC,shap,signed_rank,60,0.5612244897959183,98
2E2B-406,MSE+AC,shap,signed_rank,65,0.5888888888888889,90
2E2B-406,MSE+AC,shap,signed_rank,70,0.6388888888888888,72
2E2B-406,MSE+AC,shap,signed_rank,75,0.6956521739130435,46
2E2B-406,MSE+AC,shap,signed_rank,80,0.6666666666666666,33
2E2B-406,MSE+AC,shap,signed_rank,85,0.6428571428571429,28
2E2B-406,MSE+AC,shap,signed_rank,90,0.6190476190476191,21
2E2B-406,MSE+AC,shap,signed_rank,95,0.5454545454545454,11
2E2B-406,MSE+UCN,shap,raw,50,0.5506329113924051,158
2E2B-406,MSE+UCN,shap,raw,55,0.5645161290322581,124
2E2B-406,MSE+UCN,shap,raw,60,0.5510204081632653,98
2E2B-406,MSE+UCN,shap,raw,65,0.5777777777777777,90
2E2B-406,MSE+UCN,shap,raw,70,0.5972222222222222,72
2E2B-406,MSE+UCN,shap,raw,75,0.5869565217391305,46
2E2B-406,MSE+UCN,shap,raw,80,0.5757575757575758,33
2E2B-406,MSE+UCN,shap,raw,85,0.6071428571428571,28
2E2B-406,MSE+UCN,shap,raw,90,0.5714285714285714,21
2E2B-406,MSE+UCN,shap,raw,95,0.45454545454545453,11
2E2B-406,MSE+UCN,shap,l1,50,0.5253164556962026,158
2E2B-406,MSE+UCN,shap,l1,55,0.5403225806451613,124
2E2B-406,MSE+UCN,shap,l1,60,0.5408163265306123,98
2E2B-406,MSE+UCN,shap,l1,65,0.5666666666666667,90
2E2B-406,MSE+UCN,shap,l1,70,0.5833333333333334,72
2E2B-406,MSE+UCN,shap,l1,75,0.5652173913043478,46
2E2B-406,MSE+UCN,shap,l1,80,0.5454545454545454,33
2E2B-406,MSE+UCN,shap,l1,85,0.5714285714285714,28
2E2B-406,MSE+UCN,shap,l1,90,0.5238095238095238,21
2E2B-406,MSE+UCN,shap,l1,95,0.36363636363636365,11
2E2B-406,MSE+UCN,shap,signed_rank,50,0.5189873417721519,158
2E2B-406,MSE+UCN,shap,signed_rank,55,0.5080645161290323,124
2E2B-406,MSE+UCN,shap,signed_rank,60,0.5204081632653061,98
2E2B-406,MSE+UCN,shap,signed_rank,65,0.5333333333333333,90
2E2B-406,MSE+UCN,shap,signed_rank,70,0.5416666666666666,72
2E2B-406,MSE+UCN,shap,signed_rank,75,0.5869565217391305,46
2E2B-406,MSE+UCN,shap,signed_rank,80,0.5757575757575758,33
2E2B-406,MSE+UCN,shap,signed_rank,85,0.5357142857142857,28
2E2B-406,MSE+UCN,shap,signed_rank,90,0.47619047619047616,21
2E2B-406,MSE+UCN,shap,signed_rank,95,0.36363636363636365,11
2E9N-76A,MSE,cam,raw,50,0.8731343283582089,402
2E9N-76A,MSE,cam,raw,55,0.8629032258064516,372
2E9N-76A,MSE,cam,raw,60,0.8493975903614458,332
2E9N-76A,MSE,cam,raw,65,0.8185328185328186,259
2E9N-76A,MSE,cam,raw,70,0.7754010695187166,187
2E9N-76A,MSE,cam,raw,75,0.7235772357723578,123
2E9N-76A,MSE,cam,raw,80,0.6931818181818182,88
2E9N-76A,MSE,cam,raw,85,0.5833333333333334,48
2E9N-76A,MSE,cam,raw,90,0.7142857142857143,21
2E9N-76A,MSE,cam,raw,95,0.2,5
2E9N-76A,MSE,cam,l1,50,0.7064676616915423,402
2E9N-76A,MSE,cam,l1,55,0.7419354838709677,372
2E9N-76A,MSE,cam,l1,60,0.7409638554216867,332
2E9N-76A,MSE,cam,l1,65,0.6988416988416989,259
2E9N-76A,MSE,cam,l1,70,0.6310160427807486,187
2E9N-76A,MSE,cam,l1,75,0.6504065040650406,123
2E9N-76A,MSE,cam,l1,80,0.6590909090909091,88
2E9N-76A,MSE,cam,l1,85,0.5625,48
2E9N-76A,MSE,cam,l1,90,0.6666666666666666,21
2E9N-76A,MSE,cam,l1,95,0.2,5
2E9N-76A,MSE,cam,signed_rank,50,0.7114427860696517,402
2E9N-76A,MSE,cam,signed_rank,55,0.7123655913978495,372
2E9N-76A,MSE,cam,signed_rank,60,0.7198795180722891,332
2E9N-76A,MSE,cam,signed_rank,65,0.7065637065637066,259
2E9N-76A,MSE,cam,signed_rank,70,0.6844919786096256,187
2E9N-76A,MSE,cam,signed_rank,75,0.7154471544715447,123
2E9N-76A,MSE,cam,signed_rank,80,0.7386363636363636,88
2E9N-76A,MSE,cam,signed_rank,85,0.7291666666666666,48
2E9N-76A,MSE,cam,signed_rank,90,0.6666666666666666,21
2E9N-76A,MSE,cam,signed_rank,95,0.2,5
2E9N-76A,MSE+AC,cam,raw,50,0.8980099502487562,402
2E9N-76A,MSE+AC,cam,raw,55,0.8897849462365591,372
2E9N-76A,MSE+AC,cam,raw,60,0.8765060240963856,332
2E9N-76A,MSE+AC,cam,raw,65,0.8416988416988417,259
2E9N-76A,MSE+AC,cam,raw,70,0.786096256684492,187
2E9N-76A,MSE+AC,cam,raw,75,0.7967479674796748,123
2E9N-76A,MSE+AC,cam,raw,80,0.7840909090909091,88
2E9N-76A,MSE+AC,cam,raw,85,0.75,48
2E9N-76A,MSE+AC,cam,raw,90,0.8571428571428571,21
2E9N-76A,MSE+AC,cam,raw,95,0.6,5
2E9N-76A,MSE+AC,cam,l1,50,0.5074626865671642,402
2E9N-76A,MSE+AC,cam,l1,55,0.532258064516129,372
2E9N-76A,MSE+AC,cam,l1,60,0.5481927710843374,332
2E9N-76A,MSE+AC,cam,l1,65,0.6177606177606177,259
2E9N-76A,MSE+AC,cam,l1,70,0.5775401069518716,187
2E9N-76A,MSE+AC,cam,l1,75,0.5691056910569106,123
2E9N-76A,MSE+AC,cam,l1,80,0.5681818181818182,88
2E9N-76A,MSE+AC,cam,l1,85,0.5833333333333334,48
2E9N-76A,MSE+AC,cam,l1,90,0.7619047619047619,21
2E9N-76A,MSE+AC,cam,l1,95,0.6,5
2E9N-76A,MSE+AC,cam,signed_rank,50,0.7935323383084577,402
2E9N-76A,MSE+AC,cam,signed_rank,55,0.7795698924731183,372
2E9N-76A,MSE+AC,cam,signed_rank,60,0.7590361445783133,332
2E9N-76A,MSE+AC,cam,signed_rank,65,0.7181467181467182,259
2E9N-76A,MSE+AC,cam,signed_rank,70,0.6310160427807486,187
2E9N-76A,MSE+AC,cam,signed_rank,75,0.6341463414634146,123
2E9N-76A,MSE+AC,cam,signed_rank,80,0.6022727272727273,88
2E9N-76A,MSE+AC,cam,signed_rank,85,0.5208333333333334,48
2E9N-76A,MSE+AC,cam,signed_rank,90,0.6666666666666666,21
2E9N-76A,MSE+AC,cam,signed_rank,95,0.2,5
2E9N-76A,MSE+UCN,cam,raw,50,0.8880597014925373,402
2E9N-76A,MSE+UCN,cam,raw,55,0.8817204301075269,372
2E9N-76A,MSE+UCN,cam,raw,60,0.8855421686746988,332
2E9N-76A,MSE+UCN,cam,raw,65,0.861003861003861,259
2E9N-76A,MSE+UCN,cam,raw,70,0.8342245989304813,187
2E9N-76A,MSE+UCN,cam,raw,75,0.8373983739837398,123
2E9N-76A,MSE+UCN,cam,raw,80,0.8295454545454546,88
2E9N-76A,MSE+UCN,cam,raw,85,0.8541666666666666,48
2E9N-76A,MSE+UCN,cam,raw,90,0.8571428571428571,21
2E9N-76A,MSE+UCN,cam,raw,95,0.6,5
2E9N-76A,MSE+UCN,cam,l1,50,0.8830845771144279,402
2E9N-76A,MSE+UCN,cam,l1,55,0.8736559139784946,372
2E9N-76A,MSE+UCN,cam,l1,60,0.8674698795180723,332
2E9N-76A,MSE+UCN,cam,l1,65,0.8378378378378378,259
2E9N-76A,MSE+UCN,cam,l1,70,0.8021390374331551,187
2E9N-76A,MSE+UCN,cam,l1,75,0.8211382113821138,123
2E9N-76A,MSE+UCN,cam,l1,80,0.7954545454545454,88
2E9N-76A,MSE+UCN,cam,l1,85,0.8333333333333334,48
2E9N-76A,MSE+UCN,cam,l1,90,0.8095238095238095,21
2E9N-76A,MSE+UCN,cam,l1,95,0.6,5
2E9N-76A,MSE+UCN,cam,signed_rank,50,0.7910447761194029,402
2E9N-76A,MSE+UCN,cam,signed_rank,55,0.7849462365591398,372
2E9N-76A,MSE+UCN,cam,signed_rank,60,0.7981927710843374,332
2E9N-76A,MSE+UCN,cam,signed_rank,65,0.7760617760617761,259
2E9N-76A,MSE+UCN,cam,signed_rank,70,0.7593582887700535,187
2E9N-76A,MSE+UCN,cam,signed_rank,75,0.7560975609756098,123
2E9N-76A,MSE+UCN,cam,signed_rank,80,0.75,88
2E9N-76A,MSE+UCN,cam,signed_rank,85,0.7083333333333334,48
2E9N-76A,MSE+UCN,cam,signed_rank,90,0.7619047619047619,21
2E9N-76A,MSE+UCN,cam,signed_rank,95,0.6,5
2E9N-76A,MSE,diff,raw,50,0.8283582089552238,402
2E9N-76A,MSE,diff,raw,55,0.8225806451612904,372
2E9N-76A,MSE,diff,raw,60,0.8253012048192772,332
2E9N-76A,MSE,diff,raw,65,0.7953667953667953,259
2E9N-76A,MSE,diff,raw,70,0.7593582887700535,187
2E9N-76A,MSE,diff,raw,75,0.7235772357723578,123
2E9N-76A,MSE,diff,raw,80,0.6590909090909091,88
2E9N-76A,MSE,diff,raw,85,0.6458333333333334,48
2E9N-76A,MSE,diff,raw,90,0.7142857142857143,21
2E9N-76A,MSE,diff,raw,95,0.6,5
2E9N-76A,MSE,diff,l1,50,0.8407960199004975,402
2E9N-76A,MSE,diff,l1,55,0.8333333333333334,372
2E9N-76A,MSE,diff,l1,60,0.8373493975903614,332
2E9N-76A,MSE,diff,l1,65,0.8108108108108109,259
2E9N-76A,MSE,diff,l1,70,0.7807486631016043,187
2E9N-76A,MSE,diff,l1,75,0.7479674796747967,123
2E9N-76A,MSE,diff,l1,80,0.6931818181818182,88
2E9N-76A,MSE,diff,l1,85,0.7083333333333334,48
2E9N-76A,MSE,diff,l1,90,0.7619047619047619,21
2E9N-76A,MSE,diff,l1,95,0.6,5
2E9N-76A,MSE,diff,signed_rank,50,0.8034825870646766,402
2E9N-76A,MSE,diff,signed_rank,55,0.793010752688172,372
2E9N-76A,MSE,diff,signed_rank,60,0.7921686746987951,332
2E9N-76A,MSE,diff,signed_rank,65,0.7606177606177607,259
2E9N-76A,MSE,diff,signed_rank,70,0.7433155080213903,187
2E9N-76A,MSE,diff,signed_rank,75,0.7154471544715447,123
2E9N-76A,MSE,diff,signed_rank,80,0.6590909090909091,88
2E9N-76A,MSE,diff,signed_rank,85,0.625,48
2E9N-76A,MSE,diff,signed_rank,90,0.7142857142857143,21
2E9N-76A,MSE,diff,signed_rank,95,0.6,5
2E9N-76A,MSE+AC,diff,raw,50,0.9129353233830846,402
2E9N-76A,MSE+AC,diff,raw,55,0.9059139784946236,372
2E9N-76A,MSE+AC,diff,raw,60,0.8945783132530121,332
2E9N-76A,MSE+AC,diff,raw,65,0.8725868725868726,259
2E9N-76A,MSE+AC,diff,raw,70,0.8342245989304813,187
2E9N-76A,MSE+AC,diff,raw,75,0.8130081300813008,123
2E9N-76A,MSE+AC,diff,raw,80,0.7840909090909091,88
2E9N-76A,MSE+AC,diff,raw,85,0.7916666666666666,48
2E9N-76A,MSE+AC,diff,raw,90,0.7142857142857143,21
2E9N-76A,MSE+AC,diff,raw,95,0.4,5
2E9N-76A,MSE+AC,diff,l1,50,0.9129353233830846,402
2E9N-76A,MSE+AC,diff,l1,55,0.9059139784946236,372
2E9N-76A,MSE+AC,diff,l1,60,0.8945783132530121,332
2E9N-76A,MSE+AC,diff,l1,65,0.8725868725868726,259
2E9N-76A,MSE+AC,diff,l1,70,0.8342245989304813,187
2E9N-76A,MSE+AC,diff,l1,75,0.8211382113821138,123
2E9N-76A,MSE+AC,diff,l1,80,0.7954545454545454,88
2E9N-76A,MSE+AC,diff,l1,85,0.7916666666666666,48
2E9N-76A,MSE+AC,diff,l1,90,0.7142857142857143,21
2E9N-76A,MSE+AC,diff,l1,95,0.4,5
2E9N-76A,MSE+AC,diff,signed_rank,50,0.8855721393034826,402
2E9N-76A,MSE+AC,diff,signed_rank,55,0.8790322580645161,372
2E9N-76A,MSE+AC,diff,signed_rank,60,0.8644578313253012,332
2E9N-76A,MSE+AC,diff,signed_rank,65,0.8301158301158301,259
2E9N-76A,MSE+AC,diff,signed_rank,70,0.786096256684492,187
2E9N-76A,MSE+AC,diff,signed_rank,75,0.7479674796747967,123
2E9N-76A,MSE+AC,diff,signed_rank,80,0.6931818181818182,88
2E9N-76A,MSE+AC,diff,signed_rank,85,0.7083333333333334,48
2E9N-76A,MSE+AC,diff,signed_rank,90,0.6666666666666666,21
2E9N-76A,MSE+AC,diff,signed_rank,95,0.4,5
2E9N-76A,MSE+UCN,diff,raw,50,0.8159203980099502,402
2E9N-76A,MSE+UCN,diff,raw,55,0.8118279569892473,372
2E9N-76A,MSE+UCN,diff,raw,60,0.8132530120481928,332
2E9N-76A,MSE+UCN,diff,raw,65,0.7876447876447876,259
2E9N-76A,MSE+UCN,diff,raw,70,0.8074866310160428,187
2E9N-76A,MSE+UCN,diff,raw,75,0.8130081300813008,123
2E9N-76A,MSE+UCN,diff,raw,80,0.8181818181818182,88
2E9N-76A,MSE+UCN,diff,raw,85,0.75,48
2E9N-76A,MSE+UCN,diff,raw,90,0.8095238095238095,21
2E9N-76A,MSE+UCN,diff,raw,95,0.4,5
2E9N-76A,MSE+UCN,diff,l1,50,0.8208955223880597,402
2E9N-76A,MSE+UCN,diff,l1,55,0.8172043010752689,372
2E9N-76A,MSE+UCN,diff,l1,60,0.8192771084337349,332
2E9N-76A,MSE+UCN,diff,l1,65,0.7953667953667953,259
2E9N-76A,MSE+UCN,diff,l1,70,0.7967914438502673,187
2E9N-76A,MSE+UCN,diff,l1,75,0.8048780487804879,123
2E9N-76A,MSE+UCN,diff,l1,80,0.8068181818181818,88
2E9N-76A,MSE+UCN,diff,l1,85,0.75,48
2E9N-76A,MSE+UCN,diff,l1,90,0.8095238095238095,21
2E9N-76A,MSE+UCN,diff,l1,95,0.4,5
2E9N-76A,MSE+UCN,diff,signed_rank,50,0.8557213930348259,402
2E9N-76A,MSE+UCN,diff,signed_rank,55,0.8521505376344086,372
2E9N-76A,MSE+UCN,diff,signed_rank,60,0.858433734939759,332
2E9N-76A,MSE+UCN,diff,signed_rank,65,0.8416988416988417,259
2E9N-76A,MSE+UCN,diff,signed_rank,70,0.839572192513369,187
2E9N-76A,MSE+UCN,diff,signed_rank,75,0.8130081300813008,123
2E9N-76A,MSE+UCN,diff,signed_rank,80,0.8068181818181818,88
2E9N-76A,MSE+UCN,diff,signed_rank,85,0.75,48
2E9N-76A,MSE+UCN,diff,signed_rank,90,0.8095238095238095,21
2E9N-76A,MSE+UCN,diff,signed_rank,95,0.4,5
2E9N-76A,MSE,gradcam,raw,50,0.8482587064676617,402
2E9N-76A,MSE,gradcam,raw,55,0.8387096774193549,372
2E9N-76A,MSE,gradcam,raw,60,0.8253012048192772,332
2E9N-76A,MSE,gradcam,raw,65,0.7953667953667953,259
2E9N-76A,MSE,gradcam,raw,70,0.7700534759358288,187
2E9N-76A,MSE,gradcam,raw,75,0.7723577235772358,123
2E9N-76A,MSE,gradcam,raw,80,0.7613636363636364,88
2E9N-76A,MSE,gradcam,raw,85,0.6458333333333334,48
2E9N-76A,MSE,gradcam,raw,90,0.5714285714285714,21
2E9N-76A,MSE,gradcam,raw,95,0.6,5
2E9N-76A,MSE,gradcam,l1,50,0.8233830845771144,402
2E9N-76A,MSE,gradcam,l1,55,0.8145161290322581,372
2E9N-76A,MSE,gradcam,l1,60,0.8042168674698795,332
2E9N-76A,MSE,gradcam,l1,65,0.7722007722007722,259
2E9N-76A,MSE,gradcam,l1,70,0.7486631016042781,187
2E9N-76A,MSE,gradcam,l1,75,0.7642276422764228,123
2E9N-76A,MSE,gradcam,l1,80,0.75,88
2E9N-76A,MSE,gradcam,l1,85,0.625,48
2E9N-76A,MSE,gradcam,l1,90,0.5714285714285714,21
2E9N-76A,MSE,gradcam,l1,95,0.6,5
2E9N-76A,MSE,gradcam,signed_rank,50,0.8905472636815921,402
2E9N-76A,MSE,gradcam,signed_rank,55,0.8844086021505376,372
2E9N-76A,MSE,gradcam,signed_rank,60,0.8795180722891566,332
2E9N-76A,MSE,gradcam,signed_rank,65,0.8494208494208494,259
2E9N-76A,MSE,gradcam,signed_rank,70,0.8074866310160428,187
2E9N-76A,MSE,gradcam,signed_rank,75,0.7886178861788617,123
2E9N-76A,MSE,gradcam,signed_rank,80,0.7613636363636364,88
2E9N-76A,MSE,gradcam,signed_rank,85,0.6666666666666666,48
2E9N-76A,MSE,gradcam,signed_rank,90,0.5714285714285714,21
2E9N-76A,MSE,gradcam,signed_rank,95,0.6,5
2E9N-76A,MSE+AC,gradcam,raw,50,0.31592039800995025,402
2E9N-76A,MSE+AC,gradcam,raw,55,0.3279569892473118,372
2E9N-76A,MSE+AC,gradcam,raw,60,0.3313253012048193,332
2E9N-76A,MSE+AC,gradcam,raw,65,0.4092664092664093,259
2E9N-76A,MSE+AC,gradcam,raw,70,0.49732620320855614,187
2E9N-76A,MSE+AC,gradcam,raw,75,0.6341463414634146,123
2E9N-76A,MSE+AC,gradcam,raw,80,0.6931818181818182,88
2E9N-76A,MSE+AC,gradcam,raw,85,0.7291666666666666,48
2E9N-76A,MSE+AC,gradcam,raw,90,0.7142857142857143,21
2E9N-76A,MSE+AC,gradcam,raw,95,0.6,5
2E9N-76A,MSE+AC,gradcam,l1,50,0.2835820895522388,402
2E9N-76A,MSE+AC,gradcam,l1,55,0.29301075268817206,372
2E9N-76A,MSE+AC,gradcam,l1,60,0.29518072289156627,332
2E9N-76A,MSE+AC,gradcam,l1,65,0.3667953667953668,259
2E9N-76A,MSE+AC,gradcam,l1,70,0.44385026737967914,187
2E9N-76A,MSE+AC,gradcam,l1,75,0.6016260162601627,123
2E9N-76A,MSE+AC,gradcam,l1,80,0.6477272727272727,88
2E9N-76A,MSE+AC,gradcam,l1,85,0.7291666666666666,48
2E9N-76A,MSE+AC,gradcam,l1,90,0.6666666666666666,21
